"001-ANTHONY CITY HALL" ,10 ,"US SENATOR" ,10 ,"TED CRUZ" ,"REP" ,"ELECTION DAY" ,10 ,
"099-PEBBLE HILLS ELEMENTARY" ,10 ,"US SENATOR" ,10 ,"TED CRUZ" ,"REP" ,"PAPER EARLY" ,0 ,
"099-PEBBLE HILLS ELEMENTARY" ,10 ,"US SENATOR" ,10 ,"TED CRUZ" ,"REP" ,"Total" ,2 ,
"099-PEBBLE HILLS ELEMENTARY" ,10 ,"US SENATOR" ,20 ,"DAVID DEWHURST" ,"REP" ,"ELECTION DAY" ,0 ,
"099-PEBBLE HILLS ELEMENTARY" ,10 ,"US SENATOR" ,20 ,"DAVID DEWHURST" ,"REP" ,"PAPER EDAY" ,0 ,
"099-PEBBLE HILLS ELEMENTARY" ,10 ,"US SENATOR" ,20 ,"DAVID DEWHURST" ,"REP" ,"EARLY VOTING" ,2 ,
"099-PEBBLE HILLS ELEMENTARY" ,10 ,"US SENATOR" ,20 ,"DAVID DEWHURST" ,"REP" ,"PAPER EARLY" ,1 ,
"099-PEBBLE HILLS ELEMENTARY" ,10 ,"US SENATOR" ,20 ,"DAVID DEWHURST" ,"REP" ,"Total" ,3 ,
"099-PEBBLE HILLS ELEMENTARY" ,20 ,"RAILROAD COMMISSIONER" ,10 ,"WARREN CHISUM" ,"REP" ,"ELECTION DAY" ,0 ,
"099-PEBBLE HILLS ELEMENTARY" ,20 ,"RAILROAD COMMISSIONER" ,10 ,"WARREN CHISUM" ,"REP" ,"PAPER EDAY" ,0 ,
"099-PEBBLE HILLS ELEMENTARY" ,20 ,"RAILROAD COMMISSIONER" ,10 ,"WARREN CHISUM" ,"REP" ,"EARLY VOTING" ,1 ,
"099-PEBBLE HILLS ELEMENTARY" ,20 ,"RAILROAD COMMISSIONER" ,10 ,"WARREN CHISUM" ,"REP" ,"PAPER EARLY" ,1 ,
"099-PEBBLE HILLS ELEMENTARY" ,20 ,"RAILROAD COMMISSIONER" ,10 ,"WARREN CHISUM" ,"REP" ,"Total" ,2 ,
"099-PEBBLE HILLS ELEMENTARY" ,20 ,"RAILROAD COMMISSIONER" ,20 ,"CHRISTI CRADDICK" ,"REP" ,"ELECTION DAY" ,0 ,
"099-PEBBLE HILLS ELEMENTARY" ,20 ,"RAILROAD COMMISSIONER" ,20 ,"CHRISTI CRADDICK" ,"REP" ,"PAPER EDAY" ,0 ,
"099-PEBBLE HILLS ELEMENTARY" ,20 ,"RAILROAD COMMISSIONER" ,20 ,"CHRISTI CRADDICK" ,"REP" ,"EARLY VOTING" ,1 ,
"099-PEBBLE HILLS ELEMENTARY" ,20 ,"RAILROAD COMMISSIONER" ,20 ,"CHRISTI CRADDICK" ,"REP" ,"PAPER EARLY" ,0 ,
"099-PEBBLE HILLS ELEMENTARY" ,20 ,"RAILROAD COMMISSIONER" ,20 ,"CHRISTI CRADDICK" ,"REP" ,"Total" ,1 ,
"099-PEBBLE HILLS ELEMENTARY" ,30 ,"RAILROAD COMMISSIONER" ,10 ,"GREG PARKER" ,"REP" ,"ELECTION DAY" ,0 ,
"099-PEBBLE HILLS ELEMENTARY" ,30 ,"RAILROAD COMMISSIONER" ,10 ,"GREG PARKER" ,"REP" ,"PAPER EDAY" ,0 ,
"099-PEBBLE HILLS ELEMENTARY" ,30 ,"RAILROAD COMMISSIONER" ,10 ,"GREG PARKER" ,"REP" ,"EARLY VOTING" ,2 ,
"099-PEBBLE HILLS ELEMENTARY" ,30 ,"RAILROAD COMMISSIONER" ,10 ,"GREG PARKER" ,"REP" ,"PAPER EARLY" ,1 ,
"099-PEBBLE HILLS ELEMENTARY" ,30 ,"RAILROAD COMMISSIONER" ,10 ,"GREG PARKER" ,"REP" ,"Total" ,3 ,
"099-PEBBLE HILLS ELEMENTARY" ,30 ,"RAILROAD COMMISSIONER" ,20 ,"BARRY SMITHERMAN" ,"REP" ,"ELECTION DAY" ,0 ,
"099-PEBBLE HILLS ELEMENTARY" ,30 ,"RAILROAD COMMISSIONER" ,20 ,"BARRY SMITHERMAN" ,"REP" ,"PAPER EDAY" ,0 ,
"099-PEBBLE HILLS ELEMENTARY" ,30 ,"RAILROAD COMMISSIONER" ,20 ,"BARRY SMITHERMAN" ,"REP" ,"EARLY VOTING" ,0 ,
"099-PEBBLE HILLS ELEMENTARY" ,30 ,"RAILROAD COMMISSIONER" ,20 ,"BARRY SMITHERMAN" ,"REP" ,"PAPER EARLY" ,0 ,
"099-PEBBLE HILLS ELEMENTARY" ,30 ,"RAILROAD COMMISSIONER" ,20 ,"BARRY SMITHERMAN" ,"REP" ,"Total" ,0 ,
"099-PEBBLE HILLS ELEMENTARY" ,35 ,"JUSTICE, SUPREME COURT, 4" ,10 ,"DAVID MEDINA" ,"REP" ,"ELECTION DAY" ,0 ,
"099-PEBBLE HILLS ELEMENTARY" ,35 ,"JUSTICE, SUPREME COURT, 4" ,10 ,"DAVID MEDINA" ,"REP" ,"PAPER EDAY" ,0 ,
"099-PEBBLE HILLS ELEMENTARY" ,35 ,"JUSTICE, SUPREME COURT, 4" ,10 ,"DAVID MEDINA" ,"REP" ,"EARLY VOTING" ,2 ,
"099-PEBBLE HILLS ELEMENTARY" ,35 ,"JUSTICE, SUPREME COURT, 4" ,10 ,"DAVID MEDINA" ,"REP" ,"PAPER EARLY" ,0 ,
"099-PEBBLE HILLS ELEMENTARY" ,35 ,"JUSTICE, SUPREME COURT, 4" ,10 ,"DAVID MEDINA" ,"REP" ,"Total" ,2 ,
"099-PEBBLE HILLS ELEMENTARY" ,35 ,"JUSTICE, SUPREME COURT, 4" ,20 ,"JOHN DEVINE" ,"REP" ,"ELECTION DAY" ,0 ,
"099-PEBBLE HILLS ELEMENTARY" ,35 ,"JUSTICE, SUPREME COURT, 4" ,20 ,"JOHN DEVINE" ,"REP" ,"PAPER EDAY" ,0 ,
"099-PEBBLE HILLS ELEMENTARY" ,35 ,"JUSTICE, SUPREME COURT, 4" ,20 ,"JOHN DEVINE" ,"REP" ,"EARLY VOTING" ,0 ,
"099-PEBBLE HILLS ELEMENTARY" ,35 ,"JUSTICE, SUPREME COURT, 4" ,20 ,"JOHN DEVINE" ,"REP" ,"PAPER EARLY" ,1 ,
"099-PEBBLE HILLS ELEMENTARY" ,35 ,"JUSTICE, SUPREME COURT, 4" ,20 ,"JOHN DEVINE" ,"REP" ,"Total" ,1 ,
"099-PEBBLE HILLS ELEMENTARY" ,70 ,"US SENATOR" ,10 ,"PAUL SADLER" ,"DEM" ,"ELECTION DAY" ,10 ,
"099-PEBBLE HILLS ELEMENTARY" ,70 ,"US SENATOR" ,10 ,"PAUL SADLER" ,"DEM" ,"PAPER EDAY" ,0 ,
"099-PEBBLE HILLS ELEMENTARY" ,70 ,"US SENATOR" ,10 ,"PAUL SADLER" ,"DEM" ,"EARLY VOTING" ,9 ,
"099-PEBBLE HILLS ELEMENTARY" ,70 ,"US SENATOR" ,10 ,"PAUL SADLER" ,"DEM" ,"PAPER EARLY" ,0 ,
"099-PEBBLE HILLS ELEMENTARY" ,70 ,"US SENATOR" ,10 ,"PAUL SADLER" ,"DEM" ,"Total" ,19 ,
"099-PEBBLE HILLS ELEMENTARY" ,70 ,"US SENATOR" ,20 ,"GRADY YARBROUGH" ,"DEM" ,"ELECTION DAY" ,8 ,
"099-PEBBLE HILLS ELEMENTARY" ,70 ,"US SENATOR" ,20 ,"GRADY YARBROUGH" ,"DEM" ,"PAPER EDAY" ,0 ,
"099-PEBBLE HILLS ELEMENTARY" ,70 ,"US SENATOR" ,20 ,"GRADY YARBROUGH" ,"DEM" ,"EARLY VOTING" ,4 ,
"099-PEBBLE HILLS ELEMENTARY" ,70 ,"US SENATOR" ,20 ,"GRADY YARBROUGH" ,"DEM" ,"PAPER EARLY" ,0 ,
"099-PEBBLE HILLS ELEMENTARY" ,70 ,"US SENATOR" ,20 ,"GRADY YARBROUGH" ,"DEM" ,"Total" ,12 ,
"099-PEBBLE HILLS ELEMENTARY" ,90 ,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 2" ,10 ,"YVONNE RODRIGUEZ" ,"DEM" ,"ELECTION DAY" ,9 ,
"099-PEBBLE HILLS ELEMENTARY" ,90 ,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 2" ,10 ,"YVONNE RODRIGUEZ" ,"DEM" ,"PAPER EDAY" ,0 ,
"099-PEBBLE HILLS ELEMENTARY" ,90 ,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 2" ,10 ,"YVONNE RODRIGUEZ" ,"DEM" ,"EARLY VOTING" ,11 ,
"099-PEBBLE HILLS ELEMENTARY" ,90 ,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 2" ,10 ,"YVONNE RODRIGUEZ" ,"DEM" ,"PAPER EARLY" ,0 ,
"099-PEBBLE HILLS ELEMENTARY" ,90 ,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 2" ,10 ,"YVONNE RODRIGUEZ" ,"DEM" ,"Total" ,20 ,
"099-PEBBLE HILLS ELEMENTARY" ,90 ,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 2" ,20 ,"MARCOS LIZARRAGA" ,"DEM" ,"ELECTION DAY" ,9 ,
"099-PEBBLE HILLS ELEMENTARY" ,90 ,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 2" ,20 ,"MARCOS LIZARRAGA" ,"DEM" ,"PAPER EDAY" ,0 ,
"099-PEBBLE HILLS ELEMENTARY" ,90 ,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 2" ,20 ,"MARCOS LIZARRAGA" ,"DEM" ,"EARLY VOTING" ,4 ,
"099-PEBBLE HILLS ELEMENTARY" ,90 ,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 2" ,20 ,"MARCOS LIZARRAGA" ,"DEM" ,"PAPER EARLY" ,0 ,
"099-PEBBLE HILLS ELEMENTARY" ,90 ,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 2" ,20 ,"MARCOS LIZARRAGA" ,"DEM" ,"Total" ,13 ,
"099-PEBBLE HILLS ELEMENTARY" ,100 ,"DISTRICT JUDGE, 41ST JUDICIAL DISTRICT" ,10 ,"MIKE CERVANTES" ,"DEM" ,"ELECTION DAY" ,6 ,
"099-PEBBLE HILLS ELEMENTARY" ,100 ,"DISTRICT JUDGE, 41ST JUDICIAL DISTRICT" ,10 ,"MIKE CERVANTES" ,"DEM" ,"PAPER EDAY" ,0 ,
"099-PEBBLE HILLS ELEMENTARY" ,100 ,"DISTRICT JUDGE, 41ST JUDICIAL DISTRICT" ,10 ,"MIKE CERVANTES" ,"DEM" ,"EARLY VOTING" ,4 ,
"099-PEBBLE HILLS ELEMENTARY" ,100 ,"DISTRICT JUDGE, 41ST JUDICIAL DISTRICT" ,10 ,"MIKE CERVANTES" ,"DEM" ,"PAPER EARLY" ,0 ,
"099-PEBBLE HILLS ELEMENTARY" ,100 ,"DISTRICT JUDGE, 41ST JUDICIAL DISTRICT" ,10 ,"MIKE CERVANTES" ,"DEM" ,"Total" ,10 ,
"099-PEBBLE HILLS ELEMENTARY" ,100 ,"DISTRICT JUDGE, 41ST JUDICIAL DISTRICT" ,20 ,"ANNA PEREZ" ,"DEM" ,"ELECTION DAY" ,13 ,
"099-PEBBLE HILLS ELEMENTARY" ,100 ,"DISTRICT JUDGE, 41ST JUDICIAL DISTRICT" ,20 ,"ANNA PEREZ" ,"DEM" ,"PAPER EDAY" ,0 ,
"099-PEBBLE HILLS ELEMENTARY" ,100 ,"DISTRICT JUDGE, 41ST JUDICIAL DISTRICT" ,20 ,"ANNA PEREZ" ,"DEM" ,"EARLY VOTING" ,10 ,
"099-PEBBLE HILLS ELEMENTARY" ,100 ,"DISTRICT JUDGE, 41ST JUDICIAL DISTRICT" ,20 ,"ANNA PEREZ" ,"DEM" ,"PAPER EARLY" ,0 ,
"099-PEBBLE HILLS ELEMENTARY" ,100 ,"DISTRICT JUDGE, 41ST JUDICIAL DISTRICT" ,20 ,"ANNA PEREZ" ,"DEM" ,"Total" ,23 ,
"099-PEBBLE HILLS ELEMENTARY" ,110 ,"DISTRICT JUDGE, 388TH JUDICIAL DISTRICT" ,10 ,"LAURA STRATHMANN" ,"DEM" ,"ELECTION DAY" ,7 ,
"099-PEBBLE HILLS ELEMENTARY" ,110 ,"DISTRICT JUDGE, 388TH JUDICIAL DISTRICT" ,10 ,"LAURA STRATHMANN" ,"DEM" ,"PAPER EDAY" ,0 ,
"099-PEBBLE HILLS ELEMENTARY" ,110 ,"DISTRICT JUDGE, 388TH JUDICIAL DISTRICT" ,10 ,"LAURA STRATHMANN" ,"DEM" ,"EARLY VOTING" ,8 ,
"099-PEBBLE HILLS ELEMENTARY" ,110 ,"DISTRICT JUDGE, 388TH JUDICIAL DISTRICT" ,10 ,"LAURA STRATHMANN" ,"DEM" ,"PAPER EARLY" ,0 ,
"099-PEBBLE HILLS ELEMENTARY" ,110 ,"DISTRICT JUDGE, 388TH JUDICIAL DISTRICT" ,10 ,"LAURA STRATHMANN" ,"DEM" ,"Total" ,15 ,
"099-PEBBLE HILLS ELEMENTARY" ,110 ,"DISTRICT JUDGE, 388TH JUDICIAL DISTRICT" ,20 ,"LUCILA CAMARENA" ,"DEM" ,"ELECTION DAY" ,10 ,
"099-PEBBLE HILLS ELEMENTARY" ,110 ,"DISTRICT JUDGE, 388TH JUDICIAL DISTRICT" ,20 ,"LUCILA CAMARENA" ,"DEM" ,"PAPER EDAY" ,0 ,
"099-PEBBLE HILLS ELEMENTARY" ,110 ,"DISTRICT JUDGE, 388TH JUDICIAL DISTRICT" ,20 ,"LUCILA CAMARENA" ,"DEM" ,"EARLY VOTING" ,6 ,
"099-PEBBLE HILLS ELEMENTARY" ,110 ,"DISTRICT JUDGE, 388TH JUDICIAL DISTRICT" ,20 ,"LUCILA CAMARENA" ,"DEM" ,"PAPER EARLY" ,0 ,
"099-PEBBLE HILLS ELEMENTARY" ,110 ,"DISTRICT JUDGE, 388TH JUDICIAL DISTRICT" ,20 ,"LUCILA CAMARENA" ,"DEM" ,"Total" ,16 ,
"099-PEBBLE HILLS ELEMENTARY" ,120 ,"DISTRICT JUDGE, 448TH JUDICIAL DISTRICT" ,10 ,"SERGIO ENRIQUEZ" ,"DEM" ,"ELECTION DAY" ,8 ,
"099-PEBBLE HILLS ELEMENTARY" ,120 ,"DISTRICT JUDGE, 448TH JUDICIAL DISTRICT" ,10 ,"SERGIO ENRIQUEZ" ,"DEM" ,"PAPER EDAY" ,0 ,
"099-PEBBLE HILLS ELEMENTARY" ,120 ,"DISTRICT JUDGE, 448TH JUDICIAL DISTRICT" ,10 ,"SERGIO ENRIQUEZ" ,"DEM" ,"EARLY VOTING" ,5 ,
"099-PEBBLE HILLS ELEMENTARY" ,120 ,"DISTRICT JUDGE, 448TH JUDICIAL DISTRICT" ,10 ,"SERGIO ENRIQUEZ" ,"DEM" ,"PAPER EARLY" ,0 ,
"099-PEBBLE HILLS ELEMENTARY" ,120 ,"DISTRICT JUDGE, 448TH JUDICIAL DISTRICT" ,10 ,"SERGIO ENRIQUEZ" ,"DEM" ,"Total" ,13 ,
"099-PEBBLE HILLS ELEMENTARY" ,120 ,"DISTRICT JUDGE, 448TH JUDICIAL DISTRICT" ,20 ,"REGINA ARDITTI" ,"DEM" ,"ELECTION DAY" ,10 ,
"099-PEBBLE HILLS ELEMENTARY" ,120 ,"DISTRICT JUDGE, 448TH JUDICIAL DISTRICT" ,20 ,"REGINA ARDITTI" ,"DEM" ,"PAPER EDAY" ,0 ,
"099-PEBBLE HILLS ELEMENTARY" ,120 ,"DISTRICT JUDGE, 448TH JUDICIAL DISTRICT" ,20 ,"REGINA ARDITTI" ,"DEM" ,"EARLY VOTING" ,9 ,
"099-PEBBLE HILLS ELEMENTARY" ,120 ,"DISTRICT JUDGE, 448TH JUDICIAL DISTRICT" ,20 ,"REGINA ARDITTI" ,"DEM" ,"PAPER EARLY" ,0 ,
"099-PEBBLE HILLS ELEMENTARY" ,120 ,"DISTRICT JUDGE, 448TH JUDICIAL DISTRICT" ,20 ,"REGINA ARDITTI" ,"DEM" ,"Total" ,19 ,
"099-PEBBLE HILLS ELEMENTARY" ,130 ,"CRIMINAL DISTRICT JUDGE, COURT NO. 1" ,10 ,"THERESA CABALLERO TC" ,"DEM" ,"ELECTION DAY" ,9 ,
"099-PEBBLE HILLS ELEMENTARY" ,130 ,"CRIMINAL DISTRICT JUDGE, COURT NO. 1" ,10 ,"THERESA CABALLERO TC" ,"DEM" ,"PAPER EDAY" ,0 ,
"099-PEBBLE HILLS ELEMENTARY" ,130 ,"CRIMINAL DISTRICT JUDGE, COURT NO. 1" ,10 ,"THERESA CABALLERO TC" ,"DEM" ,"EARLY VOTING" ,6 ,
"099-PEBBLE HILLS ELEMENTARY" ,130 ,"CRIMINAL DISTRICT JUDGE, COURT NO. 1" ,10 ,"THERESA CABALLERO TC" ,"DEM" ,"PAPER EARLY" ,0 ,
"099-PEBBLE HILLS ELEMENTARY" ,130 ,"CRIMINAL DISTRICT JUDGE, COURT NO. 1" ,10 ,"THERESA CABALLERO TC" ,"DEM" ,"Total" ,15 ,
"099-PEBBLE HILLS ELEMENTARY" ,130 ,"CRIMINAL DISTRICT JUDGE, COURT NO. 1" ,20 ,"DIANE NAVARRETE" ,"DEM" ,"ELECTION DAY" ,10 ,
"099-PEBBLE HILLS ELEMENTARY" ,130 ,"CRIMINAL DISTRICT JUDGE, COURT NO. 1" ,20 ,"DIANE NAVARRETE" ,"DEM" ,"PAPER EDAY" ,0 ,
"099-PEBBLE HILLS ELEMENTARY" ,130 ,"CRIMINAL DISTRICT JUDGE, COURT NO. 1" ,20 ,"DIANE NAVARRETE" ,"DEM" ,"EARLY VOTING" ,9 ,
"099-PEBBLE HILLS ELEMENTARY" ,130 ,"CRIMINAL DISTRICT JUDGE, COURT NO. 1" ,20 ,"DIANE NAVARRETE" ,"DEM" ,"PAPER EARLY" ,0 ,
"099-PEBBLE HILLS ELEMENTARY" ,130 ,"CRIMINAL DISTRICT JUDGE, COURT NO. 1" ,20 ,"DIANE NAVARRETE" ,"DEM" ,"Total" ,19 ,
"100-PEBBLE HILLS ELEMENTARY" ,10 ,"US SENATOR" ,10 ,"TED CRUZ" ,"REP" ,"ELECTION DAY" ,22 ,
"100-PEBBLE HILLS ELEMENTARY" ,10 ,"US SENATOR" ,10 ,"TED CRUZ" ,"REP" ,"PAPER EDAY" ,0 ,
"100-PEBBLE HILLS ELEMENTARY" ,10 ,"US SENATOR" ,10 ,"TED CRUZ" ,"REP" ,"EARLY VOTING" ,11 ,
"100-PEBBLE HILLS ELEMENTARY" ,10 ,"US SENATOR" ,10 ,"TED CRUZ" ,"REP" ,"PAPER EARLY" ,1 ,
"100-PEBBLE HILLS ELEMENTARY" ,10 ,"US SENATOR" ,10 ,"TED CRUZ" ,"REP" ,"Total" ,34 ,
"100-PEBBLE HILLS ELEMENTARY" ,10 ,"US SENATOR" ,20 ,"DAVID DEWHURST" ,"REP" ,"ELECTION DAY" ,13 ,
"100-PEBBLE HILLS ELEMENTARY" ,10 ,"US SENATOR" ,20 ,"DAVID DEWHURST" ,"REP" ,"PAPER EDAY" ,0 ,
"100-PEBBLE HILLS ELEMENTARY" ,10 ,"US SENATOR" ,20 ,"DAVID DEWHURST" ,"REP" ,"EARLY VOTING" ,7 ,
"100-PEBBLE HILLS ELEMENTARY" ,10 ,"US SENATOR" ,20 ,"DAVID DEWHURST" ,"REP" ,"PAPER EARLY" ,0 ,
"100-PEBBLE HILLS ELEMENTARY" ,10 ,"US SENATOR" ,20 ,"DAVID DEWHURST" ,"REP" ,"Total" ,20 ,
"100-PEBBLE HILLS ELEMENTARY" ,20 ,"RAILROAD COMMISSIONER" ,10 ,"WARREN CHISUM" ,"REP" ,"ELECTION DAY" ,8 ,
"100-PEBBLE HILLS ELEMENTARY" ,20 ,"RAILROAD COMMISSIONER" ,10 ,"WARREN CHISUM" ,"REP" ,"PAPER EDAY" ,0 ,
"100-PEBBLE HILLS ELEMENTARY" ,20 ,"RAILROAD COMMISSIONER" ,10 ,"WARREN CHISUM" ,"REP" ,"EARLY VOTING" ,9 ,
"100-PEBBLE HILLS ELEMENTARY" ,20 ,"RAILROAD COMMISSIONER" ,10 ,"WARREN CHISUM" ,"REP" ,"PAPER EARLY" ,1 ,
"100-PEBBLE HILLS ELEMENTARY" ,20 ,"RAILROAD COMMISSIONER" ,10 ,"WARREN CHISUM" ,"REP" ,"Total" ,18 ,
"100-PEBBLE HILLS ELEMENTARY" ,20 ,"RAILROAD COMMISSIONER" ,20 ,"CHRISTI CRADDICK" ,"REP" ,"ELECTION DAY" ,23 ,
"100-PEBBLE HILLS ELEMENTARY" ,20 ,"RAILROAD COMMISSIONER" ,20 ,"CHRISTI CRADDICK" ,"REP" ,"PAPER EDAY" ,0 ,
"100-PEBBLE HILLS ELEMENTARY" ,20 ,"RAILROAD COMMISSIONER" ,20 ,"CHRISTI CRADDICK" ,"REP" ,"EARLY VOTING" ,8 ,
"100-PEBBLE HILLS ELEMENTARY" ,20 ,"RAILROAD COMMISSIONER" ,20 ,"CHRISTI CRADDICK" ,"REP" ,"PAPER EARLY" ,0 ,
"100-PEBBLE HILLS ELEMENTARY" ,20 ,"RAILROAD COMMISSIONER" ,20 ,"CHRISTI CRADDICK" ,"REP" ,"Total" ,31 ,
"100-PEBBLE HILLS ELEMENTARY" ,30 ,"RAILROAD COMMISSIONER" ,10 ,"GREG PARKER" ,"REP" ,"ELECTION DAY" ,10 ,
"100-PEBBLE HILLS ELEMENTARY" ,30 ,"RAILROAD COMMISSIONER" ,10 ,"GREG PARKER" ,"REP" ,"PAPER EDAY" ,0 ,
"100-PEBBLE HILLS ELEMENTARY" ,30 ,"RAILROAD COMMISSIONER" ,10 ,"GREG PARKER" ,"REP" ,"EARLY VOTING" ,8 ,
"100-PEBBLE HILLS ELEMENTARY" ,30 ,"RAILROAD COMMISSIONER" ,10 ,"GREG PARKER" ,"REP" ,"PAPER EARLY" ,1 ,
"100-PEBBLE HILLS ELEMENTARY" ,30 ,"RAILROAD COMMISSIONER" ,10 ,"GREG PARKER" ,"REP" ,"Total" ,19 ,
"100-PEBBLE HILLS ELEMENTARY" ,30 ,"RAILROAD COMMISSIONER" ,20 ,"BARRY SMITHERMAN" ,"REP" ,"ELECTION DAY" ,22 ,
"100-PEBBLE HILLS ELEMENTARY" ,30 ,"RAILROAD COMMISSIONER" ,20 ,"BARRY SMITHERMAN" ,"REP" ,"PAPER EDAY" ,0 ,
"100-PEBBLE HILLS ELEMENTARY" ,30 ,"RAILROAD COMMISSIONER" ,20 ,"BARRY SMITHERMAN" ,"REP" ,"EARLY VOTING" ,9 ,
"100-PEBBLE HILLS ELEMENTARY" ,30 ,"RAILROAD COMMISSIONER" ,20 ,"BARRY SMITHERMAN" ,"REP" ,"PAPER EARLY" ,0 ,
"100-PEBBLE HILLS ELEMENTARY" ,30 ,"RAILROAD COMMISSIONER" ,20 ,"BARRY SMITHERMAN" ,"REP" ,"Total" ,31 ,
"100-PEBBLE HILLS ELEMENTARY" ,35 ,"JUSTICE, SUPREME COURT, 4" ,10 ,"DAVID MEDINA" ,"REP" ,"ELECTION DAY" ,20 ,
"100-PEBBLE HILLS ELEMENTARY" ,35 ,"JUSTICE, SUPREME COURT, 4" ,10 ,"DAVID MEDINA" ,"REP" ,"PAPER EDAY" ,0 ,
"100-PEBBLE HILLS ELEMENTARY" ,35 ,"JUSTICE, SUPREME COURT, 4" ,10 ,"DAVID MEDINA" ,"REP" ,"EARLY VOTING" ,5 ,
"100-PEBBLE HILLS ELEMENTARY" ,35 ,"JUSTICE, SUPREME COURT, 4" ,10 ,"DAVID MEDINA" ,"REP" ,"PAPER EARLY" ,1 ,
"100-PEBBLE HILLS ELEMENTARY" ,35 ,"JUSTICE, SUPREME COURT, 4" ,10 ,"DAVID MEDINA" ,"REP" ,"Total" ,26 ,
"100-PEBBLE HILLS ELEMENTARY" ,35 ,"JUSTICE, SUPREME COURT, 4" ,20 ,"JOHN DEVINE" ,"REP" ,"ELECTION DAY" ,13 ,
"100-PEBBLE HILLS ELEMENTARY" ,35 ,"JUSTICE, SUPREME COURT, 4" ,20 ,"JOHN DEVINE" ,"REP" ,"PAPER EDAY" ,0 ,
"100-PEBBLE HILLS ELEMENTARY" ,35 ,"JUSTICE, SUPREME COURT, 4" ,20 ,"JOHN DEVINE" ,"REP" ,"EARLY VOTING" ,12 ,
"100-PEBBLE HILLS ELEMENTARY" ,35 ,"JUSTICE, SUPREME COURT, 4" ,20 ,"JOHN DEVINE" ,"REP" ,"PAPER EARLY" ,0 ,
"100-PEBBLE HILLS ELEMENTARY" ,35 ,"JUSTICE, SUPREME COURT, 4" ,20 ,"JOHN DEVINE" ,"REP" ,"Total" ,25 ,
"100-PEBBLE HILLS ELEMENTARY" ,50 ,"PRECINCT CHAIR 100" ,10 ,"JOSEPH ARTEAGA III" ,"REP" ,"ELECTION DAY" ,14 ,
"100-PEBBLE HILLS ELEMENTARY" ,50 ,"PRECINCT CHAIR 100" ,10 ,"JOSEPH ARTEAGA III" ,"REP" ,"PAPER EDAY" ,0 ,
"100-PEBBLE HILLS ELEMENTARY" ,50 ,"PRECINCT CHAIR 100" ,10 ,"JOSEPH ARTEAGA III" ,"REP" ,"EARLY VOTING" ,6 ,
"100-PEBBLE HILLS ELEMENTARY" ,50 ,"PRECINCT CHAIR 100" ,10 ,"JOSEPH ARTEAGA III" ,"REP" ,"PAPER EARLY" ,1 ,
"100-PEBBLE HILLS ELEMENTARY" ,50 ,"PRECINCT CHAIR 100" ,10 ,"JOSEPH ARTEAGA III" ,"REP" ,"Total" ,21 ,
"100-PEBBLE HILLS ELEMENTARY" ,50 ,"PRECINCT CHAIR 100" ,20 ,"THERESA WELCH-FORDHA" ,"REP" ,"ELECTION DAY" ,16 ,
"100-PEBBLE HILLS ELEMENTARY" ,50 ,"PRECINCT CHAIR 100" ,20 ,"THERESA WELCH-FORDHA" ,"REP" ,"PAPER EDAY" ,0 ,
"100-PEBBLE HILLS ELEMENTARY" ,50 ,"PRECINCT CHAIR 100" ,20 ,"THERESA WELCH-FORDHA" ,"REP" ,"EARLY VOTING" ,11 ,
"100-PEBBLE HILLS ELEMENTARY" ,50 ,"PRECINCT CHAIR 100" ,20 ,"THERESA WELCH-FORDHA" ,"REP" ,"PAPER EARLY" ,0 ,
"100-PEBBLE HILLS ELEMENTARY" ,50 ,"PRECINCT CHAIR 100" ,20 ,"THERESA WELCH-FORDHA" ,"REP" ,"Total" ,27 ,
"100-PEBBLE HILLS ELEMENTARY" ,70 ,"US SENATOR" ,10 ,"PAUL SADLER" ,"DEM" ,"ELECTION DAY" ,13 ,
"100-PEBBLE HILLS ELEMENTARY" ,70 ,"US SENATOR" ,10 ,"PAUL SADLER" ,"DEM" ,"PAPER EDAY" ,0 ,
"100-PEBBLE HILLS ELEMENTARY" ,70 ,"US SENATOR" ,10 ,"PAUL SADLER" ,"DEM" ,"EARLY VOTING" ,26 ,
"100-PEBBLE HILLS ELEMENTARY" ,70 ,"US SENATOR" ,10 ,"PAUL SADLER" ,"DEM" ,"PAPER EARLY" ,0 ,
"100-PEBBLE HILLS ELEMENTARY" ,70 ,"US SENATOR" ,10 ,"PAUL SADLER" ,"DEM" ,"Total" ,39 ,
"100-PEBBLE HILLS ELEMENTARY" ,70 ,"US SENATOR" ,20 ,"GRADY YARBROUGH" ,"DEM" ,"ELECTION DAY" ,17 ,
"100-PEBBLE HILLS ELEMENTARY" ,70 ,"US SENATOR" ,20 ,"GRADY YARBROUGH" ,"DEM" ,"PAPER EDAY" ,0 ,
