id,Political,Election,Election,Total,Total Prvsnls,precinct_number,reg_voters,race_name,candidate_name,party_code,early_votes,election_votes
855,Anderson,,General Election,,,13-14,,Place 7,William Bryan Strange III,Lib,19,6
857,Anderson,,General Election,,,13-14,,"Justice, Supreme Court",Brett Busby,Rep,651,129
858,Anderson,,General Election,,,13-14,,Place 8,Gisela D. Triana,Dem,245,34
859,Anderson,,General Election,,,13-14,,Place 8,Tom Oxford,Lib,19,5
861,Anderson,,General Election,,,13-14,,"Judge, Court of Criminal Appeals, Pl 3",Bert Richardson,Rep,655,131
862,Anderson,,General Election,,,13-14,, ,Elizabeth Davis Frizell,Dem,256,37
864,Anderson,,General Election,,,13-14,,"Judge, Court of Criminal Appeals, Pl 4",Kevin Patrick Yeary,Rep,660,130
865,Anderson,,General Election,,,13-14,, ,Tina Clinton,Dem,253,37
867,Anderson,,General Election,,,13-14,,"Judge, Court of Criminal Appleals,Pl 9",David Newell,Rep,664,130
868,Anderson,,General Election,,,13-14,,"Judge, Court of Criminal Appleals,Pl 9",Brandon Birmingham,Dem,241,36
870,Anderson,,General Election,,,13-14,,"State Board of Education, District 9",Kevin M. Ellis,Rep,650,127
871,Anderson,,General Election,,,13-14,,"State Board of Education, District 9",Brenda Davis,Dem,264,41
873,Anderson,,General Election,,,13-14,,"State Rep, District 8",Cody Harris,Rep,728,145
874,Anderson,,General Election,,,13-14,,"State Rep, District 8",R. Edwin Adams,Lib,166,21
876,Anderson,,General Election,,,13-14,,"Chief Justice,12 Crt of App District",Jim Worthen,Rep,788,151
878,Anderson,,General Election,,,13-14,,"District Judge, 3rd Judicial District",Mark A. Calhoon,Rep,792,153
880,Anderson,,General Election,,,13-14,,"District Judge, 349th Judicial District",Pam Foster Fletcher,Rep,774,151
882,Anderson,,General Election,,,13-14,,Sheriff,Rudy Flores,Rep,816,153
884,Anderson,,General Election,,,13-14,,Tax Assessor Collector,Margie H. Grissom,Rep,786,150
886,Anderson,,General Election,,,13-14,,Commissioner Pct 3,Kenneth Dickson,Rep,788,152
888,Anderson,,General Election,,,13-14,,Constable Pct 3,Kim Dickson-Holiday,Rep,7936,153
890,Anderson,11/3/20,General Election,0,0,15,929,President,Donald J. Trump / Mike Pence,Rep,443,135
891,Anderson,,General Election,,,15,,President,Joseph R. Biden / Kamala D. Harris,Dem,66,13
892,Anderson,,General Election,,,15,,President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Lib,2,0
893,Anderson,,General Election,,,15,,President,Howie Hawkins / Angela Walker,Grn,1,0
895,Anderson,,General Election,,,15,,President,President R. Boddie/Eric C. Stoneham,,0,0
896,Anderson,,General Election,,,15,,President,Brian Carroll/Amar Patel,,1,0
897,Anderson,,General Election,,,15,,President,Todd Cella/Tim Cella,,0,0
898,Anderson,,General Election,,,15,,President,Jesse Cuellar/Jimmy Monreal,,0,0
899,Anderson,,General Election,,,15,,President,Tom Hoefling/Andy Prior,,0,0
900,Anderson,,General Election,,,15,,President,Gloria La Riva/Leonard Peltier,,0,0
901,Anderson,,General Election,,,15,,President,Abram Loeb/Jennifer Jairala,,0,0
902,Anderson,,General Election,,,15,,President,Robert Morrow/Anne Beckett,,0,0
903,Anderson,,General Election,,,15,,President,Kasey Wells/Rachel Wells,,0,0
905,Anderson,,General Election,,,15,,United States Senator,John Coryn,Rep,440,133
906,Anderson,,General Election,,,15,,United States Senator,"Mary ""MJ"" Hegar",Dem,61,11
907,Anderson,,General Election,,,15,,United States Senator,Kerry Douglas Mckennon,Lib,8,0
908,Anderson,,General Election,,,15,,United States Senator,David B. Collins,Grn,1,0
910,Anderson,,General Election,,,15,,United States Senator,Ricardo Turullols-Bonilla,,,
912,Anderson,,General Election,,,15,,U.S.Rep Dist 5,Lance Gooden,Rep,436,136
913,Anderson,,General Election,,,15,,U.S.Rep Dist 5,Carolyn Salter,Dem,66,12
914,Anderson,,General Election,,,15,,U.S.Rep Dist 5,Kevin A. Hale,Lib,9,0
916,Anderson,,General Election,,,15,,Railroad Commissioner,"James ""Jim"" Wright",Rep,735,131
917,Anderson,,General Election,,,15,,Railroad Commissioner,Chrysta Castaneda,Dem,66,13
918,Anderson,,General Election,,,15,,Railroad Commissioner,Matt Sterett,Lib,5,2
919,Anderson,,General Election,,,15,,Railroad Commissioner,"Katija ""Kat"" Gruene",Grn,4,0
921,Anderson,,General Election,,,15,,"Chief Justice, Supreme Court",Nathan Hecht,Rep,435,132
922,Anderson,,General Election,,,15,,"Chief Justice, Supreme Court",Amy Clark Meachum,Dem,63,12
923,Anderson,,General Election,,,15,,"Chief Justice, Supreme Court",Mark Ash,Lib,9,1
925,Anderson,,General Election,,,15,,"Justice, Supreme Court",Jane Bland,Rep,444,130
926,Anderson,,General Election,,,15,,Place 6,Kathy Cheng,Dem,63,12
928,Anderson,,General Election,,,15,,"Justice, Supreme Court",Jeff Boyd,Rep,435,131
929,Anderson,,General Election,,,15,,Place 7,Staci Williams,Dem,65,11
930,Anderson,,General Election,,,15,,Place 7,William Bryan Strange III,Lib,6,2
932,Anderson,,General Election,,,15,,"Justice, Supreme Court",Brett Busby,Rep,436,132
933,Anderson,,General Election,,,15,,Place 8,Gisela D. Triana,Dem,59,12
934,Anderson,,General Election,,,15,,Place 8,Tom Oxford,Lib,12,0
936,Anderson,,General Election,,,15,,"Judge, Court of Criminal Appeals, Pl 3",Bert Richardson,Rep,444,130
937,Anderson,,General Election,,,15,, ,Elizabeth Davis Frizell,Dem,64,13
939,Anderson,,General Election,,,15,,"Judge, Court of Criminal Appeals, Pl 4",Kevin Patrick Yeary,Rep,436,129
940,Anderson,,General Election,,,15,, ,Tina Clinton,Dem,67,13
942,Anderson,,General Election,,,15,,"Judge, Court of Criminal Appleals,Pl 9",David Newell,Rep,443,130
943,Anderson,,General Election,,,15,,"Judge, Court of Criminal Appleals,Pl 9",Brandon Birmingham,Dem,65,13
945,Anderson,,General Election,,,15,,"State Board of Education, District 9",Kevin M. Ellis,Rep,441,132
946,Anderson,,General Election,,,15,,"State Board of Education, District 9",Brenda Davis,Dem,67,12
948,Anderson,,General Election,,,15,,"State Rep, District 8",Cody Harris,Rep,453,136
949,Anderson,,General Election,,,15,,"State Rep, District 8",R. Edwin Adams,Lib,48,11
951,Anderson,,General Election,,,15,,"Chief Justice,12 Crt of App District",Jim Worthen,Rep,462,136
953,Anderson,,General Election,,,15,,"District Judge, 3rd Judicial District",Mark A. Calhoon,Rep,465,134
955,Anderson,,General Election,,,15,,"District Judge, 349th Judicial District",Pam Foster Fletcher,Rep,464,140
957,Anderson,,General Election,,,15,,Sheriff,Rudy Flores,Rep,470,142
959,Anderson,,General Election,,,15,,Tax Assessor Collector,Margie H. Grissom,Rep,459,136
961,Anderson,,General Election,,,15,,Commissioner Pct 3,Kenneth Dickson,Rep,465,133
963,Anderson,,General Election,,,15,,Constable Pct 3,Kim Dickson-Holiday,Rep,453,136
964,Anderson,11/3/20,General Election,1,1,16,863,President,Donald J. Trump / Mike Pence,Rep,300,219
965,Anderson,,General Election,,,16,,President,Joseph R. Biden / Kamala D. Harris,Dem,89,17
966,Anderson,,General Election,,,16,,President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Lib,4,0
967,Anderson,,General Election,,,16,,President,Howie Hawkins / Angela Walker,Grn,2,0
969,Anderson,,General Election,,,16,,President,President R. Boddie/Eric C. Stoneham,,0,0
970,Anderson,,General Election,,,16,,President,Brian Carroll/Amar Patel,,0,0
971,Anderson,,General Election,,,16,,President,Todd Cella/Tim Cella,,0,0
972,Anderson,,General Election,,,16,,President,Jesse Cuellar/Jimmy Monreal,,0,0
973,Anderson,,General Election,,,16,,President,Tom Hoefling/Andy Prior,,0,0
974,Anderson,,General Election,,,16,,President,Gloria La Riva/Leonard Peltier,,0,0
975,Anderson,,General Election,,,16,,President,Abram Loeb/Jennifer Jairala,,0,0
976,Anderson,,General Election,,,16,,President,Robert Morrow/Anne Beckett,,0,0
977,Anderson,,General Election,,,16,,President,Kasey Wells/Rachel Wells,,0,0
979,Anderson,,General Election,,,16,,United States Senator,John Coryn,Rep,299,212
980,Anderson,,General Election,,,16,,United States Senator,"Mary ""MJ"" Hegar",Dem,87,18
981,Anderson,,General Election,,,16,,United States Senator,Kerry Douglas Mckennon,Lib,7,4
982,Anderson,,General Election,,,16,,United States Senator,David B. Collins,Grn,0,1
984,Anderson,,General Election,,,16,,United States Senator,Ricardo Turullols-Bonilla,,,
986,Anderson,,General Election,,,16,,U.S.Rep Dist 5,Lance Gooden,Rep,297,214
987,Anderson,,General Election,,,16,,U.S.Rep Dist 5,Carolyn Salter,Dem,87,15
988,Anderson,,General Election,,,16,,U.S.Rep Dist 5,Kevin A. Hale,Lib,9,7
990,Anderson,,General Election,,,16,,Railroad Commissioner,"James ""Jim"" Wright",Rep,298,212
991,Anderson,,General Election,,,16,,Railroad Commissioner,Chrysta Castaneda,Dem,89,17
992,Anderson,,General Election,,,16,,Railroad Commissioner,Matt Sterett,Lib,6,4
993,Anderson,,General Election,,,16,,Railroad Commissioner,"Katija ""Kat"" Gruene",Grn,0,0
995,Anderson,,General Election,,,16,,"Chief Justice, Supreme Court",Nathan Hecht,Rep,292,209
996,Anderson,,General Election,,,16,,"Chief Justice, Supreme Court",Amy Clark Meachum,Dem,91,19
997,Anderson,,General Election,,,16,,"Chief Justice, Supreme Court",Mark Ash,Lib,8,5
999,Anderson,,General Election,,,16,,"Justice, Supreme Court",Jane Bland,Rep,303,212
1000,Anderson,,General Election,,,16,,Place 6,Kathy Cheng,Dem,87,19
1002,Anderson,,General Election,,,16,,"Justice, Supreme Court",Jeff Boyd,Rep,300,211
1003,Anderson,,General Election,,,16,,Place 7,Staci Williams,Dem,85,18
1004,Anderson,,General Election,,,16,,Place 7,William Bryan Strange III,Lib,7,3
1006,Anderson,,General Election,,,16,,"Justice, Supreme Court",Brett Busby,Rep,297,210
1007,Anderson,,General Election,,,16,,Place 8,Gisela D. Triana,Dem,85,18
1008,Anderson,,General Election,,,16,,Place 8,Tom Oxford,Lib,10,4
1010,Anderson,,General Election,,,16,,"Judge, Court of Criminal Appeals, Pl 3",Bert Richardson,Rep,304,213
1011,Anderson,,General Election,,,16,, ,Elizabeth Davis Frizell,Dem,89,20
1013,Anderson,,General Election,,,16,,"Judge, Court of Criminal Appeals, Pl 4",Kevin Patrick Yeary,Rep,302,211
1014,Anderson,,General Election,,,16,, ,Tina Clinton,Dem,89,20
1016,Anderson,,General Election,,,16,,"Judge, Court of Criminal Appleals,Pl 9",David Newell,Rep,302,213
1017,Anderson,,General Election,,,16,,"Judge, Court of Criminal Appleals,Pl 9",Brandon Birmingham,Dem,91,20
1019,Anderson,,General Election,,,16,,"State Board of Education, District 9",Kevin M. Ellis,Rep,300,215
1020,Anderson,,General Election,,,16,,"State Board of Education, District 9",Brenda Davis,Dem,94,18
1022,Anderson,,General Election,,,16,,"State Rep, District 8",Cody Harris,Rep,321,216
1023,Anderson,,General Election,,,16,,"State Rep, District 8",R. Edwin Adams,Lib,58,15
1025,Anderson,,General Election,,,16,,"Chief Justice,12 Crt of App District",Jim Worthen,Rep,338,212
1027,Anderson,,General Election,,,16,,"District Judge, 3rd Judicial District",Mark A. Calhoon,Rep,337,213
1029,Anderson,,General Election,,,16,,"District Judge, 349th Judicial District",Pam Foster Fletcher,Rep,337,213
1031,Anderson,,General Election,,,16,,Sheriff,Rudy Flores,Rep,348,219
1033,Anderson,,General Election,,,16,,Tax Assessor Collector,Margie H. Grissom,Rep,337,208
1035,Anderson,,General Election,,,16,,Commissioner Pct 3,Kenneth Dickson,Rep,336,213
1037,Anderson,,General Election,,,16,,Constable Pct 3,Kim Dickson-Holiday,Rep,336,202
1039,Anderson,11/3/20,General Election,4,2,17,861,President,Donald J. Trump / Mike Pence,Rep,396,93
1040,Anderson,,General Election,,,17,,President,Joseph R. Biden / Kamala D. Harris,Dem,107,20
1041,Anderson,,General Election,,,17,,President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Lib,5,0
1042,Anderson,,General Election,,,17,,President,Howie Hawkins / Angela Walker,Grn,2,0
1044,Anderson,,General Election,,,17,,President,President R. Boddie/Eric C. Stoneham,,0,0
1045,Anderson,,General Election,,,17,,President,Brian Carroll/Amar Patel,,0,0
1046,Anderson,,General Election,,,17,,President,Todd Cella/Tim Cella,,0,0
1047,Anderson,,General Election,,,17,,President,Jesse Cuellar/Jimmy Monreal,,0,0
1048,Anderson,,General Election,,,17,,President,Tom Hoefling/Andy Prior,,0,0
1049,Anderson,,General Election,,,17,,President,Gloria La Riva/Leonard Peltier,,0,0
1050,Anderson,,General Election,,,17,,President,Abram Loeb/Jennifer Jairala,,0,0
1051,Anderson,,General Election,,,17,,President,Robert Morrow/Anne Beckett,,0,0
1052,Anderson,,General Election,,,17,,President,Kasey Wells/Rachel Wells,,0,0
1054,Anderson,,General Election,,,17,,United States Senator,John Coryn,Rep,385,89
1055,Anderson,,General Election,,,17,,United States Senator,"Mary ""MJ"" Hegar",Dem,107,22
1056,Anderson,,General Election,,,17,,United States Senator,Kerry Douglas Mckennon,Lib,6,2
1057,Anderson,,General Election,,,17,,United States Senator,David B. Collins,Grn,2,0
1059,Anderson,,General Election,,,17,,United States Senator,Ricardo Turullols-Bonilla,,,
1061,Anderson,,General Election,,,17,,U.S.Rep Dist 5,Lance Gooden,Rep,362,88
1062,Anderson,,General Election,,,17,,U.S.Rep Dist 5,Carolyn Salter,Dem,111,22
1063,Anderson,,General Election,,,17,,U.S.Rep Dist 5,Kevin A. Hale,Lib,8,2
1065,Anderson,,General Election,,,17,,Railroad Commissioner,"James ""Jim"" Wright",Rep,385,83
1066,Anderson,,General Election,,,17,,Railroad Commissioner,Chrysta Castaneda,Dem,104,23
1067,Anderson,,General Election,,,17,,Railroad Commissioner,Matt Sterett,Lib,5,3
1068,Anderson,,General Election,,,17,,Railroad Commissioner,"Katija ""Kat"" Gruene",Grn,3,0
1070,Anderson,,General Election,,,17,,"Chief Justice, Supreme Court",Nathan Hecht,Rep,375,87
1071,Anderson,,General Election,,,17,,"Chief Justice, Supreme Court",Amy Clark Meachum,Dem,112,20
1072,Anderson,,General Election,,,17,,"Chief Justice, Supreme Court",Mark Ash,Lib,6,2
1074,Anderson,,General Election,,,17,,"Justice, Supreme Court",Jane Bland,Rep,387,88
1075,Anderson,,General Election,,,17,,Place 6,Kathy Cheng,Dem,108,20
1077,Anderson,,General Election,,,17,,"Justice, Supreme Court",Jeff Boyd,Rep,385,85
1078,Anderson,,General Election,,,17,,Place 7,Staci Williams,Dem,103,20
1079,Anderson,,General Election,,,17,,Place 7,William Bryan Strange III,Lib,7,2
1081,Anderson,,General Election,,,17,,"Justice, Supreme Court",Brett Busby,Rep,384,88
1082,Anderson,,General Election,,,17,,Place 8,Gisela D. Triana,Dem,105,20
1083,Anderson,,General Election,,,17,,Place 8,Tom Oxford,Lib,6,1
1085,Anderson,,General Election,,,17,,"Judge, Court of Criminal Appeals, Pl 3",Bert Richardson,Rep,379,87
1086,Anderson,,General Election,,,17,, ,Elizabeth Davis Frizell,Dem,108,21
1088,Anderson,,General Election,,,17,,"Judge, Court of Criminal Appeals, Pl 4",Kevin Patrick Yeary,Rep,379,88
1089,Anderson,,General Election,,,17,, ,Tina Clinton,Dem,109,20
1091,Anderson,,General Election,,,17,,"Judge, Court of Criminal Appleals,Pl 9",David Newell,Rep,376,87
1092,Anderson,,General Election,,,17,,"Judge, Court of Criminal Appleals,Pl 9",Brandon Birmingham,Dem,108,21
1094,Anderson,,General Election,,,17,,"State Board of Education, District 9",Kevin M. Ellis,Rep,354,87
1095,Anderson,,General Election,,,17,,"State Board of Education, District 9",Brenda Davis,Dem,113,21
1097,Anderson,,General Election,,,17,,"State Rep, District 8",Cody Harris,Rep,366,96
1098,Anderson,,General Election,,,17,,"State Rep, District 8",R. Edwin Adams,Lib,62,13
1100,Anderson,,General Election,,,17,,"Chief Justice,12 Crt of App District",Jim Worthen,Rep,387,99
1102,Anderson,,General Election,,,17,,"District Judge, 3rd Judicial District",Mark A. Calhoon,Rep,387,103
1104,Anderson,,General Election,,,17,,"District Judge, 349th Judicial District",Pam Foster Fletcher,Rep,383,102
1106,Anderson,,General Election,,,17,,Sheriff,Rudy Flores,Rep,391,105
1108,Anderson,,General Election,,,17,,Tax Assessor Collector,Margie H. Grissom,Rep,381,99
1110,Anderson,,General Election,,,17,,Commissioner Pct 3,Kenneth Dickson,Rep,378,101
1112,Anderson,,General Election,,,17,,Constable Pct 3,Kim Dickson-Holiday,Rep,375,100
1114,Anderson,11/3/20,General Election,16,2,18,2109,President,Donald J. Trump / Mike Pence,Rep,724,487
1115,Anderson,,General Election,,,18,,President,Joseph R. Biden / Kamala D. Harris,Dem,148,67
1116,Anderson,,General Election,,,18,,President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Lib,8,3
1117,Anderson,,General Election,,,18,,President,Howie Hawkins / Angela Walker,Grn,1,0
1119,Anderson,,General Election,,,18,,President,President R. Boddie/Eric C. Stoneham,,0,0
1120,Anderson,,General Election,,,18,,President,Brian Carroll/Amar Patel,,0,0
1121,Anderson,,General Election,,,18,,President,Todd Cella/Tim Cella,,0,0
1122,Anderson,,General Election,,,18,,President,Jesse Cuellar/Jimmy Monreal,,0,0
1123,Anderson,,General Election,,,18,,President,Tom Hoefling/Andy Prior,,0,0
1124,Anderson,,General Election,,,18,,President,Gloria La Riva/Leonard Peltier,,0,0
1125,Anderson,,General Election,,,18,,President,Abram Loeb/Jennifer Jairala,,0,0
1126,Anderson,,General Election,,,18,,President,Robert Morrow/Anne Beckett,,0,0
1127,Anderson,,General Election,,,18,,President,Kasey Wells/Rachel Wells,,0,0
1129,Anderson,,General Election,,,18,,United States Senator,John Coryn,Rep,725,481
1130,Anderson,,General Election,,,18,,United States Senator,"Mary ""MJ"" Hegar",Dem,142,71
1131,Anderson,,General Election,,,18,,United States Senator,Kerry Douglas Mckennon,Lib,9,4
1132,Anderson,,General Election,,,18,,United States Senator,David B. Collins,Grn,3,1
1134,Anderson,,General Election,,,18,,United States Senator,Ricardo Turullols-Bonilla,,,
1136,Anderson,,General Election,,,18,,U.S.Rep Dist 5,Lance Gooden,Rep,726,477
1137,Anderson,,General Election,,,18,,U.S.Rep Dist 5,Carolyn Salter,Dem,144,72
1138,Anderson,,General Election,,,18,,U.S.Rep Dist 5,Kevin A. Hale,Lib,8,7
1140,Anderson,,General Election,,,18,,Railroad Commissioner,"James ""Jim"" Wright",Rep,723,478
1141,Anderson,,General Election,,,18,,Railroad Commissioner,Chrysta Castaneda,Dem,135,67
1142,Anderson,,General Election,,,18,,Railroad Commissioner,Matt Sterett,Lib,13,10
1143,Anderson,,General Election,,,18,,Railroad Commissioner,"Katija ""Kat"" Gruene",Grn,6,1
1145,Anderson,,General Election,,,18,,"Chief Justice, Supreme Court",Nathan Hecht,Rep,716,469
1146,Anderson,,General Election,,,18,,"Chief Justice, Supreme Court",Amy Clark Meachum,Dem,150,72
1147,Anderson,,General Election,,,18,,"Chief Justice, Supreme Court",Mark Ash,Lib,8,10
1149,Anderson,,General Election,,,18,,"Justice, Supreme Court",Jane Bland,Rep,730,481
1150,Anderson,,General Election,,,18,,Place 6,Kathy Cheng,Dem,139,72
1152,Anderson,,General Election,,,18,,"Justice, Supreme Court",Jeff Boyd,Rep,719,478
1153,Anderson,,General Election,,,18,,Place 7,Staci Williams,Dem,144,70
1154,Anderson,,General Election,,,18,,Place 7,William Bryan Strange III,Lib,10,10
1156,Anderson,,General Election,,,18,,"Justice, Supreme Court",Brett Busby,Rep,723,480
1157,Anderson,,General Election,,,18,,Place 8,Gisela D. Triana,Dem,138,6
1158,Anderson,,General Election,,,18,,Place 8,Tom Oxford,Lib,12,9
1160,Anderson,,General Election,,,18,,"Judge, Court of Criminal Appeals, Pl 3",Bert Richardson,Rep,717,477
1161,Anderson,,General Election,,,18,, ,Elizabeth Davis Frizell,Dem,156,76
1163,Anderson,,General Election,,,18,,"Judge, Court of Criminal Appeals, Pl 4",Kevin Patrick Yeary,Rep,719,480
1164,Anderson,,General Election,,,18,, ,Tina Clinton,Dem,151,71
1166,Anderson,,General Election,,,18,,"Judge, Court of Criminal Appleals,Pl 9",David Newell,Rep,724,481
1167,Anderson,,General Election,,,18,,"Judge, Court of Criminal Appleals,Pl 9",Brandon Birmingham,Dem,147,72
1169,Anderson,,General Election,,,18,,"State Board of Education, District 9",Kevin M. Ellis,Rep,712,475
1170,Anderson,,General Election,,,18,,"State Board of Education, District 9",Brenda Davis,Dem,163,77
1172,Anderson,,General Election,,,18,,"State Rep, District 8",Cody Harris,Rep,767,496
1173,Anderson,,General Election,,,18,,"State Rep, District 8",R. Edwin Adams,Lib,81,49
1175,Anderson,,General Election,,,18,,"Chief Justice,12 Crt of App District",Jim Worthen,Rep,781,513
1177,Anderson,,General Election,,,18,,"District Judge, 3rd Judicial District",Mark A. Calhoon,Rep,772,509
1179,Anderson,,General Election,,,18,,"District Judge, 349th Judicial District",Pam Foster Fletcher,Rep,775,505
1181,Anderson,,General Election,,,18,,Sheriff,Rudy Flores,Rep,797,521
1183,Anderson,,General Election,,,18,,Tax Assessor Collector,Margie H. Grissom,Rep,793,512
1185,Anderson,,General Election,,,18,,Commissioner Pct 3,Kenneth Dickson,Rep,778,519
1187,Anderson,,General Election,,,18,,Constable Pct 3,Kim Dickson-Holiday,Rep,785,520
1189,Anderson,11/3/20,General Election,6,2,19,2302,President,Donald J. Trump / Mike Pence,Rep,881,237
1190,Anderson,,General Election,,,19,,President,Joseph R. Biden / Kamala D. Harris,Dem,283,63
1191,Anderson,,General Election,,,19,,President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Lib,11,4
1192,Anderson,,General Election,,,19,,President,Howie Hawkins / Angela Walker,Grn,1,0
1194,Anderson,,General Election,,,19,,President,President R. Boddie/Eric C. Stoneham,,0,0
1195,Anderson,,General Election,,,19,,President,Brian Carroll/Amar Patel,,1,0
1196,Anderson,,General Election,,,19,,President,Todd Cella/Tim Cella,,0,0
1197,Anderson,,General Election,,,19,,President,Jesse Cuellar/Jimmy Monreal,,0,0
1198,Anderson,,General Election,,,19,,President,Tom Hoefling/Andy Prior,,0,0
1199,Anderson,,General Election,,,19,,President,Gloria La Riva/Leonard Peltier,,0,0
1200,Anderson,,General Election,,,19,,President,Abram Loeb/Jennifer Jairala,,0,0
1201,Anderson,,General Election,,,19,,President,Robert Morrow/Anne Beckett,,0,0
1202,Anderson,,General Election,,,19,,President,Kasey Wells/Rachel Wells,,0,0
1204,Anderson,,General Election,,,19,,United States Senator,John Coryn,Rep,867,224
1205,Anderson,,General Election,,,19,,United States Senator,"Mary ""MJ"" Hegar",Dem,283,62
1206,Anderson,,General Election,,,19,,United States Senator,Kerry Douglas Mckennon,Lib,12,8
1207,Anderson,,General Election,,,19,,United States Senator,David B. Collins,Grn,5,4
1209,Anderson,,General Election,,,19,,United States Senator,Ricardo Turullols-Bonilla,,,
1211,Anderson,,General Election,,,19,,U.S.Rep Dist 5,Lance Gooden,Rep,862,225
1212,Anderson,,General Election,,,19,,U.S.Rep Dist 5,Carolyn Salter,Dem,292,67
1213,Anderson,,General Election,,,19,,U.S.Rep Dist 5,Kevin A. Hale,Lib,12,6
1215,Anderson,,General Election,,,19,,Railroad Commissioner,"James ""Jim"" Wright",Rep,863,226
1216,Anderson,,General Election,,,19,,Railroad Commissioner,Chrysta Castaneda,Dem,265,61
1217,Anderson,,General Election,,,19,,Railroad Commissioner,Matt Sterett,Lib,21,5
1218,Anderson,,General Election,,,19,,Railroad Commissioner,"Katija ""Kat"" Gruene",Grn,5,1
1220,Anderson,,General Election,,,19,,"Chief Justice, Supreme Court",Nathan Hecht,Rep,857,222
1221,Anderson,,General Election,,,19,,"Chief Justice, Supreme Court",Amy Clark Meachum,Dem,273,61
1222,Anderson,,General Election,,,19,,"Chief Justice, Supreme Court",Mark Ash,Lib,19,7
1224,Anderson,,General Election,,,19,,"Justice, Supreme Court",Jane Bland,Rep,877,223
1225,Anderson,,General Election,,,19,,Place 6,Kathy Cheng,Dem,274,64
1227,Anderson,,General Election,,,19,,"Justice, Supreme Court",Jeff Boyd,Rep,864,222
1228,Anderson,,General Election,,,19,,Place 7,Staci Williams,Dem,271,59
1229,Anderson,,General Election,,,19,,Place 7,William Bryan Strange III,Lib,19,8
1231,Anderson,,General Election,,,19,,"Justice, Supreme Court",Brett Busby,Rep,864,221
1232,Anderson,,General Election,,,19,,Place 8,Gisela D. Triana,Dem,265,67
1233,Anderson,,General Election,,,19,,Place 8,Tom Oxford,Lib,26,7
1235,Anderson,,General Election,,,19,,"Judge, Court of Criminal Appeals, Pl 3",Bert Richardson,Rep,867,228
1236,Anderson,,General Election,,,19,, ,Elizabeth Davis Frizell,Dem,285,65
1238,Anderson,,General Election,,,19,,"Judge, Court of Criminal Appeals, Pl 4",Kevin Patrick Yeary,Rep,873,227
1239,Anderson,,General Election,,,19,, ,Tina Clinton,Dem,281,61
1241,Anderson,,General Election,,,19,,"Judge, Court of Criminal Appleals,Pl 9",David Newell,Rep,873,232
1242,Anderson,,General Election,,,19,,"Judge, Court of Criminal Appleals,Pl 9",Brandon Birmingham,Dem,280,58
1244,Anderson,,General Election,,,19,,"State Board of Education, District 9",Kevin M. Ellis,Rep,864,225
1245,Anderson,,General Election,,,19,,"State Board of Education, District 9",Brenda Davis,Dem,293,67
1247,Anderson,,General Election,,,19,,"State Rep, District 8",Cody Harris,Rep,954,250
1248,Anderson,,General Election,,,19,,"State Rep, District 8",R. Edwin Adams,Lib,166,38
1250,Anderson,,General Election,,,19,,"Chief Justice,12 Crt of App District",Jim Worthen,Rep,1009,262
1252,Anderson,,General Election,,,19,,"District Judge, 3rd Judicial District",Mark A. Calhoon,Rep,1016,266
1254,Anderson,,General Election,,,19,,"District Judge, 349th Judicial District",Pam Foster Fletcher,Rep,1014,266
1256,Anderson,,General Election,,,19,,Sheriff,Rudy Flores,Rep,1037,273
1258,Anderson,,General Election,,,19,,Tax Assessor Collector,Margie H. Grissom,Rep,1008,260
1260,Anderson,,General Election,,,19,,Constable Pct 4,James Muniz,Rep,1012,268
1261,Anderson,11/3/20,General Election,2,0,20,1188,President,Donald J. Trump / Mike Pence,Rep,481,70
1262,Anderson,,General Election,,,20,,President,Joseph R. Biden / Kamala D. Harris,Dem,141,39
1263,Anderson,,General Election,,,20,,President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Lib,6,5
1264,Anderson,,General Election,,,20,,President,Howie Hawkins / Angela Walker,Grn,3,0
1266,Anderson,,General Election,,,20,,President,President R. Boddie/Eric C. Stoneham,,0,0
1267,Anderson,,General Election,,,20,,President,Brian Carroll/Amar Patel,,0,0
1268,Anderson,,General Election,,,20,,President,Todd Cella/Tim Cella,,0,0
1269,Anderson,,General Election,,,20,,President,Jesse Cuellar/Jimmy Monreal,,0,0
1270,Anderson,,General Election,,,20,,President,Tom Hoefling/Andy Prior,,0,0
1271,Anderson,,General Election,,,20,,President,Gloria La Riva/Leonard Peltier,,0,0
1272,Anderson,,General Election,,,20,,President,Abram Loeb/Jennifer Jairala,,0,0
1273,Anderson,,General Election,,,20,,President,Robert Morrow/Anne Beckett,,0,0
1274,Anderson,,General Election,,,20,,President,Kasey Wells/Rachel Wells,,0,0
1276,Anderson,,General Election,,,20,,United States Senator,John Coryn,Rep,476,75
1277,Anderson,,General Election,,,20,,United States Senator,"Mary ""MJ"" Hegar",Dem,135,31
1278,Anderson,,General Election,,,20,,United States Senator,Kerry Douglas Mckennon,Lib,9,5
1279,Anderson,,General Election,,,20,,United States Senator,David B. Collins,Grn,7,2
1281,Anderson,,General Election,,,20,,United States Senator,Ricardo Turullols-Bonilla,,,
