Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
06 Warrenton,,,,,,
"Chief Justice, 3rd Ct of App Dist",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Jeff Rose,296,81.10%,23,,193,80
DEM Darlene Byrne,69,18.90%,16,,31,22
Total Votes Cast,365,100.00%,39,,224,102
County Attorney,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
DEM Peggy S. Supak,276,100.00%,29,,171,76
Total Votes Cast,276,100.00%,29,,171,76
Sheriff,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Keith Korenek,344,100.00%,35,,214,95
Total Votes Cast,344,100.00%,35,,214,95
County Tax Assessor-Collector,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Rosalinda G. Adamcik,313,100.00%,26,,205,82
Total Votes Cast,313,100.00%,26,,205,82
Constable Pct 2,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Roger Wunderlich,340,100.00%,32,,213,95
Total Votes Cast,340,100.00%,32,,213,95
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
06 Warrenton,,,,,,
Director Place 1 CCWCID,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
Martin E. (Marty) Janczak,116,34.42%,11,,68,37
Gary Weishuhn,221,65.58%,26,,138,57
Total Votes Cast,337,100.00%,37,,206,94
Director Place 3 CCWCID,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
Max R. Baranowski Jr.,321,100.00%,32,,204,85
Total Votes Cast,321,100.00%,32,,204,85
Director Place 5 CCWCID,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
Kevin M. Ullrich,316,100.00%,32,,201,83
Total Votes Cast,316,100.00%,32,,201,83
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
07 Round Top,,,,,,
President / Vice-President,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Donald J. Trump / Michael R. Pence,401,82.14%,43,,191,167
DEM Joseph R. Biden / Kamala D.Harris,84,17.04%,19,,46,19
"LIB Jo Jorgensen / Jeremy ""Spike"" Cohen",2,0.41%,0,,0,2
GRN Howie Hawkins / Angela Walker,2,0.41%,0,,1,1
Write-In Totals,0,0.00%,0,,0,0
Total Votes Cast,489,100.00%,62,,238,189
US Senator,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP John Cornyn,406,83.68%,42,,195,169
"DEM Mary ""MJ"" Hegar",76,15.50%,19,,41,16
LIB Kerry Douglas McKennon,3,0.62%,0,,1,2
GRN David B. Collins,1,0.21%,0,,0,1
Write-In Totals,0,0.00%,0,,0,0
Total Votes Cast,486,100.00%,61,,237,188
"US Representative, Dist 10",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Michael McCaul,409,84.62%,41,,196,172
DEM Mike Siegel,71,14.76%,20,,37,14
LIB Roy Ericksen,3,0.62%,0,,1,2
Total Votes Cast,483,100.00%,61,,234,188
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
07 Round Top,,,,,,
Railroad Commissioner,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
"REP James ""Jim"" Wright",402,83.68%,40,,195,167
DEM Chrysta Castaneda,71,14.85%,20,,37,14
LIB Matt Sterett,7,1.46%,0,,3,4
"GRN Katija ""Kat"" Gruene",0,0.00%,0,,0,0
Total Votes Cast,480,100.00%,60,,235,185
"Chief Justice, Supreme Court",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Nathan Hecht,400,83.09%,40,,196,164
DEM Amy Clark Meachum,77,16.08%,20,,39,18
LIB Mark Ash,4,0.84%,0,,1,3
Total Votes Cast,481,100.00%,60,,236,185
"Justice, Supreme Court, Pl 6",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Jane Bland,401,84.75%,40,,197,164
DEM Kathy Cheng,73,15.25%,20,,39,14
Total Votes Cast,474,100.00%,60,,236,178
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
07 Round Top,,,,,,
"Justice, Supreme Court, Pl 7",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Jeff Boyd,396,82.64%,40,,194,162
DEM Staci Williams,75,15.48%,20,,39,16
LIB William Bryan Strange III,9,1.88%,0,,3,6
Total Votes Cast,480,100.00%,60,,236,184
"Justice, Supreme Court, Pl 8",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Brett Busby,402,83.72%,39,,199,164
DEM Gisela D. Triana,73,15.03%,20,,36,17
LIB Tom Oxford,6,1.25%,0,,2,4
Total Votes Cast,481,100.00%,59,,237,185
"Judge, Ct of Crim App, Pl 3",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Bert Richardson,402,84.42%,40,,195,167
DEM Elizabeth Davis Frizell,74,15.58%,19,,39,16
Total Votes Cast,476,100.00%,59,,234,183
"Judge, Ct of Crim App, Pl 4",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Kevin Patrick Yeary,401,84.75%,38,,201,162
DEM Tina Clinton,72,15.25%,19,,35,18
Total Votes Cast,473,100.00%,57,,236,180
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
07 Round Top,,,,,,
"Judge, Ct of Crim App, Pl 9",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP David Newell,406,85.08%,40,,198,168
DEM Brandon Birmingham,71,14.92%,19,,38,14
Total Votes Cast,477,100.00%,59,,236,182
"Member, State BoE, Dist 10",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Tom Maynard,391,81.93%,40,,191,160
DEM Marsha Burnett-Webster,78,16.39%,20,,41,17
LIB Trip Seibold,8,1.68%,0,,1,7
Total Votes Cast,477,100.00%,60,,233,184
"State Senator, Dist 18",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Lois W. Kolkhorst,422,87.32%,44,,202,176
DEM Michael Antalan,61,12.68%,17,,33,11
Total Votes Cast,483,100.00%,61,,235,187
"State Representative, Dist 13",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Ben Leman,438,100.00%,48,,217,173
Total Votes Cast,438,100.00%,48,,217,173
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
07 Round Top,,,,,,
"Chief Justice, 3rd Ct of App Dist",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Jeff Rose,395,84.01%,40,,194,161
DEM Darlene Byrne,75,15.99%,19,,39,17
Total Votes Cast,470,100.00%,59,,233,178
County Attorney,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
DEM Peggy S. Supak,321,100.00%,44,,171,106
Total Votes Cast,321,100.00%,44,,171,106
Sheriff,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Keith Korenek,450,100.00%,57,,219,174
Total Votes Cast,450,100.00%,57,,219,174
County Tax Assessor-Collector,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Rosalinda G. Adamcik,416,100.00%,41,,212,163
Total Votes Cast,416,100.00%,41,,212,163
Constable Pct 2,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Roger Wunderlich,443,100.00%,53,,216,174
Total Votes Cast,443,100.00%,53,,216,174
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
07 Round Top,,,,,,
Director Place 1 CCWCID,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
Martin E. (Marty) Janczak,138,31.65%,12,,76,50
Gary Weishuhn,298,68.35%,45,,134,119
Total Votes Cast,436,100.00%,57,,210,169
Director Place 3 CCWCID,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
Max R. Baranowski Jr.,420,100.00%,54,,206,160
Total Votes Cast,420,100.00%,54,,206,160
Director Place 5 CCWCID,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
Kevin M. Ullrich,414,100.00%,50,,207,157
Total Votes Cast,414,100.00%,50,,207,157
Mayor Round Top,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
Mark Monroe Massey,54,60.00%,2,,32,20
Barry Bone,36,40.00%,5,,11,20
Total Votes Cast,90,100.00%,7,,43,40
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
07 Round Top,,,,,,
Alderperson Round Top,,,,,,
Vote For 2,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
Frank Hillbolt,70,58.82%,4,,34,32
Lynn W. Conine,49,41.18%,2,,29,18
Total Votes Cast,119,100.00%,6,,63,50
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
08 Carmine,,,,,,
President / Vice-President,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Donald J. Trump / Michael R. Pence,281,85.93%,26,,105,150
DEM Joseph R. Biden / Kamala D.Harris,46,14.07%,20,,16,10
"LIB Jo Jorgensen / Jeremy ""Spike"" Cohen",0,0.00%,0,,0,0
GRN Howie Hawkins / Angela Walker,0,0.00%,0,,0,0
Write-In Totals,0,0.00%,0,,0,0
Total Votes Cast,327,100.00%,46,,121,160
US Senator,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP John Cornyn,277,85.23%,26,,105,146
"DEM Mary ""MJ"" Hegar",45,13.85%,19,,13,13
LIB Kerry Douglas McKennon,2,0.62%,0,,1,1
GRN David B. Collins,1,0.31%,0,,1,0
Write-In Totals,0,0.00%,0,,0,0
Total Votes Cast,325,100.00%,45,,120,160
"US Representative, Dist 10",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Michael McCaul,281,87.00%,26,,105,150
DEM Mike Siegel,41,12.69%,20,,13,8
LIB Roy Ericksen,1,0.31%,0,,1,0
Total Votes Cast,323,100.00%,46,,119,158
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
08 Carmine,,,,,,
Railroad Commissioner,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
"REP James ""Jim"" Wright",275,85.40%,26,,107,142
DEM Chrysta Castaneda,44,13.66%,20,,13,11
LIB Matt Sterett,2,0.62%,0,,1,1
"GRN Katija ""Kat"" Gruene",1,0.31%,0,,0,1
Total Votes Cast,322,100.00%,46,,121,155
"Chief Justice, Supreme Court",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Nathan Hecht,270,84.38%,25,,104,141
DEM Amy Clark Meachum,48,15.00%,21,,15,12
LIB Mark Ash,2,0.62%,0,,1,1
Total Votes Cast,320,100.00%,46,,120,154
"Justice, Supreme Court, Pl 6",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Jane Bland,275,86.48%,25,,107,143
DEM Kathy Cheng,43,13.52%,21,,14,8
Total Votes Cast,318,100.00%,46,,121,151
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
08 Carmine,,,,,,
"Justice, Supreme Court, Pl 7",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Jeff Boyd,275,85.67%,26,,103,146
DEM Staci Williams,43,13.40%,20,,15,8
LIB William Bryan Strange III,3,0.93%,0,,2,1
Total Votes Cast,321,100.00%,46,,120,155
"Justice, Supreme Court, Pl 8",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Brett Busby,276,85.98%,26,,106,144
DEM Gisela D. Triana,42,13.08%,18,,13,11
LIB Tom Oxford,3,0.93%,1,,2,0
Total Votes Cast,321,100.00%,45,,121,155
"Judge, Ct of Crim App, Pl 3",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Bert Richardson,275,85.94%,25,,105,145
DEM Elizabeth Davis Frizell,45,14.06%,20,,16,9
Total Votes Cast,320,100.00%,45,,121,154
"Judge, Ct of Crim App, Pl 4",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Kevin Patrick Yeary,274,86.16%,26,,104,144
DEM Tina Clinton,44,13.84%,19,,16,9
Total Votes Cast,318,100.00%,45,,120,153
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
08 Carmine,,,,,,
"Judge, Ct of Crim App, Pl 9",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP David Newell,275,86.21%,25,,106,144
DEM Brandon Birmingham,44,13.79%,20,,15,9
Total Votes Cast,319,100.00%,45,,121,153
"Member, State BoE, Dist 10",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Tom Maynard,272,84.47%,25,,104,143
DEM Marsha Burnett-Webster,46,14.29%,20,,15,11
LIB Trip Seibold,4,1.24%,1,,2,1
Total Votes Cast,322,100.00%,46,,121,155
"State Senator, Dist 18",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Lois W. Kolkhorst,288,89.44%,25,,110,153
DEM Michael Antalan,34,10.56%,20,,10,4
Total Votes Cast,322,100.00%,45,,120,157
"State Representative, Dist 13",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Ben Leman,298,100.00%,30,,118,150
Total Votes Cast,298,100.00%,30,,118,150
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
08 Carmine,,,,,,
"Chief Justice, 3rd Ct of App Dist",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Jeff Rose,271,85.49%,23,,106,142
DEM Darlene Byrne,46,14.51%,22,,15,9
Total Votes Cast,317,100.00%,45,,121,151
County Attorney,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
DEM Peggy S. Supak,214,100.00%,35,,87,92
Total Votes Cast,214,100.00%,35,,87,92
Sheriff,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Keith Korenek,302,100.00%,32,,119,151
Total Votes Cast,302,100.00%,32,,119,151
County Tax Assessor-Collector,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Rosalinda G. Adamcik,278,100.00%,25,,118,135
Total Votes Cast,278,100.00%,25,,118,135
Constable Pct 2,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Roger Wunderlich,299,100.00%,32,,116,151
Total Votes Cast,299,100.00%,32,,116,151
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
08 Carmine,,,,,,
Director Place 1 CCWCID,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
Martin E. (Marty) Janczak,94,33.57%,8,,45,41
Gary Weishuhn,186,66.43%,24,,65,97
Total Votes Cast,280,100.00%,32,,110,138
Director Place 3 CCWCID,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
Max R. Baranowski Jr.,271,100.00%,32,,109,130
Total Votes Cast,271,100.00%,32,,109,130
Director Place 5 CCWCID,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
Kevin M. Ullrich,265,100.00%,32,,105,128
Total Votes Cast,265,100.00%,32,,105,128
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
09 Nechanitz,,,,,,
President / Vice-President,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Donald J. Trump / Michael R. Pence,179,78.41%,14,,118,47
DEM Joseph R. Biden / Kamala D.Harris,48,21.15%,15,,28,5
"LIB Jo Jorgensen / Jeremy ""Spike"" Cohen",1,0.44%,0,,0,1
GRN Howie Hawkins / Angela Walker,0,0.00%,0,,0,0
Write-In Totals,0,0.00%,0,,0,0
Total Votes Cast,228,100.00%,29,,146,53
US Senator,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP John Cornyn,175,78.38%,14,,116,45
"DEM Mary ""MJ"" Hegar",46,20.72%,15,,25,6
LIB Kerry Douglas McKennon,2,0.90%,0,,2,0
GRN David B. Collins,0,0.00%,0,,0,0
Write-In Totals,0,0.00%,0,,0,0
Total Votes Cast,223,100.00%,29,,143,51
"US Representative, Dist 10",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Michael McCaul,176,78.48%,13,,117,46
DEM Mike Siegel,45,20.18%,15,,24,6
LIB Roy Ericksen,3,1.35%,0,,2,1
Total Votes Cast,224,100.00%,28,,143,53
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
09 Nechanitz,,,,,,
Railroad Commissioner,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
"REP James ""Jim"" Wright",175,79.09%,12,,117,46
DEM Chrysta Castaneda,45,20.45%,14,,26,5
LIB Matt Sterett,1,0.45%,0,,0,1
"GRN Katija ""Kat"" Gruene",0,0.00%,0,,0,0
Total Votes Cast,221,100.00%,26,,143,52
"Chief Justice, Supreme Court",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Nathan Hecht,177,80.00%,12,,121,44
DEM Amy Clark Meachum,42,19.09%,14,,22,6
LIB Mark Ash,2,0.91%,0,,0,2
Total Votes Cast,221,100.00%,26,,143,52
"Justice, Supreme Court, Pl 6",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Jane Bland,178,80.45%,12,,119,47
DEM Kathy Cheng,43,19.55%,14,,23,6
Total Votes Cast,221,100.00%,26,,142,53
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
09 Nechanitz,,,,,,
"Justice, Supreme Court, Pl 7",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Jeff Boyd,178,80.45%,12,,119,47
DEM Staci Williams,41,18.64%,13,,23,5
LIB William Bryan Strange III,2,0.91%,0,,1,1
Total Votes Cast,221,100.00%,25,,143,53
"Justice, Supreme Court, Pl 8",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Brett Busby,176,79.55%,12,,119,45
DEM Gisela D. Triana,42,19.09%,14,,23,5
LIB Tom Oxford,3,1.36%,0,,1,2
Total Votes Cast,221,100.00%,26,,143,52
"Judge, Ct of Crim App, Pl 3",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Bert Richardson,177,80.00%,12,,120,45
DEM Elizabeth Davis Frizell,44,20.00%,14,,23,7
Total Votes Cast,221,100.00%,26,,143,52
"Judge, Ct of Crim App, Pl 4",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Kevin Patrick Yeary,176,79.55%,12,,119,45
DEM Tina Clinton,45,20.45%,14,,24,7
Total Votes Cast,221,100.00%,26,,143,52
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
09 Nechanitz,,,,,,
"Judge, Ct of Crim App, Pl 9",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP David Newell,173,78.90%,12,,117,44
DEM Brandon Birmingham,46,21.10%,14,,25,7
Total Votes Cast,219,100.00%,26,,142,51
"Member, State BoE, Dist 10",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Tom Maynard,175,79.45%,12,,120,43
DEM Marsha Burnett-Webster,42,19.18%,13,,21,8
LIB Trip Seibold,3,1.37%,1,,1,1
Total Votes Cast,220,100.00%,26,,142,52
"State Senator, Dist 18",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Lois W. Kolkhorst,182,81.17%,13,,121,48
DEM Michael Antalan,42,18.83%,15,,23,4
Total Votes Cast,224,100.00%,28,,144,52
"State Representative, Dist 13",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Ben Leman,193,100.00%,13,,134,46
Total Votes Cast,193,100.00%,13,,134,46
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
09 Nechanitz,,,,,,
"Chief Justice, 3rd Ct of App Dist",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Jeff Rose,176,80.37%,11,,121,44
DEM Darlene Byrne,43,19.63%,14,,23,6
Total Votes Cast,219,100.00%,25,,144,50
County Attorney,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
DEM Peggy S. Supak,180,100.00%,21,,122,37
Total Votes Cast,180,100.00%,21,,122,37
Sheriff,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Keith Korenek,205,100.00%,16,,139,50
Total Votes Cast,205,100.00%,16,,139,50
County Tax Assessor-Collector,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Rosalinda G. Adamcik,187,100.00%,13,,130,44
Total Votes Cast,187,100.00%,13,,130,44
Constable Pct 2,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Roger Wunderlich,197,100.00%,15,,137,45
Total Votes Cast,197,100.00%,15,,137,45
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
09 Nechanitz,,,,,,
Director Place 1 CCWCID,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
Martin E. (Marty) Janczak,23,31.51%,3,,14,6
Gary Weishuhn,50,68.49%,5,,31,14
Total Votes Cast,73,100.00%,8,,45,20
Director Place 3 CCWCID,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
Max R. Baranowski Jr.,70,100.00%,8,,41,21
Total Votes Cast,70,100.00%,8,,41,21
Director Place 5 CCWCID,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
Kevin M. Ullrich,70,100.00%,7,,41,22
Total Votes Cast,70,100.00%,7,,41,22
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
10 Warda,,,,,,
President / Vice-President,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Donald J. Trump / Michael R. Pence,425,84.16%,22,,256,147
DEM Joseph R. Biden / Kamala D.Harris,70,13.66%,15,,30,25
"LIB Jo Jorgensen / Jeremy ""Spike"" Cohen",1,0.20%,0,,1,0
GRN Howie Hawkins / Angela Walker,2,0.40%,0,,1,1
Write-In Totals,8,1.58%,0,,8,0
Total Votes Cast,506,100.00%,37,,296,173
US Senator,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP John Cornyn,419,82.97%,19,,252,148
"DEM Mary ""MJ"" Hegar",81,15.84%,18,,39,24
LIB Kerry Douglas McKennon,6,1.19%,0,,4,2
GRN David B. Collins,0,0.00%,0,,0,0
Write-In Totals,0,0.00%,0,,0,0
Total Votes Cast,506,100.00%,37,,295,174
"US Representative, Dist 10",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Michael McCaul,434,86.45%,23,,260,151
DEM Mike Siegel,65,12.75%,13,,30,22
LIB Roy Ericksen,4,0.80%,1,,2,1
Total Votes Cast,503,100.00%,37,,292,174
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
10 Warda,,,,,,
Railroad Commissioner,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
"REP James ""Jim"" Wright",420,83.83%,23,,251,146
DEM Chrysta Castaneda,73,14.37%,13,,36,24
LIB Matt Sterett,7,1.40%,0,,4,3
"GRN Katija ""Kat"" Gruene",2,0.40%,1,,1,0
Total Votes Cast,502,100.00%,37,,292,173
"Chief Justice, Supreme Court",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Nathan Hecht,417,82.90%,20,,250,147
DEM Amy Clark Meachum,83,16.30%,17,,40,26
LIB Mark Ash,4,0.80%,0,,4,0
Total Votes Cast,504,100.00%,37,,294,173
"Justice, Supreme Court, Pl 6",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Jane Bland,424,84.63%,22,,256,146
DEM Kathy Cheng,78,15.37%,15,,37,26
Total Votes Cast,502,100.00%,37,,293,172
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
10 Warda,,,,,,
"Justice, Supreme Court, Pl 7",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Jeff Boyd,417,83.07%,19,,252,146
DEM Staci Williams,80,15.74%,18,,38,24
LIB William Bryan Strange III,6,1.20%,0,,3,3
Total Votes Cast,503,100.00%,37,,293,173
"Justice, Supreme Court, Pl 8",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Brett Busby,423,84.60%,21,,253,149
DEM Gisela D. Triana,71,14.00%,13,,37,21
LIB Tom Oxford,7,1.40%,1,,4,2
