political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,,candidate_name,party code,early_votes,election_votes
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,#REF!,81
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,"Judge, Court of Criminal Appeals, Place 4",,Steven Miears,DEM,#REF!,50
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,#REF!,94
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,#REF!,131
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,"Member, State Board of Education, District 1",,Georgina Perez,DEM,#REF!,137
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,"State Senator, District 21",,Judith Zaffirini,DEM,#REF!,162
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,"State Representative, District 80",,Danny Valdez,DEM,#REF!,68
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,"State Representative, District 80",,Tracy King,DEM,#REF!,162
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,"Chief Justice, 4th Court of Appeals District",,Rebeca Martinez,DEM,#REF!,151
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,"District Attorney, 49th Judicial District",,Isidro R. Alaniz,DEM,#REF!,155
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,County Attorney,,"S. Alfonso ""Poncho"" Figueroa",DEM,#REF!,159
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Sheriff,,Raymundo Del Bosque,DEM,#REF!,118
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Sheriff,,Ramon E. Montes,DEM,#REF!,111
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Sheriff,,"Sigifredo ""Sigi"" Gonzalez Jr",DEM,#REF!,29
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,County Tax Assessor-Collector,,Delia R. Mendoza,DEM,#REF!,138
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,County Tax Assessor-Collector,,Adriana Caballero Figueroa,DEM,#REF!,103
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,"Constable, Precinct 2",,"Daniel ""Danny"" Arriaga",DEM,#REF!,165
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,County Chairman,,Jorge Montes III,DEM,#REF!,154
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,President,,Bob Ely,REP,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,President,,Zoltan G. Istvan,REP,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,President,,Donald J. Trump,REP,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,President,,Joe Walsh,REP,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,President,,Bill Weld,REP,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,President,,Matthew John Matern,REP,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,President,,Uncommitted,REP,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,United States Senator,,Mark Yancey,REP,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,United States Senator,,John Anthony Castro,REP,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,United States Senator,,Dwayne Stovall,REP,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,United States Senator,,John Cornyn,REP,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,United States Senator,,Virgil Bierschwale,REP,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,"United States Representative,
District No. 28",,Sandra Whitten,REP,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Railroad Commissioner,,Ryan Sitton,REP,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Railroad Commissioner,,"James ""Jim"" Wright",REP,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,"Chief Justice, Supreme Court",,Nathan Hecht,REP,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,"Justice, Supreme Court, Place 6
Unexpired Term",,Jane Bland,REP,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,"Justice, Supreme Court, Place 8",,Brett Busby,REP,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,"Judge, Court of Criminal Appeals, Place 3",,Bert Richardson,REP,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,"Judge, Court of Criminal Appeals, Place 3",,Gina Parker,REP,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,"Judge, Court of Criminal Appeals, Place 4",,Kevin Patrick Yeary,REP,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,"Judge, Court of Criminal Appeals, Place 9",,David Newell,REP,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,"Member, State Board of Education, District 1",,Jennifer Ivey,REP,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,"State Senator, District 21",,Frank Pomeroy,REP,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,"Chief Justice, 4th Court of Appeals District",,Renee Yanta,REP,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Proposition #1,,Yes,DEM,#REF!,188
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Proposition #1,,No,DEM,#REF!,9
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Proposition #2,,Yes,DEM,#REF!,184
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Proposition #2,,No,DEM,#REF!,16
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Proposition #3,,Yes,DEM,#REF!,189
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Proposition #3,,No,DEM,#REF!,8
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Proposition #4,,Yes,DEM,#REF!,188
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Proposition #4,,No,DEM,#REF!,7
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Proposition #5,,Yes,DEM,#REF!,185
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Proposition #5,,No,DEM,#REF!,10
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Proposition #6,,Yes,DEM,#REF!,177
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Proposition #6,,No,DEM,#REF!,12
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Proposition #7,,Yes,DEM,#REF!,173
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Proposition #7,,No,DEM,#REF!,17
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Proposition #8,,Yes,DEM,#REF!,175
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Proposition #8,,No,DEM,#REF!,16
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Proposition #9,,Yes,DEM,#REF!,183
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Proposition #9,,No,DEM,#REF!,10
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Proposition #10,,Yes,DEM,#REF!,161
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Proposition #10,,No,DEM,#REF!,24
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Proposition #11,,Yes,DEM,#REF!,164
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Proposition #11,,No,DEM,#REF!,24
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Proposition 1,,Yes,REP,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Proposition 1,,No,REP,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Proposition 2,,Yes,REP,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Proposition 2,,No,REP,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Proposition 3,,Yes,REP,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Proposition 3,,No,REP,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Proposition 4,,Yes,REP,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Proposition 4,,No,REP,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Proposition 5,,Yes,REP,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Proposition 5,,No,REP,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Proposition 6,,Yes,REP,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Proposition 6,,No,REP,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Proposition 7,,Yes,REP,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Proposition 7,,No,REP,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Proposition 8,,Yes,REP,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Proposition 8,,No,REP,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Proposition 9,,Yes,REP,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Proposition 9,,No,REP,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Proposition 10,,Yes,REP,#REF!,0
Zapata County Pavillion,3/3/2020,Primary Election,4,1,2,1307,Proposition 10,,No,REP,#REF!,0
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,President,,Joseph R. Biden,DEM,#REF!,20
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,President,,Amy Klobuchar,DEM,#REF!,0
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,President,,Robby Wells,DEM,#REF!,0
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,President,,Michael R. Bloomberg,DEM,#REF!,29
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,President,,Andrew Yang,DEM,#REF!,2
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,President,,Marianne Williamson,DEM,#REF!,0
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,President,,Tom Steyer,DEM,#REF!,2
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,President,,Deval Patrick,DEM,#REF!,0
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,President,,"Roque ""Rocky"" De La Fuente",DEM,#REF!,4
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,President,,Pete Buttigieg,DEM,#REF!,1
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,President,,John K. Delaney,DEM,#REF!,1
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,President,,Elizabeth Warren,DEM,#REF!,4
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,President,,Cory Booker,DEM,#REF!,0
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,President,,Bernie Sanders,DEM,#REF!,36
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,President,,Julián Castro,DEM,#REF!,3
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,President,,Michael Bennet,DEM,#REF!,1
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,President,,Tulsi Gabbard,DEM,#REF!,1
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,United States Senator,,Cristina Tzintzun Ramirez,DEM,#REF!,24
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,United States Senator,,Michael Cooper,DEM,#REF!,3
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,United States Senator,,Sema Hernandez,DEM,#REF!,7
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,United States Senator,,Jack Daniel Foster Jr,DEM,#REF!,2
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,United States Senator,,Chris Bell,DEM,#REF!,3
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,United States Senator,,Amanda K. Edwards,DEM,#REF!,0
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,United States Senator,,"Mary ""MJ"" Hegar",DEM,#REF!,2
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,United States Senator,,"Annie ""Mamá"" Garcia",DEM,#REF!,12
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,United States Senator,,Adrian Ocegueda,DEM,#REF!,2
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,United States Senator,,Victor Hugo Harris,DEM,#REF!,6
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,United States Senator,,D.R. Hunter,DEM,#REF!,0
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,United States Senator,,Royce West,DEM,#REF!,3
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,"United States Representative,
District No. 28",,Jessica Cisneros,DEM,#REF!,38
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,"United States Representative,
District No. 28",,Henry Cuellar,DEM,#REF!,90
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Railroad Commissioner,,Kelly Stone,DEM,#REF!,6
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Railroad Commissioner,,Mark Watson,DEM,#REF!,7
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Railroad Commissioner,,Chrysta Castañeda,DEM,#REF!,14
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,#REF!,40
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,#REF!,34
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,"Chief Justice, Supreme Court",,Jerry Zimmerer,DEM,#REF!,28
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,"Justice, Supreme Court, Place 6
Unexpired Term",,Larry Praeger,DEM,#REF!,33
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,"Justice, Supreme Court, Place 6
Unexpired Term",,Kathy Cheng,DEM,#REF!,18
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,#REF!,35
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,"Justice, Supreme Court, Place 7",,Brandy Voss,DEM,#REF!,17
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,"Justice, Supreme Court, Place 8",,Peter Kelly,DEM,#REF!,15
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,#REF!,34
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,"Judge, Court of Criminal Appeals, Place 3",,Dan Wood,DEM,#REF!,13
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,"Judge, Court of Criminal Appeals, Place 3",,William Pieratt Demond,DEM,#REF!,11
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,#REF!,25
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,"Judge, Court of Criminal Appeals, Place 4",,Steven Miears,DEM,#REF!,15
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,#REF!,36
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,#REF!,45
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,"Member, State Board of Education, District 1",,Georgina Perez,DEM,#REF!,52
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,"State Senator, District 21",,Judith Zaffirini,DEM,#REF!,88
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,"State Representative, District 80",,Danny Valdez,DEM,#REF!,39
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,"State Representative, District 80",,Tracy King,DEM,#REF!,84
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,"Chief Justice, 4th Court of Appeals District",,Rebeca Martinez,DEM,#REF!,58
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,"District Attorney, 49th Judicial District",,Isidro R. Alaniz,DEM,#REF!,75
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,County Attorney,,"S. Alfonso ""Poncho"" Figueroa",DEM,#REF!,81
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Sheriff,,Raymundo Del Bosque,DEM,#REF!,46
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Sheriff,,Ramon E. Montes,DEM,#REF!,102
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Sheriff,,"Sigifredo ""Sigi"" Gonzalez Jr",DEM,#REF!,6
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,County Tax Assessor-Collector,,Delia R. Mendoza,DEM,#REF!,99
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,County Tax Assessor-Collector,,Adriana Caballero Figueroa,DEM,#REF!,31
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,"Constable, Precinct 2",,"Daniel ""Danny"" Arriaga",DEM,#REF!,110
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,County Chairman,,Jorge Montes III,DEM,#REF!,79
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,President,,Bob Ely,REP,#REF!,0
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,President,,Zoltan G. Istvan,REP,#REF!,0
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,President,,Donald J. Trump,REP,#REF!,2
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,#REF!,0
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,President,,Joe Walsh,REP,#REF!,0
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,President,,Bill Weld,REP,#REF!,0
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,President,,Matthew John Matern,REP,#REF!,0
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,President,,Uncommitted,REP,#REF!,0
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,United States Senator,,Mark Yancey,REP,#REF!,0
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,United States Senator,,John Anthony Castro,REP,#REF!,0
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,United States Senator,,Dwayne Stovall,REP,#REF!,0
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,United States Senator,,John Cornyn,REP,#REF!,2
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,United States Senator,,Virgil Bierschwale,REP,#REF!,0
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,"United States Representative,
District No. 28",,Sandra Whitten,REP,#REF!,1
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Railroad Commissioner,,Ryan Sitton,REP,#REF!,0
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Railroad Commissioner,,"James ""Jim"" Wright",REP,#REF!,2
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,"Chief Justice, Supreme Court",,Nathan Hecht,REP,#REF!,2
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,"Justice, Supreme Court, Place 6
Unexpired Term",,Jane Bland,REP,#REF!,1
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,#REF!,1
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,"Justice, Supreme Court, Place 8",,Brett Busby,REP,#REF!,1
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,"Judge, Court of Criminal Appeals, Place 3",,Bert Richardson,REP,#REF!,1
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,"Judge, Court of Criminal Appeals, Place 3",,Gina Parker,REP,#REF!,1
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,"Judge, Court of Criminal Appeals, Place 4",,Kevin Patrick Yeary,REP,#REF!,2
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,"Judge, Court of Criminal Appeals, Place 9",,David Newell,REP,#REF!,2
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,"Member, State Board of Education, District 1",,Jennifer Ivey,REP,#REF!,1
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,"State Senator, District 21",,Frank Pomeroy,REP,#REF!,2
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,"Chief Justice, 4th Court of Appeals District",,Renee Yanta,REP,#REF!,1
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Proposition #1,,Yes,DEM,#REF!,86
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Proposition #1,,No,DEM,#REF!,6
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Proposition #2,,Yes,DEM,#REF!,90
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Proposition #2,,No,DEM,#REF!,5
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Proposition #3,,Yes,DEM,#REF!,91
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Proposition #3,,No,DEM,#REF!,4
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Proposition #4,,Yes,DEM,#REF!,86
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Proposition #4,,No,DEM,#REF!,4
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Proposition #5,,Yes,DEM,#REF!,86
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Proposition #5,,No,DEM,#REF!,4
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Proposition #6,,Yes,DEM,#REF!,83
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Proposition #6,,No,DEM,#REF!,6
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Proposition #7,,Yes,DEM,#REF!,77
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Proposition #7,,No,DEM,#REF!,9
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Proposition #8,,Yes,DEM,#REF!,78
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Proposition #8,,No,DEM,#REF!,9
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Proposition #9,,Yes,DEM,#REF!,82
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Proposition #9,,No,DEM,#REF!,3
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Proposition #10,,Yes,DEM,#REF!,70
