"Box 101" ,10 ,"R-President" ,10 ,"R DeLa Fuente Guerra" ,"NP" ,"Election Day" ,0 ,
"Box 310" ,450 ,"R-County Commissioner P3" ,50 ,"Martin Poore" ,"NP" ,"Provisional" ,0 ,
"Box 310" ,450 ,"R-County Commissioner P3" ,50 ,"Martin Poore" ,"NP" ,"Total" ,61 ,
"Box 310" ,500 ,"R-Constable P3" ,10 ,"George Scoggins" ,"NP" ,"Election Day" ,23 ,
"Box 310" ,500 ,"R-Constable P3" ,10 ,"George Scoggins" ,"NP" ,"Early Voting" ,35 ,
"Box 310" ,500 ,"R-Constable P3" ,10 ,"George Scoggins" ,"NP" ,"EV Mail" ,3 ,
"Box 310" ,500 ,"R-Constable P3" ,10 ,"George Scoggins" ,"NP" ,"Provisional" ,0 ,
"Box 310" ,500 ,"R-Constable P3" ,10 ,"George Scoggins" ,"NP" ,"Total" ,61 ,
"Box 310" ,500 ,"R-Constable P3" ,20 ,"Curtis Fowler" ,"NP" ,"Election Day" ,36 ,
"Box 310" ,500 ,"R-Constable P3" ,20 ,"Curtis Fowler" ,"NP" ,"Early Voting" ,87 ,
"Box 310" ,500 ,"R-Constable P3" ,20 ,"Curtis Fowler" ,"NP" ,"EV Mail" ,1 ,
"Box 310" ,500 ,"R-Constable P3" ,20 ,"Curtis Fowler" ,"NP" ,"Provisional" ,0 ,
"Box 310" ,500 ,"R-Constable P3" ,20 ,"Curtis Fowler" ,"NP" ,"Total" ,124 ,
"Box 310" ,520 ,"R-County Chairman" ,10 ,"Ruby Manen" ,"NP" ,"Election Day" ,52 ,
"Box 310" ,520 ,"R-County Chairman" ,10 ,"Ruby Manen" ,"NP" ,"Early Voting" ,105 ,
"Box 310" ,520 ,"R-County Chairman" ,10 ,"Ruby Manen" ,"NP" ,"EV Mail" ,3 ,
"Box 310" ,520 ,"R-County Chairman" ,10 ,"Ruby Manen" ,"NP" ,"Provisional" ,0 ,
"Box 310" ,520 ,"R-County Chairman" ,10 ,"Ruby Manen" ,"NP" ,"Total" ,160 ,
"Box 310" ,530 ,"D-County Chairman" ,10 ,"Pedro Dehoyos" ,"NP" ,"Election Day" ,9 ,
"Box 310" ,530 ,"D-County Chairman" ,10 ,"Pedro Dehoyos" ,"NP" ,"Early Voting" ,9 ,
"Box 310" ,530 ,"D-County Chairman" ,10 ,"Pedro Dehoyos" ,"NP" ,"EV Mail" ,4 ,
"Box 310" ,530 ,"D-County Chairman" ,10 ,"Pedro Dehoyos" ,"NP" ,"Provisional" ,0 ,
"Box 310" ,530 ,"D-County Chairman" ,10 ,"Pedro Dehoyos" ,"NP" ,"Total" ,22 ,
"Box 310" ,540 ,"R-Proposition 1" ,10 ,"Yes" ,"NP" ,"Election Day" ,58 ,
"Box 310" ,540 ,"R-Proposition 1" ,10 ,"Yes" ,"NP" ,"Early Voting" ,114 ,
"Box 310" ,540 ,"R-Proposition 1" ,10 ,"Yes" ,"NP" ,"EV Mail" ,4 ,
"Box 310" ,540 ,"R-Proposition 1" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 310" ,540 ,"R-Proposition 1" ,10 ,"Yes" ,"NP" ,"Total" ,176 ,
"Box 310" ,540 ,"R-Proposition 1" ,20 ,"No" ,"NP" ,"Election Day" ,5 ,
"Box 310" ,540 ,"R-Proposition 1" ,20 ,"No" ,"NP" ,"Early Voting" ,13 ,
"Box 310" ,540 ,"R-Proposition 1" ,20 ,"No" ,"NP" ,"EV Mail" ,0 ,
"Box 310" ,540 ,"R-Proposition 1" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 310" ,540 ,"R-Proposition 1" ,20 ,"No" ,"NP" ,"Total" ,18 ,
"Box 310" ,550 ,"R-Proposition 2" ,10 ,"Yes" ,"NP" ,"Election Day" ,55 ,
"Box 310" ,550 ,"R-Proposition 2" ,10 ,"Yes" ,"NP" ,"Early Voting" ,104 ,
"Box 310" ,550 ,"R-Proposition 2" ,10 ,"Yes" ,"NP" ,"EV Mail" ,3 ,
"Box 310" ,550 ,"R-Proposition 2" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 310" ,550 ,"R-Proposition 2" ,10 ,"Yes" ,"NP" ,"Total" ,162 ,
"Box 310" ,550 ,"R-Proposition 2" ,20 ,"No" ,"NP" ,"Election Day" ,8 ,
"Box 310" ,550 ,"R-Proposition 2" ,20 ,"No" ,"NP" ,"Early Voting" ,22 ,
"Box 310" ,550 ,"R-Proposition 2" ,20 ,"No" ,"NP" ,"EV Mail" ,1 ,
"Box 310" ,550 ,"R-Proposition 2" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 310" ,550 ,"R-Proposition 2" ,20 ,"No" ,"NP" ,"Total" ,31 ,
"Box 310" ,560 ,"R-Proposition 3" ,10 ,"Yes" ,"NP" ,"Election Day" ,60 ,
"Box 310" ,560 ,"R-Proposition 3" ,10 ,"Yes" ,"NP" ,"Early Voting" ,115 ,
"Box 310" ,560 ,"R-Proposition 3" ,10 ,"Yes" ,"NP" ,"EV Mail" ,4 ,
"Box 310" ,560 ,"R-Proposition 3" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 310" ,560 ,"R-Proposition 3" ,10 ,"Yes" ,"NP" ,"Total" ,179 ,
"Box 310" ,560 ,"R-Proposition 3" ,20 ,"No" ,"NP" ,"Election Day" ,2 ,
"Box 310" ,560 ,"R-Proposition 3" ,20 ,"No" ,"NP" ,"Early Voting" ,10 ,
"Box 310" ,560 ,"R-Proposition 3" ,20 ,"No" ,"NP" ,"EV Mail" ,0 ,
"Box 310" ,560 ,"R-Proposition 3" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 310" ,560 ,"R-Proposition 3" ,20 ,"No" ,"NP" ,"Total" ,12 ,
"Box 310" ,570 ,"R-Proposition 4" ,10 ,"Yes" ,"NP" ,"Election Day" ,59 ,
"Box 310" ,570 ,"R-Proposition 4" ,10 ,"Yes" ,"NP" ,"Early Voting" ,113 ,
"Box 310" ,570 ,"R-Proposition 4" ,10 ,"Yes" ,"NP" ,"EV Mail" ,4 ,
"Box 310" ,570 ,"R-Proposition 4" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 310" ,570 ,"R-Proposition 4" ,10 ,"Yes" ,"NP" ,"Total" ,176 ,
"Box 310" ,570 ,"R-Proposition 4" ,20 ,"No" ,"NP" ,"Election Day" ,4 ,
"Box 310" ,570 ,"R-Proposition 4" ,20 ,"No" ,"NP" ,"Early Voting" ,11 ,
"Box 310" ,570 ,"R-Proposition 4" ,20 ,"No" ,"NP" ,"EV Mail" ,0 ,
"Box 310" ,570 ,"R-Proposition 4" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 310" ,570 ,"R-Proposition 4" ,20 ,"No" ,"NP" ,"Total" ,15 ,
"Box 310" ,600 ,"R-Proposition 5" ,10 ,"Yes" ,"NP" ,"Election Day" ,54 ,
"Box 310" ,600 ,"R-Proposition 5" ,10 ,"Yes" ,"NP" ,"Early Voting" ,117 ,
"Box 310" ,600 ,"R-Proposition 5" ,10 ,"Yes" ,"NP" ,"EV Mail" ,4 ,
"Box 310" ,600 ,"R-Proposition 5" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 310" ,600 ,"R-Proposition 5" ,10 ,"Yes" ,"NP" ,"Total" ,175 ,
"Box 310" ,600 ,"R-Proposition 5" ,20 ,"No" ,"NP" ,"Election Day" ,8 ,
"Box 310" ,600 ,"R-Proposition 5" ,20 ,"No" ,"NP" ,"Early Voting" ,6 ,
"Box 310" ,600 ,"R-Proposition 5" ,20 ,"No" ,"NP" ,"EV Mail" ,0 ,
"Box 310" ,600 ,"R-Proposition 5" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 310" ,600 ,"R-Proposition 5" ,20 ,"No" ,"NP" ,"Total" ,14 ,
"Box 310" ,610 ,"R-Proposition 6" ,10 ,"Yes" ,"NP" ,"Election Day" ,59 ,
"Box 310" ,610 ,"R-Proposition 6" ,10 ,"Yes" ,"NP" ,"Early Voting" ,117 ,
"Box 310" ,610 ,"R-Proposition 6" ,10 ,"Yes" ,"NP" ,"EV Mail" ,4 ,
"Box 310" ,610 ,"R-Proposition 6" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 310" ,610 ,"R-Proposition 6" ,10 ,"Yes" ,"NP" ,"Total" ,180 ,
"Box 310" ,610 ,"R-Proposition 6" ,20 ,"No" ,"NP" ,"Election Day" ,3 ,
"Box 310" ,610 ,"R-Proposition 6" ,20 ,"No" ,"NP" ,"Early Voting" ,6 ,
"Box 310" ,610 ,"R-Proposition 6" ,20 ,"No" ,"NP" ,"EV Mail" ,0 ,
"Box 310" ,610 ,"R-Proposition 6" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 310" ,610 ,"R-Proposition 6" ,20 ,"No" ,"NP" ,"Total" ,9 ,
"Box 310" ,620 ,"R-Proposition 7" ,10 ,"Yes" ,"NP" ,"Election Day" ,58 ,
"Box 310" ,620 ,"R-Proposition 7" ,10 ,"Yes" ,"NP" ,"Early Voting" ,119 ,
"Box 310" ,620 ,"R-Proposition 7" ,10 ,"Yes" ,"NP" ,"EV Mail" ,4 ,
"Box 310" ,620 ,"R-Proposition 7" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 310" ,620 ,"R-Proposition 7" ,10 ,"Yes" ,"NP" ,"Total" ,181 ,
"Box 310" ,620 ,"R-Proposition 7" ,20 ,"No" ,"NP" ,"Election Day" ,5 ,
"Box 310" ,620 ,"R-Proposition 7" ,20 ,"No" ,"NP" ,"Early Voting" ,7 ,
"Box 310" ,620 ,"R-Proposition 7" ,20 ,"No" ,"NP" ,"EV Mail" ,0 ,
"Box 310" ,620 ,"R-Proposition 7" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 310" ,620 ,"R-Proposition 7" ,20 ,"No" ,"NP" ,"Total" ,12 ,
"Box 310" ,630 ,"R-Proposition 8" ,10 ,"Yes" ,"NP" ,"Election Day" ,62 ,
"Box 310" ,630 ,"R-Proposition 8" ,10 ,"Yes" ,"NP" ,"Early Voting" ,122 ,
"Box 310" ,630 ,"R-Proposition 8" ,10 ,"Yes" ,"NP" ,"EV Mail" ,4 ,
"Box 310" ,630 ,"R-Proposition 8" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 310" ,630 ,"R-Proposition 8" ,10 ,"Yes" ,"NP" ,"Total" ,188 ,
"Box 310" ,630 ,"R-Proposition 8" ,20 ,"No" ,"NP" ,"Election Day" ,0 ,
"Box 310" ,630 ,"R-Proposition 8" ,20 ,"No" ,"NP" ,"Early Voting" ,3 ,
"Box 310" ,630 ,"R-Proposition 8" ,20 ,"No" ,"NP" ,"EV Mail" ,0 ,
"Box 310" ,630 ,"R-Proposition 8" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 310" ,630 ,"R-Proposition 8" ,20 ,"No" ,"NP" ,"Total" ,3 ,
"Box 310" ,640 ,"R-Proposition 9" ,10 ,"Yes" ,"NP" ,"Election Day" ,59 ,
"Box 310" ,640 ,"R-Proposition 9" ,10 ,"Yes" ,"NP" ,"Early Voting" ,122 ,
"Box 310" ,640 ,"R-Proposition 9" ,10 ,"Yes" ,"NP" ,"EV Mail" ,4 ,
"Box 310" ,640 ,"R-Proposition 9" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 310" ,640 ,"R-Proposition 9" ,10 ,"Yes" ,"NP" ,"Total" ,185 ,
"Box 310" ,640 ,"R-Proposition 9" ,20 ,"No" ,"NP" ,"Election Day" ,3 ,
"Box 310" ,640 ,"R-Proposition 9" ,20 ,"No" ,"NP" ,"Early Voting" ,4 ,
"Box 310" ,640 ,"R-Proposition 9" ,20 ,"No" ,"NP" ,"EV Mail" ,0 ,
"Box 310" ,640 ,"R-Proposition 9" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 310" ,640 ,"R-Proposition 9" ,20 ,"No" ,"NP" ,"Total" ,7 ,
"Box 310" ,650 ,"R-Proposition 10" ,10 ,"Yes" ,"NP" ,"Election Day" ,55 ,
"Box 310" ,650 ,"R-Proposition 10" ,10 ,"Yes" ,"NP" ,"Early Voting" ,116 ,
"Box 310" ,650 ,"R-Proposition 10" ,10 ,"Yes" ,"NP" ,"EV Mail" ,4 ,
"Box 310" ,650 ,"R-Proposition 10" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 310" ,650 ,"R-Proposition 10" ,10 ,"Yes" ,"NP" ,"Total" ,175 ,
"Box 310" ,650 ,"R-Proposition 10" ,20 ,"No" ,"NP" ,"Election Day" ,4 ,
"Box 310" ,650 ,"R-Proposition 10" ,20 ,"No" ,"NP" ,"Early Voting" ,8 ,
"Box 310" ,650 ,"R-Proposition 10" ,20 ,"No" ,"NP" ,"EV Mail" ,0 ,
"Box 310" ,650 ,"R-Proposition 10" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 310" ,650 ,"R-Proposition 10" ,20 ,"No" ,"NP" ,"Total" ,12 ,
"Box 310" ,660 ,"D-Proposition 1" ,10 ,"Yes" ,"NP" ,"Election Day" ,9 ,
"Box 310" ,660 ,"D-Proposition 1" ,10 ,"Yes" ,"NP" ,"Early Voting" ,8 ,
"Box 310" ,660 ,"D-Proposition 1" ,10 ,"Yes" ,"NP" ,"EV Mail" ,4 ,
"Box 310" ,660 ,"D-Proposition 1" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 310" ,660 ,"D-Proposition 1" ,10 ,"Yes" ,"NP" ,"Total" ,21 ,
"Box 310" ,660 ,"D-Proposition 1" ,20 ,"No" ,"NP" ,"Election Day" ,1 ,
"Box 310" ,660 ,"D-Proposition 1" ,20 ,"No" ,"NP" ,"Early Voting" ,3 ,
"Box 310" ,660 ,"D-Proposition 1" ,20 ,"No" ,"NP" ,"EV Mail" ,0 ,
"Box 310" ,660 ,"D-Proposition 1" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 310" ,660 ,"D-Proposition 1" ,20 ,"No" ,"NP" ,"Total" ,4 ,
"Box 310" ,670 ,"D-Proposition 2" ,10 ,"Yes" ,"NP" ,"Election Day" ,9 ,
"Box 310" ,670 ,"D-Proposition 2" ,10 ,"Yes" ,"NP" ,"Early Voting" ,10 ,
"Box 310" ,670 ,"D-Proposition 2" ,10 ,"Yes" ,"NP" ,"EV Mail" ,4 ,
"Box 310" ,670 ,"D-Proposition 2" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 310" ,670 ,"D-Proposition 2" ,10 ,"Yes" ,"NP" ,"Total" ,23 ,
"Box 310" ,670 ,"D-Proposition 2" ,20 ,"No" ,"NP" ,"Election Day" ,1 ,
"Box 310" ,670 ,"D-Proposition 2" ,20 ,"No" ,"NP" ,"Early Voting" ,1 ,
"Box 310" ,670 ,"D-Proposition 2" ,20 ,"No" ,"NP" ,"EV Mail" ,0 ,
"Box 310" ,670 ,"D-Proposition 2" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 310" ,670 ,"D-Proposition 2" ,20 ,"No" ,"NP" ,"Total" ,2 ,
"Box 310" ,680 ,"D-Proposition 3" ,10 ,"Yes" ,"NP" ,"Election Day" ,9 ,
"Box 310" ,680 ,"D-Proposition 3" ,10 ,"Yes" ,"NP" ,"Early Voting" ,10 ,
"Box 310" ,680 ,"D-Proposition 3" ,10 ,"Yes" ,"NP" ,"EV Mail" ,4 ,
"Box 310" ,680 ,"D-Proposition 3" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 310" ,680 ,"D-Proposition 3" ,10 ,"Yes" ,"NP" ,"Total" ,23 ,
"Box 310" ,680 ,"D-Proposition 3" ,20 ,"No" ,"NP" ,"Election Day" ,0 ,
"Box 310" ,680 ,"D-Proposition 3" ,20 ,"No" ,"NP" ,"Early Voting" ,1 ,
"Box 310" ,680 ,"D-Proposition 3" ,20 ,"No" ,"NP" ,"EV Mail" ,0 ,
"Box 310" ,680 ,"D-Proposition 3" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 310" ,680 ,"D-Proposition 3" ,20 ,"No" ,"NP" ,"Total" ,1 ,
"Box 310" ,690 ,"D-Proposition 4" ,10 ,"Yes" ,"NP" ,"Election Day" ,10 ,
"Box 310" ,690 ,"D-Proposition 4" ,10 ,"Yes" ,"NP" ,"Early Voting" ,9 ,
"Box 310" ,690 ,"D-Proposition 4" ,10 ,"Yes" ,"NP" ,"EV Mail" ,4 ,
"Box 310" ,690 ,"D-Proposition 4" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 310" ,690 ,"D-Proposition 4" ,10 ,"Yes" ,"NP" ,"Total" ,23 ,
"Box 310" ,690 ,"D-Proposition 4" ,20 ,"No" ,"NP" ,"Election Day" ,0 ,
"Box 310" ,690 ,"D-Proposition 4" ,20 ,"No" ,"NP" ,"Early Voting" ,1 ,
"Box 310" ,690 ,"D-Proposition 4" ,20 ,"No" ,"NP" ,"EV Mail" ,0 ,
"Box 310" ,690 ,"D-Proposition 4" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 310" ,690 ,"D-Proposition 4" ,20 ,"No" ,"NP" ,"Total" ,1 ,
"Box 310" ,700 ,"D-Proposition 5" ,10 ,"Yes" ,"NP" ,"Election Day" ,10 ,
"Box 310" ,700 ,"D-Proposition 5" ,10 ,"Yes" ,"NP" ,"Early Voting" ,11 ,
"Box 310" ,700 ,"D-Proposition 5" ,10 ,"Yes" ,"NP" ,"EV Mail" ,4 ,
"Box 310" ,700 ,"D-Proposition 5" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 310" ,700 ,"D-Proposition 5" ,10 ,"Yes" ,"NP" ,"Total" ,25 ,
"Box 310" ,700 ,"D-Proposition 5" ,20 ,"No" ,"NP" ,"Election Day" ,0 ,
"Box 310" ,700 ,"D-Proposition 5" ,20 ,"No" ,"NP" ,"Early Voting" ,0 ,
"Box 310" ,700 ,"D-Proposition 5" ,20 ,"No" ,"NP" ,"EV Mail" ,0 ,
"Box 310" ,700 ,"D-Proposition 5" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 310" ,700 ,"D-Proposition 5" ,20 ,"No" ,"NP" ,"Total" ,0 ,
"Box 310" ,710 ,"D-Proposition 6" ,10 ,"Yes" ,"NP" ,"Election Day" ,9 ,
"Box 310" ,710 ,"D-Proposition 6" ,10 ,"Yes" ,"NP" ,"Early Voting" ,10 ,
"Box 310" ,710 ,"D-Proposition 6" ,10 ,"Yes" ,"NP" ,"EV Mail" ,4 ,
"Box 310" ,710 ,"D-Proposition 6" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 310" ,710 ,"D-Proposition 6" ,10 ,"Yes" ,"NP" ,"Total" ,23 ,
"Box 310" ,710 ,"D-Proposition 6" ,20 ,"No" ,"NP" ,"Election Day" ,0 ,
"Box 310" ,710 ,"D-Proposition 6" ,20 ,"No" ,"NP" ,"Early Voting" ,1 ,
"Box 310" ,710 ,"D-Proposition 6" ,20 ,"No" ,"NP" ,"EV Mail" ,0 ,
"Box 310" ,710 ,"D-Proposition 6" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 310" ,710 ,"D-Proposition 6" ,20 ,"No" ,"NP" ,"Total" ,1 ,
"Box 310" ,720 ,"D-Proposition 7" ,10 ,"Yes" ,"NP" ,"Election Day" ,9 ,
"Box 310" ,720 ,"D-Proposition 7" ,10 ,"Yes" ,"NP" ,"Early Voting" ,9 ,
"Box 310" ,720 ,"D-Proposition 7" ,10 ,"Yes" ,"NP" ,"EV Mail" ,4 ,
"Box 310" ,720 ,"D-Proposition 7" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 310" ,720 ,"D-Proposition 7" ,10 ,"Yes" ,"NP" ,"Total" ,22 ,
"Box 310" ,720 ,"D-Proposition 7" ,20 ,"No" ,"NP" ,"Election Day" ,0 ,
"Box 310" ,720 ,"D-Proposition 7" ,20 ,"No" ,"NP" ,"Early Voting" ,1 ,
"Box 310" ,720 ,"D-Proposition 7" ,20 ,"No" ,"NP" ,"EV Mail" ,0 ,
"Box 310" ,720 ,"D-Proposition 7" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 310" ,720 ,"D-Proposition 7" ,20 ,"No" ,"NP" ,"Total" ,1 ,
"Box 310" ,730 ,"D-Proposition 8" ,10 ,"Yes" ,"NP" ,"Election Day" ,10 ,
"Box 310" ,730 ,"D-Proposition 8" ,10 ,"Yes" ,"NP" ,"Early Voting" ,9 ,
"Box 310" ,730 ,"D-Proposition 8" ,10 ,"Yes" ,"NP" ,"EV Mail" ,4 ,
"Box 310" ,730 ,"D-Proposition 8" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 310" ,730 ,"D-Proposition 8" ,10 ,"Yes" ,"NP" ,"Total" ,23 ,
"Box 310" ,730 ,"D-Proposition 8" ,20 ,"No" ,"NP" ,"Election Day" ,0 ,
"Box 310" ,730 ,"D-Proposition 8" ,20 ,"No" ,"NP" ,"Early Voting" ,2 ,
"Box 310" ,730 ,"D-Proposition 8" ,20 ,"No" ,"NP" ,"EV Mail" ,0 ,
"Box 310" ,730 ,"D-Proposition 8" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 310" ,730 ,"D-Proposition 8" ,20 ,"No" ,"NP" ,"Total" ,2 ,
"Box 310" ,740 ,"D-Proposition 9" ,10 ,"Yes" ,"NP" ,"Election Day" ,10 ,
"Box 310" ,740 ,"D-Proposition 9" ,10 ,"Yes" ,"NP" ,"Early Voting" ,11 ,
"Box 310" ,740 ,"D-Proposition 9" ,10 ,"Yes" ,"NP" ,"EV Mail" ,4 ,
"Box 310" ,740 ,"D-Proposition 9" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 310" ,740 ,"D-Proposition 9" ,10 ,"Yes" ,"NP" ,"Total" ,25 ,
"Box 310" ,740 ,"D-Proposition 9" ,20 ,"No" ,"NP" ,"Election Day" ,0 ,
"Box 310" ,740 ,"D-Proposition 9" ,20 ,"No" ,"NP" ,"Early Voting" ,0 ,
"Box 310" ,740 ,"D-Proposition 9" ,20 ,"No" ,"NP" ,"EV Mail" ,0 ,
"Box 310" ,740 ,"D-Proposition 9" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 310" ,740 ,"D-Proposition 9" ,20 ,"No" ,"NP" ,"Total" ,0 ,
"Box 310" ,750 ,"D-Proposition 10" ,10 ,"Yes" ,"NP" ,"Election Day" ,8 ,
"Box 310" ,750 ,"D-Proposition 10" ,10 ,"Yes" ,"NP" ,"Early Voting" ,7 ,
"Box 310" ,750 ,"D-Proposition 10" ,10 ,"Yes" ,"NP" ,"EV Mail" ,3 ,
"Box 310" ,750 ,"D-Proposition 10" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 310" ,750 ,"D-Proposition 10" ,10 ,"Yes" ,"NP" ,"Total" ,18 ,
"Box 310" ,750 ,"D-Proposition 10" ,20 ,"No" ,"NP" ,"Election Day" ,1 ,
"Box 310" ,750 ,"D-Proposition 10" ,20 ,"No" ,"NP" ,"Early Voting" ,3 ,
"Box 310" ,750 ,"D-Proposition 10" ,20 ,"No" ,"NP" ,"EV Mail" ,0 ,
"Box 310" ,750 ,"D-Proposition 10" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 310" ,750 ,"D-Proposition 10" ,20 ,"No" ,"NP" ,"Total" ,4 ,
"Box 310" ,760 ,"D-Proposition 11" ,10 ,"Yes" ,"NP" ,"Election Day" ,10 ,
"Box 310" ,760 ,"D-Proposition 11" ,10 ,"Yes" ,"NP" ,"Early Voting" ,8 ,
"Box 310" ,760 ,"D-Proposition 11" ,10 ,"Yes" ,"NP" ,"EV Mail" ,4 ,
"Box 310" ,760 ,"D-Proposition 11" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 310" ,760 ,"D-Proposition 11" ,10 ,"Yes" ,"NP" ,"Total" ,22 ,
"Box 310" ,760 ,"D-Proposition 11" ,20 ,"No" ,"NP" ,"Election Day" ,0 ,
"Box 310" ,760 ,"D-Proposition 11" ,20 ,"No" ,"NP" ,"Early Voting" ,3 ,
"Box 310" ,760 ,"D-Proposition 11" ,20 ,"No" ,"NP" ,"EV Mail" ,0 ,
"Box 310" ,760 ,"D-Proposition 11" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 310" ,760 ,"D-Proposition 11" ,20 ,"No" ,"NP" ,"Total" ,3 ,
"Box 311" ,10 ,"R-President" ,10 ,"R DeLa Fuente Guerra" ,"NP" ,"Election Day" ,0 ,
"Box 311" ,10 ,"R-President" ,10 ,"R DeLa Fuente Guerra" ,"NP" ,"Early Voting" ,0 ,
"Box 311" ,10 ,"R-President" ,10 ,"R DeLa Fuente Guerra" ,"NP" ,"EV Mail" ,0 ,
"Box 311" ,10 ,"R-President" ,10 ,"R DeLa Fuente Guerra" ,"NP" ,"Provisional" ,0 ,
"Box 311" ,10 ,"R-President" ,10 ,"R DeLa Fuente Guerra" ,"NP" ,"Total" ,0 ,
"Box 311" ,10 ,"R-President" ,20 ,"Bill Weld" ,"NP" ,"Election Day" ,2 ,
"Box 311" ,10 ,"R-President" ,20 ,"Bill Weld" ,"NP" ,"Early Voting" ,0 ,
"Box 311" ,10 ,"R-President" ,20 ,"Bill Weld" ,"NP" ,"EV Mail" ,0 ,
"Box 311" ,10 ,"R-President" ,20 ,"Bill Weld" ,"NP" ,"Provisional" ,0 ,
"Box 311" ,10 ,"R-President" ,20 ,"Bill Weld" ,"NP" ,"Total" ,2 ,
"Box 311" ,10 ,"R-President" ,30 ,"Matthew John Matern" ,"NP" ,"Election Day" ,0 ,
"Box 311" ,10 ,"R-President" ,30 ,"Matthew John Matern" ,"NP" ,"Early Voting" ,0 ,
"Box 311" ,10 ,"R-President" ,30 ,"Matthew John Matern" ,"NP" ,"EV Mail" ,0 ,
"Box 311" ,10 ,"R-President" ,30 ,"Matthew John Matern" ,"NP" ,"Provisional" ,0 ,
"Box 311" ,10 ,"R-President" ,30 ,"Matthew John Matern" ,"NP" ,"Total" ,0 ,
"Box 311" ,10 ,"R-President" ,40 ,"Joe Walsh" ,"NP" ,"Election Day" ,0 ,
"Box 311" ,10 ,"R-President" ,40 ,"Joe Walsh" ,"NP" ,"Early Voting" ,2 ,
"Box 311" ,10 ,"R-President" ,40 ,"Joe Walsh" ,"NP" ,"EV Mail" ,0 ,
"Box 311" ,10 ,"R-President" ,40 ,"Joe Walsh" ,"NP" ,"Provisional" ,0 ,
"Box 311" ,10 ,"R-President" ,40 ,"Joe Walsh" ,"NP" ,"Total" ,2 ,
"Box 311" ,10 ,"R-President" ,50 ,"Bob Ely" ,"NP" ,"Election Day" ,1 ,
"Box 311" ,10 ,"R-President" ,50 ,"Bob Ely" ,"NP" ,"Early Voting" ,1 ,
"Box 311" ,10 ,"R-President" ,50 ,"Bob Ely" ,"NP" ,"EV Mail" ,0 ,
"Box 311" ,10 ,"R-President" ,50 ,"Bob Ely" ,"NP" ,"Provisional" ,0 ,
"Box 311" ,10 ,"R-President" ,50 ,"Bob Ely" ,"NP" ,"Total" ,2 ,
"Box 311" ,10 ,"R-President" ,60 ,"Donald J. Trump" ,"NP" ,"Election Day" ,200 ,
"Box 311" ,10 ,"R-President" ,60 ,"Donald J. Trump" ,"NP" ,"Early Voting" ,230 ,
"Box 311" ,10 ,"R-President" ,60 ,"Donald J. Trump" ,"NP" ,"EV Mail" ,17 ,
