political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct number,reg_voters,Race_name,candidate_name,party_code,early_votes,election_votes
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,United States Senator,Lela Pittenger,REP,0,2
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,United States Senator,Joe Agris,REP,0,0
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,United States Senator,Ted Cruz,REP,26,39
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,United States Senator,Ben Gambini,REP,0,0
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,United States Senator,Tom Leppert,REP,9,4
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,"United States Representative, District 13",Mac Thornberry,REP,131,109
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,"United States Representative, District 13",Pamela Lee Barlow,REP,17,28
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,Railroad Commissioner,Roland Sledge,REP,9,12
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,Railroad Commissioner,Joe Cotten,REP,20,17
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,Railroad Commissioner,Beryl Burgess,REP,7,7
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,Railroad Commissioner,Becky Berger,REP,18,16
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,Railroad Commissioner,Warren Chisum,REP,49,34
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,Railroad Commissioner,Christi Craddick,REP,19,21
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,"Railroad Commissioner, Unexpired Term",Greg Parker,REP,60,52
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,"Railroad Commissioner, Unexpired Term",Al Lee,REP,10,10
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,"Railroad Commissioner, Unexpired Term",Elizabeth Murray-Kolb,REP,17,18
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,"Railroad Commissioner, Unexpired Term",Barry Smitherman,REP,41,23
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,"Justice, Supreme Court, Place 2",Steve Smith,REP,81,69
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,"Justice, Supreme Court, Place 2",Don Willett,REP,39,28
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,"Justice, Supreme Court, Place 4",David Medina,REP,31,33
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,"Justice, Supreme Court, Place 4","Joe Pool, Jr.",REP,47,42
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,"Justice, Supreme Court, Place 4",John Devine,REP,38,23
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,"Justice, Supreme Court, Place 6",Nathan Hecht,REP,111,89
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,108,90
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,"Judge, Court of Criminal Appeals Place 7",Barbara Parker Hervey,REP,110,88
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,"Judge, Court of Criminal Appeals Place 8",Elsa Alcala,REP,105,87
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,"Member, State Board of Education, District 15",Marty Rowley,REP,70,56
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,"Member, State Board of Education, District 15",Anette Carlisle,REP,48,43
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,"State Senator, District 28",Robert Duncan,REP,130,108
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,"State Senator, District 28",E.M. Garza,REP,11,11
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,State Representative District 68,Drew Springer,REP,26,16
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,State Representative District 68,Trent McKnight,REP,105,100
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,State Representative District 68,David Isbell,REP,19,11
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,State Representative District 68,Paul Braswell,REP,2,8
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,"Justice, 7th Court of Appeals District, Place 2",Mackey K. Hancock,REP,108,92
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,"Justice, 7th Court of Appeals District, Place 3",Pat Pirtle,REP,108,92
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,County Attorney,"Cornell D. ""Cory"" Curtis",REP,136,111
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,"Constable, Precinct 2","James S. ""Jim"" Riggins",REP,127,111
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,County Chairman,Meredith A. Wright,REP,134,107
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,School Choice,For,,99,103
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,School Choice,Against,,47,32
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,Repealing Obamacare,For,,141,127
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,Repealing Obamacare,Against,,9,9
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,Public Prayer,For,,139,126
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,Public Prayer,Against,,14,11
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,Balanced Budget / Controlling Government Growth,For,,140,131
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,Balanced Budget / Controlling Government Growth,Against,,10,4
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,Redistricting,For,,109,101
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,Redistricting,Against,,35,30
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,President,John Wolfe,DEM,1,0
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,President,Darcy G. Richardson,DEM,1,2
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,President,Bob Ely,DEM,0,1
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,President,Barack Obama,DEM,3,3
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,United States Senator,Paul Sadler,DEM,1,3
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,United States Senator,Sean Hubbard,DEM,0,1
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,United States Senator,Grady Yarbrough,DEM,3,0
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,United States Senator,Addie Dainell Allen,DEM,1,1
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,Railroad Commissioner,Dale Henry,DEM,4,6
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,"Justice, Supreme Court, Place 6",Michele Petty,DEM,4,5
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,"Presiding Judge, Court of Criminal Appeals",Keith Hampton,DEM,4,6
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,"Member, State Board of Education, District 15",Steven D. Schafersman,DEM,4,6
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,"State Representative, District 68",Lanhon Odom,DEM,3,6
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,"District Attorney, 46th Judicial District",Staley Heatly,DEM,5,5
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,Sheriff,Larry Lee,DEM,5,6
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,County Tax Assessor-Collector,Chris L. Quisenberry,DEM,5,6
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,County Chairman,Darrell Willie,DEM,5,4
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,Proposition 1,For,,2,6
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,Proposition 1,Against,,2,1
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,Proposition 2,For,,2,7
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,Proposition 2,Against,,2,0
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,Proposition 3,For,,3,5
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 21,2702,Proposition 3,Against,,1,2
