Political_subdivision,Election_date,Election_name,Total Prov Ballots,Total Prov Counted,Precinct_number,Reg_Voters,Race_name,Candidate_name,Party_code,Early_Votes,Election_votes
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,Proposition #12,Yes,DEM,9,2
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,107,236,Proposition #12,No,DEM,0,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,United States Senator,Beto O'Rourke,DEM,47,45
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,United States Senator,Edward Kimbrough,DEM,9,2
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,United States Senator,Sema Hernandez,DEM,18,25
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,"United States Representative, District No. 27",Ronnie McDonald,DEM,12,5
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,"United States Representative, District No. 27",Raul (Roy) Barrera,DEM,26,25
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,"United States Representative, District No. 27",Vanessa Edwards Foster,DEM,11,24
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,"United States Representative, District No. 27",Eric Holguin,DEM,24,16
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,Governor,"Cedric Davis, Sr.",DEM,4,9
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,Governor,Adrian Ocegueda,DEM,9,7
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,Governor,Lupe Valdez,DEM,24,26
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,Governor,Joe Mumbach,DEM,1,1
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,Governor,Tom Wakely,DEM,3,4
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,Governor,Andrew White,DEM,16,14
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,Governor,Grady Yarbrough,DEM,8,6
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,Governor,James Jolly Clark,DEM,2,2
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,Governor,Jeffrey Payne,DEM,4,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,Lieutenant Governor,Mike Collier,DEM,39,32
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,Lieutenant Governor,Michael Cooper,DEM,25,35
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,Attorney General,Justin Nelson,DEM,63,67
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,Comptroller of Public Accounts,Joi Chevalier,DEM,25,34
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,Comptroller of Public Accounts,Tim Mahoney,DEM,42,34
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,Commissioner of the General Land Office,Miguel Suazo,DEM,49,54
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,Commissioner of the General Land Office,Tex Morgan,DEM,22,14
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,Commissioner of Agriculture,Kim Olson,DEM,61,67
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,Railroad Commissioner,Roman McAllen,DEM,41,37
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,Railroad Commissioner,Chris Spellmon,DEM,27,26
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,62,68
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,60,66
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,62,68
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,63,69
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,62,67
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,"Member, State Board of Education, District No. 2",Michelle Arévalo Dávila,DEM,43,50
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,"Member, State Board of Education, District No. 2","Ruben Cortez, Jr.",DEM,28,20
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,"State Representative,
District No. 43",Dee Ann Torres Miller,DEM,59,69
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,"Chief Justice, 13th Court of Appeals District",Ray Thomas,DEM,19,10
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,"Chief Justice, 13th Court of Appeals District",Dori Contreras,DEM,53,56
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,"Justice, 13th Court of Appeals District, Place No. 2",Nora Longoria,DEM,67,70
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,"Justice, 13th Court of Appeals District, Place No. 4",Rudy Delgado,DEM,61,68
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,"Justice, 13th Court of Appeals District, Place No. 5",Gina Benavides,DEM,63,69
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,County Clerk,Gracie Alaniz-Gonzales,DEM,67,69
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,Proposition #1,Yes,DEM,71,73
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,Proposition #1,No,DEM,3,1
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,Proposition #2,Yes,DEM,68,71
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,Proposition #2,No,DEM,6,3
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,Proposition #3,Yes,DEM,69,74
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,Proposition #3,No,DEM,5,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,Proposition #4,Yes,DEM,72,71
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,Proposition #4,No,DEM,2,2
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,Proposition #5,Yes,DEM,70,71
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,Proposition #5,No,DEM,4,2
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,Proposition #6,Yes,DEM,73,73
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,Proposition #6,No,DEM,0,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,Proposition #7,Yes,DEM,71,71
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,Proposition #7,No,DEM,2,3
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,Proposition #8,Yes,DEM,68,67
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,Proposition #8,No,DEM,5,7
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,Proposition #9,Yes,DEM,67,71
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,Proposition #9,No,DEM,6,2
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,Proposition #10,Yes,DEM,70,72
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,Proposition #10,No,DEM,3,2
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,Proposition #11,Yes,DEM,67,72
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,Proposition #11,No,DEM,5,2
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,Proposition #12,Yes,DEM,73,73
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,108,3866,Proposition #12,No,DEM,1,1
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,United States Senator,Beto O'Rourke,DEM,29,33
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,United States Senator,Edward Kimbrough,DEM,9,5
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,United States Senator,Sema Hernandez,DEM,10,18
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,"United States Representative, District No. 27",Ronnie McDonald,DEM,7,4
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,"United States Representative, District No. 27",Raul (Roy) Barrera,DEM,22,22
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,"United States Representative, District No. 27",Vanessa Edwards Foster,DEM,6,22
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,"United States Representative, District No. 27",Eric Holguin,DEM,8,9
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,Governor,"Cedric Davis, Sr.",DEM,3,7
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,Governor,Adrian Ocegueda,DEM,0,5
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,Governor,Lupe Valdez,DEM,14,21
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,Governor,Joe Mumbach,DEM,2,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,Governor,Tom Wakely,DEM,4,1
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,Governor,Andrew White,DEM,12,8
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,Governor,Grady Yarbrough,DEM,5,5
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,Governor,James Jolly Clark,DEM,3,1
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,Governor,Jeffrey Payne,DEM,3,5
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,Lieutenant Governor,Mike Collier,DEM,27,28
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,Lieutenant Governor,Michael Cooper,DEM,19,28
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,Attorney General,Justin Nelson,DEM,45,51
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,Comptroller of Public Accounts,Joi Chevalier,DEM,19,22
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,Comptroller of Public Accounts,Tim Mahoney,DEM,24,32
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,Commissioner of the General Land Office,Miguel Suazo,DEM,28,44
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,Commissioner of the General Land Office,Tex Morgan,DEM,17,11
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,Commissioner of Agriculture,Kim Olson,DEM,46,54
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,Railroad Commissioner,Roman McAllen,DEM,22,28
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,Railroad Commissioner,Chris Spellmon,DEM,23,24
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,44,52
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,43,50
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,41,52
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,46,53
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,45,51
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,"Member, State Board of Education, District No. 2",Michelle Arévalo Dávila,DEM,29,33
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,"Member, State Board of Education, District No. 2","Ruben Cortez, Jr.",DEM,17,22
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,"State Representative,
District No. 43",Dee Ann Torres Miller,DEM,46,54
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,"Chief Justice, 13th Court of Appeals District",Ray Thomas,DEM,19,20
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,"Chief Justice, 13th Court of Appeals District",Dori Contreras,DEM,25,35
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,"Justice, 13th Court of Appeals District, Place No. 2",Nora Longoria,DEM,44,52
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,"Justice, 13th Court of Appeals District, Place No. 4",Rudy Delgado,DEM,43,50
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,"Justice, 13th Court of Appeals District, Place No. 5",Gina Benavides,DEM,41,52
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,County Clerk,Gracie Alaniz-Gonzales,DEM,44,53
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,Proposition #1,Yes,DEM,45,55
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,Proposition #1,No,DEM,1,1
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,Proposition #2,Yes,DEM,40,55
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,Proposition #2,No,DEM,4,2
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,Proposition #3,Yes,DEM,43,52
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,Proposition #3,No,DEM,1,3
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,Proposition #4,Yes,DEM,42,56
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,Proposition #4,No,DEM,2,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,Proposition #5,Yes,DEM,41,55
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,Proposition #5,No,DEM,3,2
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,Proposition #6,Yes,DEM,43,56
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,Proposition #6,No,DEM,0,1
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,Proposition #7,Yes,DEM,39,56
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,Proposition #7,No,DEM,1,1
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,Proposition #8,Yes,DEM,34,50
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,Proposition #8,No,DEM,8,6
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,Proposition #9,Yes,DEM,42,55
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,Proposition #9,No,DEM,0,2
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,Proposition #10,Yes,DEM,42,56
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,Proposition #10,No,DEM,1,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,Proposition #11,Yes,DEM,38,53
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,Proposition #11,No,DEM,5,5
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,Proposition #12,Yes,DEM,40,54
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,109,2824,Proposition #12,No,DEM,3,2
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,United States Senator,Beto O'Rourke,DEM,21,40
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,United States Senator,Edward Kimbrough,DEM,6,6
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,United States Senator,Sema Hernandez,DEM,30,40
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,"United States Representative, District No. 27",Ronnie McDonald,DEM,1,6
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,"United States Representative, District No. 27",Raul (Roy) Barrera,DEM,41,68
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,"United States Representative, District No. 27",Vanessa Edwards Foster,DEM,8,8
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,"United States Representative, District No. 27",Eric Holguin,DEM,5,7
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,Governor,"Cedric Davis, Sr.",DEM,2,4
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,Governor,Adrian Ocegueda,DEM,5,4
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,Governor,Lupe Valdez,DEM,26,49
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,Governor,Joe Mumbach,DEM,3,1
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,Governor,Tom Wakely,DEM,1,6
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,Governor,Andrew White,DEM,7,4
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,Governor,Grady Yarbrough,DEM,5,1
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,Governor,James Jolly Clark,DEM,1,4
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,Governor,Jeffrey Payne,DEM,2,5
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,Lieutenant Governor,Mike Collier,DEM,22,29
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,Lieutenant Governor,Michael Cooper,DEM,30,47
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,Attorney General,Justin Nelson,DEM,46,71
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,Comptroller of Public Accounts,Joi Chevalier,DEM,21,26
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,Comptroller of Public Accounts,Tim Mahoney,DEM,30,49
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,Commissioner of the General Land Office,Miguel Suazo,DEM,42,76
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,Commissioner of the General Land Office,Tex Morgan,DEM,8,7
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,Commissioner of Agriculture,Kim Olson,DEM,43,67
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,Railroad Commissioner,Roman McAllen,DEM,31,53
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,Railroad Commissioner,Chris Spellmon,DEM,15,18
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,45,68
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,43,67
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,43,70
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,43,73
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,43,67
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,"Member, State Board of Education, District No. 2",Michelle Arévalo Dávila,DEM,20,34
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,"Member, State Board of Education, District No. 2","Ruben Cortez, Jr.",DEM,31,52
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,"State Representative,
District No. 43",Dee Ann Torres Miller,DEM,46,72
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,"Chief Justice, 13th Court of Appeals District",Ray Thomas,DEM,12,20
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,"Chief Justice, 13th Court of Appeals District",Dori Contreras,DEM,37,62
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,"Justice, 13th Court of Appeals District, Place No. 2",Nora Longoria,DEM,47,80
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,"Justice, 13th Court of Appeals District, Place No. 4",Rudy Delgado,DEM,48,76
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,"Justice, 13th Court of Appeals District, Place No. 5",Gina Benavides,DEM,49,76
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,County Clerk,Gracie Alaniz-Gonzales,DEM,52,86
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,"Justice of the Peace,
Precinct No. 8","Lupe ""Wally"" Martinez",DEM,2,5
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,"Justice of the Peace,
Precinct No. 8",Elvia L Hernandez,DEM,29,76
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,"Justice of the Peace,
Precinct No. 8",Deanira (Dena) Gonzalez,DEM,31,28
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,Proposition #1,Yes,DEM,56,92
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,Proposition #1,No,DEM,4,5
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,Proposition #2,Yes,DEM,56,89
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,Proposition #2,No,DEM,5,7
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,Proposition #3,Yes,DEM,57,83
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,Proposition #3,No,DEM,4,8
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,Proposition #4,Yes,DEM,59,92
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,Proposition #4,No,DEM,2,1
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,Proposition #5,Yes,DEM,58,88
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,Proposition #5,No,DEM,3,4
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,Proposition #6,Yes,DEM,60,95
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,Proposition #6,No,DEM,2,1
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,Proposition #7,Yes,DEM,58,89
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,Proposition #7,No,DEM,2,2
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,Proposition #8,Yes,DEM,54,84
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,Proposition #8,No,DEM,7,9
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,Proposition #9,Yes,DEM,55,87
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,Proposition #9,No,DEM,5,4
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,Proposition #10,Yes,DEM,57,91
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,Proposition #10,No,DEM,2,4
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,Proposition #11,Yes,DEM,53,87
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,Proposition #11,No,DEM,5,3
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,Proposition #12,Yes,DEM,55,82
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,110,1861,Proposition #12,No,DEM,3,4
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,111,44,United States Senator,Beto O'Rourke,DEM,0,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,111,44,United States Senator,Edward Kimbrough,DEM,0,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,111,44,United States Senator,Sema Hernandez,DEM,0,1
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,111,44,"United States Representative, District No. 27",Ronnie McDonald,DEM,0,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,111,44,"United States Representative, District No. 27",Raul (Roy) Barrera,DEM,0,1
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,111,44,"United States Representative, District No. 27",Vanessa Edwards Foster,DEM,0,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,111,44,"United States Representative, District No. 27",Eric Holguin,DEM,0,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,111,44,Governor,"Cedric Davis, Sr.",DEM,0,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,111,44,Governor,Adrian Ocegueda,DEM,0,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,111,44,Governor,Lupe Valdez,DEM,0,1
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,111,44,Governor,Joe Mumbach,DEM,0,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,111,44,Governor,Tom Wakely,DEM,0,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,111,44,Governor,Andrew White,DEM,0,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,111,44,Governor,Grady Yarbrough,DEM,0,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,111,44,Governor,James Jolly Clark,DEM,0,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,111,44,Governor,Jeffrey Payne,DEM,0,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,111,44,Lieutenant Governor,Mike Collier,DEM,0,1
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,111,44,Lieutenant Governor,Michael Cooper,DEM,0,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,111,44,Attorney General,Justin Nelson,DEM,0,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,111,44,Comptroller of Public Accounts,Joi Chevalier,DEM,0,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,111,44,Comptroller of Public Accounts,Tim Mahoney,DEM,0,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,111,44,Commissioner of the General Land Office,Miguel Suazo,DEM,0,1
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,111,44,Commissioner of the General Land Office,Tex Morgan,DEM,0,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,111,44,Commissioner of Agriculture,Kim Olson,DEM,0,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,111,44,Railroad Commissioner,Roman McAllen,DEM,0,0
San Patricio County,3/6/2018,DEMOCRATIC PRIMARY,,,111,44,Railroad Commissioner,Chris Spellmon,DEM,0,0
