Political Subdivision,Election Date,Election Name,Total Provisional Ballots,Total Provisional Ballots Counted,Precinct Number,Race Name,Candidate Name,Party Code,Early Votes,Election Votes
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",Clarissa Silva,,,79
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",Total,,,79
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",Overvotes,,,0
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",Undervotes,,,37
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",,,,
,,,,,,County Judge,Patrick (Pat) Davis,,,96
,,,,,,County Judge,,,,
,,,,,,County Judge,Total,,,96
,,,,,,County Judge,Overvotes,,,0
,,,,,,County Judge,Undervotes,,,20
,,,,,,County Judge,,,,
,,,,,,County Judge,,,,
,,,,,,Districk Clerk,Janice Sutton,,,86
,,,,,,Districk Clerk,,,,
,,,,,,Districk Clerk,Total,,,86
,,,,,,Districk Clerk,Overvotes,,,0
,,,,,,Districk Clerk,Undervotes,,,30
,,,,,,Districk Clerk,,,,
,,,,,,Districk Clerk,,,,
,,,,,,County Clerk,Lona Ackman,,,86
,,,,,,County Clerk,,,,
,,,,,,County Clerk,Total,,,86
,,,,,,County Clerk,Overvotes,,,0
,,,,,,County Clerk,Undervotes,,,30
,,,,,,County Clerk,,,,
,,,,,,County Clerk,,,,
,,,,,,County Treasurer,Sheryl Barborak,,,42
,,,,,,County Treasurer,Jo Ann Mercer,,,60
,,,,,,County Treasurer,,,,
,,,,,,County Treasurer,Total,,,102
,,,,,,County Treasurer,Overvotes,,,0
,,,,,,County Treasurer,Undervotes,,,14
,,,,,,County Treasurer,,,,
,,,,,,County Treasurer,,,,
,,,,,,County Surveyor,Seth M. Fullilove,,,84
,,,,,,County Surveyor,,,,
,,,,,,County Surveyor,Total,,,84
,,,,,,County Surveyor,Overvotes,,,0
,,,,,,County Surveyor,Undervotes,,,32
,,,,,,County Surveyor,,,,
,,,,,,County Surveyor,,,,
,,,,,,"County Commissioner, Precinct No. 4","Collie Boatright, Jr.",,,99
,,,,,,"County Commissioner, Precinct No. 4",,,,
,,,,,,"County Commissioner, Precinct No. 4",Total,,,99
,,,,,,"County Commissioner, Precinct No. 4",Overvotes,,,0
,,,,,,"County Commissioner, Precinct No. 4",Undervotes,,,17
,,,,,,"County Commissioner, Precinct No. 4",,,,
,,,,,,"County Commissioner, Precinct No. 4",,,,
,,,,,,"Justice of the Peace, Precinct No. 4",Darryl J. Becker,,,95
,,,,,,"Justice of the Peace, Precinct No. 4",,,,
,,,,,,"Justice of the Peace, Precinct No. 4",Total,,,95
,,,,,,"Justice of the Peace, Precinct No. 4",Overvotes,,,0
,,,,,,"Justice of the Peace, Precinct No. 4",Undervotes,,,21
,,,,,,"Justice of the Peace, Precinct No. 4",,,,
,,,,,,"Justice of the Peace, Precinct No. 4",,,,
,,,,,,County Chairman,Richard A. Green Sr.,,,86
,,,,,,County Chairman,,,,
,,,,,,County Chairman,Total,,,86
,,,,,,County Chairman,Overvotes,,,0
,,,,,,County Chairman,Undervotes,,,30
,,,,,,County Chairman,,,,
,,,,,,County Chairman,,,,
,,,,,,Proposition 1 Rep,Yes,,,81
,,,,,,Proposition 1 Rep,No,,,23
,,,,,,Proposition 1 Rep,,,,
,,,,,,Proposition 1 Rep,Total ,,,104
,,,,,,Proposition 1 Rep,Overvotes,,,0
,,,,,,Proposition 1 Rep,Undervotes,,,12
,,,,,,Proposition 1 Rep,,,,
,,,,,,Proposition 1 Rep,,,,
,,,,,,Proposition 2 Rep,Yes,,,105
,,,,,,Proposition 2 Rep,No,,,5
,,,,,,Proposition 2 Rep,,,,
,,,,,,Proposition 2 Rep,Total ,,,110
,,,,,,Proposition 2 Rep,Overvotes,,,0
,,,,,,Proposition 2 Rep,Undervotes,,,6
,,,,,,Proposition 2 Rep,,,,
,,,,,,Proposition 2 Rep,,,,
,,,,,,Proposition 3 Rep,Yes,,,100
,,,,,,Proposition 3 Rep,No,,,8
,,,,,,Proposition 3 Rep,,,,
,,,,,,Proposition 3 Rep,Total ,,,108
,,,,,,Proposition 3 Rep,Overvotes,,,0
,,,,,,Proposition 3 Rep,Undervotes,,,8
,,,,,,Proposition 3 Rep,,,,
,,,,,,Proposition 3 Rep,,,,
,,,,,,Proposition 4 Rep,Yes,,,101
,,,,,,Proposition 4 Rep,No,,,8
,,,,,,Proposition 4 Rep,,,,
,,,,,,Proposition 4 Rep,Total,,,109
,,,,,,Proposition 4 Rep,Overvotes ,,,0
,,,,,,Proposition 4 Rep,Undervotes,,,7
,,,,,,Proposition 4 Rep,,,,
,,,,,,Proposition 4 Rep,,,,
,,,,,,Proposition 5 Rep,Yes,,,95
,,,,,,Proposition 5 Rep,No,,,11
,,,,,,Proposition 5 Rep,,,,
,,,,,,Proposition 5 Rep,Total,,,106
,,,,,,Proposition 5 Rep,Overvotes,,,0
,,,,,,Proposition 5 Rep,Undervotes,,,10
,,,,,,Proposition 5 Rep,,,,
,,,,,,Proposition 5 Rep,,,,
,,,,,,Proposition 6 Rep,Yes,,,103
,,,,,,Proposition 6 Rep,No,,,4
,,,,,,Proposition 6 Rep,,,,
,,,,,,Proposition 6 Rep,Total,,,107
,,,,,,Proposition 6 Rep,Overvotes,,,0
,,,,,,Proposition 6 Rep,Undervotes,,,9
,,,,,,Proposition 6 Rep,,,,
,,,,,,Proposition 6 Rep,,,,
,,,,,,Proposition 7 Rep,Yes,,,84
,,,,,,Proposition 7 Rep,No,,,20
,,,,,,Proposition 7 Rep,,,,
,,,,,,Proposition 7 Rep,Total,,,104
,,,,,,Proposition 7 Rep,Overvotes,,,0
,,,,,,Proposition 7 Rep,Undervotes,,,12
,,,,,,Proposition 7 Rep,,,,
,,,,,,Proposition 7 Rep,,,,
,,,,,,Proposition 8 Rep,Yes,,,106
,,,,,,Proposition 8 Rep,No,,,3
,,,,,,Proposition 8 Rep,,,,
,,,,,,Proposition 8 Rep,Total,,,109
,,,,,,Proposition 8 Rep,Overvotes,,,0
,,,,,,Proposition 8 Rep,Undervotes,,,7
,,,,,,Proposition 8 Rep,,,,
,,,,,,Proposition 8 Rep,,,,
,,,,,,Proposition 9 Rep,Yes,,,101
,,,,,,Proposition 9 Rep,No,,,8
,,,,,,Proposition 9 Rep,,,,
,,,,,,Proposition 9 Rep,Total,,,109
,,,,,,Proposition 9 Rep,Overvotes,,,0
,,,,,,Proposition 9 Rep,Undervotes,,,7
,,,,,,Proposition 9 Rep,,,,
,,,,,,Proposition 9 Rep,,,,
,,,,,,Proposition 10 Rep,Yes,,,105
,,,,,,Proposition 10 Rep,No,,,2
,,,,,,Proposition 10 Rep,,,,
,,,,,,Proposition 10 Rep,Total,,,107
,,,,,,Proposition 10 Rep,Overvotes,,,0
,,,,,,Proposition 10 Rep,Undervotes,,,9
,,,,,,Proposition 10 Rep,,,,
,,,,,,Proposition 11 Rep,Yes,,,89
,,,,,,Proposition 11 Rep,No,,,18
,,,,,,Proposition 11 Rep,,,,
,,,,,,Proposition 11 Rep,Total,,,107
,,,,,,Proposition 11 Rep,Overvotes,,,0
,,,,,,Proposition 11 Rep,Undervotes,,,9
,,,,,,Proposition 11 Rep,,,,
,,,,,,Proposition 11 Rep,,,,
,,,,,5,United State Senator,Bruce Jacobson Jr.,,,9
,,,,,,United State Senator,Red Cruz,,,88
,,,,,,United State Senator,Mary Miller,,,4
,,,,,,United State Senator,Stefano De Stefano,,,1
,,,,,,United State Senator,Geraldine Sam,,,0
,,,,,,United State Senator,,,,
,,,,,,United State Senator,Total,,,102
,,,,,,United State Senator,Overvotes,,,0
,,,,,,United State Senator,Undervotes,,,3
,,,,,,United State Senator,,,,
,,,,,,United State Senator,,,,
,,,,,,"US Representative, District 34",Rey Gonzalez,,,75
,,,,,,"US Representative, District 34",,,,
,,,,,,"US Representative, District 34",Total,,,75
,,,,,,"US Representative, District 34",Overvotes,,,0
,,,,,,"US Representative, District 34",Undervotes,,,30
,,,,,,"US Representative, District 34",,,,
,,,,,,"US Representative, District 34",,,,
,,,,,,Governor,Greg Abbott,,,98
,,,,,,Governor,Barbara Krueger,,,4
,,,,,,Governor,SECEDE Kilgore,,,0
,,,,,,Governor,,,,
,,,,,,Governor,Total,,,102
,,,,,,Governor,Overvotes,,,0
,,,,,,Governor,Undervotes,,,3
,,,,,,Governor,,,,
,,,,,,Governor,,,,
,,,,,,Lieutenant Governor,Scott Milder,,,24
,,,,,,Lieutenant Governor,Dan Patrick,,,77
,,,,,,Lieutenant Governor,,,,
,,,,,,Lieutenant Governor,Total,,,101
,,,,,,Lieutenant Governor,Overvotes,,,0
,,,,,,Lieutenant Governor,Undervotes,,,4
,,,,,,Lieutenant Governor,,,,
,,,,,,Lieutenant Governor,,,,
,,,,,,Attorney General,Ken Paxton,,,88
,,,,,,Attorney General,,,,
,,,,,,Attorney General,Total,,,88
,,,,,,Attorney General,Overvotes,,,0
,,,,,,Attorney General,Undervotes,,,17
,,,,,,Attorney General,,,,
,,,,,,Attorney General,,,,
,,,,,,Comptroller of Public Accounts,Glenn Hegar,,,89
,,,,,,Comptroller of Public Accounts,,,,
,,,,,,Comptroller of Public Accounts,Total,,,89
,,,,,,Comptroller of Public Accounts,Overvotes,,,0
,,,,,,Comptroller of Public Accounts,Undervotes,,,16
,,,,,,Comptroller of Public Accounts,,,,
,,,,,,Comptroller of Public Accounts,,,,
,,,,,,Commissioner of the General Land Office,George P. Bush,,,57
,,,,,,Commissioner of the General Land Office,Jerry Patterson,,,34
,,,,,,Commissioner of the General Land Office,Rick Range,,,6
,,,,,,Commissioner of the General Land Office,Davey Edwards,,,1
,,,,,,Commissioner of the General Land Office,,,,
,,,,,,Commissioner of the General Land Office,Total,,,98
,,,,,,Commissioner of the General Land Office,Overvotes,,,0
,,,,,,Commissioner of the General Land Office,Undervotes,,,7
,,,,,,Commissioner of the General Land Office,,,,
,,,,,,Commissioner of the General Land Office,,,,
,,,,,,Commissioner of Agriculture,Trey Blocker,,,33
,,,,,,Commissioner of Agriculture,Jim Hogan,,,20
,,,,,,Commissioner of Agriculture,Sid Miller,,,40
,,,,,,Commissioner of Agriculture,,,,
,,,,,,Commissioner of Agriculture,Total ,,,93
,,,,,,Commissioner of Agriculture,Overvotes,,,1
,,,,,,Commissioner of Agriculture,Undervotes,,,11
,,,,,,Commissioner of Agriculture,,,,
,,,,,,Commissioner of Agriculture,,,,
,,,,,,Railroad Commissioner,Weston Martinez,,,20
,,,,,,Railroad Commissioner,Christi Craddick,,,69
,,,,,,Railroad Commissioner,,,,
,,,,,,Railroad Commissioner,Total,,,89
,,,,,,Railroad Commissioner,Overvotes,,,2
,,,,,,Railroad Commissioner,Undervotes,,,14
,,,,,,Railroad Commissioner,,,,
,,,,,,Railroad Commissioner,,,,
,,,,,,"Justice, Supreme Court, Place 2",Jimmy Blacklock,,,80
,,,,,,"Justice, Supreme Court, Place 2",,,,
,,,,,,"Justice, Supreme Court, Place 2",Total,,,80
,,,,,,"Justice, Supreme Court, Place 2",Overvotes,,,0
,,,,,,"Justice, Supreme Court, Place 2",Undervotes,,,25
,,,,,,"Justice, Supreme Court, Place 2",,,,
,,,,,,"Justice, Supreme Court, Place 2",,,,
,,,,,,"Justice, Supreme Court, Place 4",John Devine,,,81
,,,,,,"Justice, Supreme Court, Place 4",,,,
,,,,,,"Justice, Supreme Court, Place 4",Total,,,81
,,,,,,"Justice, Supreme Court, Place 4",Overvotes,,,0
,,,,,,"Justice, Supreme Court, Place 4",Undervotes,,,24
,,,,,,"Justice, Supreme Court, Place 4",,,,
,,,,,,"Justice, Supreme Court, Place 4",,,,
,,,,,,"Justice, Supreme Court, Place 6",Jeff Brown,,,82
,,,,,,"Justice, Supreme Court, Place 6",,,,
,,,,,,"Justice, Supreme Court, Place 6",Total,,,82
,,,,,,"Justice, Supreme Court, Place 6",Overvotes,,,0
,,,,,,"Justice, Supreme Court, Place 6",Undervotes,,,23
,,,,,,"Justice, Supreme Court, Place 6",,,,
,,,,,,"Justice, Supreme Court, Place 6",,,,
,,,,,,"Presiding Judge, Ct of Criminal Appeals",David Bridges,,,53
,,,,,,"Presiding Judge, Ct of Criminal Appeals",Sharon Keller,,,33
,,,,,,"Presiding Judge, Ct of Criminal Appeals",,,,
,,,,,,"Presiding Judge, Ct of Criminal Appeals",Total,,,86
,,,,,,"Presiding Judge, Ct of Criminal Appeals",Overvotes,,,0
,,,,,,"Presiding Judge, Ct of Criminal Appeals",Undervotes,,,19
,,,,,,"Presiding Judge, Ct of Criminal Appeals",,,,
,,,,,,"Presiding Judge, Ct of Criminal Appeals",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",Barbara Parker Hervey,,,79
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",Total,,,79
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",Overvotes,,,0
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",Undervotes,,,26
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Jay Brandon,,,36
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Dib Waldrip,,,19
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Michelle Slaughter,,,33
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Total,,,88
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Overvotes,,,0
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Undervotes,,,17
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",,,,
,,,,,,"State Representative, District 17",John P. Cyrier,,,88
,,,,,,"State Representative, District 17",,,,
,,,,,,"State Representative, District 17",Total,,,88
,,,,,,"State Representative, District 17",Overvotes,,,0
,,,,,,"State Representative, District 17",Undervotes,,,17
,,,,,,"State Representative, District 17",,,,
,,,,,,"State Representative, District 17",,,,
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",Ernie Aliseda,,,82
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",,,,
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",Total,,,82
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",Overvotes,,,0
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",Undervotes,,,23
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",,,,
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",Greg Perkes,,,81
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",Total,,,81
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",Overvotes,,,0
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",Undervotes,,,24
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 4",Jaime Tijerina,,,80
,,,,,,"Justice, 13th Ct of App Dist, Pl 4",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 4",Total,,,80
,,,,,,"Justice, 13th Ct of App Dist, Pl 4",Overvotes,,,0
,,,,,,"Justice, 13th Ct of App Dist, Pl 4",Undervotes,,,25
,,,,,,"Justice, 13th Ct of App Dist, Pl 4",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",Clarissa Silva,,,77
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",Total,,,77
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",Overvotes,,,0
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",Undervotes,,,28
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",,,,
,,,,,,County Judge,Patrick (Pat) Davis,,,89
,,,,,,County Judge,,,,
,,,,,,County Judge,Total,,,89
,,,,,,County Judge,Overvotes,,,0
,,,,,,County Judge,Undervotes,,,16
,,,,,,County Judge,,,,
,,,,,,County Judge,,,,
,,,,,,Districk Clerk,Janice Sutton,,,88
,,,,,,Districk Clerk,,,,
,,,,,,Districk Clerk,Total,,,88
,,,,,,Districk Clerk,Overvotes,,,0
,,,,,,Districk Clerk,Undervotes,,,17
,,,,,,Districk Clerk,,,,
,,,,,,Districk Clerk,,,,
,,,,,,County Clerk,Lona Ackman,,,83
,,,,,,County Clerk,,,,
,,,,,,County Clerk,Total,,,83
,,,,,,County Clerk,Overvotes,,,0
,,,,,,County Clerk,Undervotes,,,22
,,,,,,County Clerk,,,,
,,,,,,County Clerk,,,,
,,,,,,County Treasurer,Sheryl Barborak,,,50
,,,,,,County Treasurer,Jo Ann Mercer,,,43
,,,,,,County Treasurer,,,,
,,,,,,County Treasurer,Total,,,93
,,,,,,County Treasurer,Overvotes,,,0
,,,,,,County Treasurer,Undervotes,,,12
,,,,,,County Treasurer,,,,
,,,,,,County Treasurer,,,,
,,,,,,County Surveyor,Seth M. Fullilove,,,82
,,,,,,County Surveyor,,,,
,,,,,,County Surveyor,Total,,,82
,,,,,,County Surveyor,Overvotes,,,0
,,,,,,County Surveyor,Undervotes,,,23
,,,,,,County Surveyor,,,,
,,,,,,County Surveyor,,,,
,,,,,,"Justice of the Peace, Precinct No. 1",Deidra D. Voigt,,,81
,,,,,,"Justice of the Peace, Precinct No. 1",,,,
,,,,,,"Justice of the Peace, Precinct No. 1",Total,,,81
,,,,,,"Justice of the Peace, Precinct No. 1",Overvotes,,,0
,,,,,,"Justice of the Peace, Precinct No. 1",Undervotes,,,24
,,,,,,"Justice of the Peace, Precinct No. 1",,,,
,,,,,,"Justice of the Peace, Precinct No. 1",,,,
,,,,,,County Chairman,Richard A. Green Sr.,,,80
,,,,,,County Chairman,,,,
,,,,,,County Chairman,Total,,,80
,,,,,,County Chairman,Overvotes,,,0
,,,,,,County Chairman,Undervotes,,,25
,,,,,,County Chairman,,,,
,,,,,,County Chairman,,,,
,,,,,,Proposition 1 Rep,Yes,,,72
,,,,,,Proposition 1 Rep,No,,,27
,,,,,,Proposition 1 Rep,,,,
,,,,,,Proposition 1 Rep,Total ,,,99
,,,,,,Proposition 1 Rep,Overvotes,,,0
,,,,,,Proposition 1 Rep,Undervotes,,,6
,,,,,,Proposition 1 Rep,,,,
,,,,,,Proposition 1 Rep,,,,
,,,,,,Proposition 2 Rep,Yes,,,97
,,,,,,Proposition 2 Rep,No,,,5
,,,,,,Proposition 2 Rep,,,,
,,,,,,Proposition 2 Rep,Total ,,,102
,,,,,,Proposition 2 Rep,Overvotes,,,0
,,,,,,Proposition 2 Rep,Undervotes,,,3
,,,,,,Proposition 2 Rep,,,,
,,,,,,Proposition 2 Rep,,,,
,,,,,,Proposition 3 Rep,Yes,,,92
,,,,,,Proposition 3 Rep,No,,,8
,,,,,,Proposition 3 Rep,,,,
,,,,,,Proposition 3 Rep,Total ,,,100
,,,,,,Proposition 3 Rep,Overvotes,,,0
,,,,,,Proposition 3 Rep,Undervotes,,,5
,,,,,,Proposition 3 Rep,,,,
,,,,,,Proposition 3 Rep,,,,
,,,,,,Proposition 4 Rep,Yes,,,89
,,,,,,Proposition 4 Rep,No,,,13
,,,,,,Proposition 4 Rep,,,,
,,,,,,Proposition 4 Rep,Total,,,102
,,,,,,Proposition 4 Rep,Overvotes ,,,0
,,,,,,Proposition 4 Rep,Undervotes,,,3
,,,,,,Proposition 4 Rep,,,,
,,,,,,Proposition 4 Rep,,,,
,,,,,,Proposition 5 Rep,Yes,,,78
,,,,,,Proposition 5 Rep,No,,,24
,,,,,,Proposition 5 Rep,,,,
,,,,,,Proposition 5 Rep,Total,,,102
,,,,,,Proposition 5 Rep,Overvotes,,,0
,,,,,,Proposition 5 Rep,Undervotes,,,3
,,,,,,Proposition 5 Rep,,,,
,,,,,,Proposition 5 Rep,,,,
,,,,,,Proposition 6 Rep,Yes,,,95
,,,,,,Proposition 6 Rep,No,,,7
,,,,,,Proposition 6 Rep,,,,
,,,,,,Proposition 6 Rep,Total,,,102
,,,,,,Proposition 6 Rep,Overvotes,,,0
,,,,,,Proposition 6 Rep,Undervotes,,,3
,,,,,,Proposition 6 Rep,,,,
,,,,,,Proposition 6 Rep,,,,
,,,,,,Proposition 7 Rep,Yes,,,66
,,,,,,Proposition 7 Rep,No,,,30
,,,,,,Proposition 7 Rep,,,,
,,,,,,Proposition 7 Rep,Total,,,96
,,,,,,Proposition 7 Rep,Overvotes,,,0
,,,,,,Proposition 7 Rep,Undervotes,,,9
,,,,,,Proposition 7 Rep,,,,
,,,,,,Proposition 7 Rep,,,,
,,,,,,Proposition 8 Rep,Yes,,,101
,,,,,,Proposition 8 Rep,No,,,2
,,,,,,Proposition 8 Rep,,,,
,,,,,,Proposition 8 Rep,Total,,,103
,,,,,,Proposition 8 Rep,Overvotes,,,0
,,,,,,Proposition 8 Rep,Undervotes,,,2
,,,,,,Proposition 8 Rep,,,,
,,,,,,Proposition 8 Rep,,,,
,,,,,,Proposition 9 Rep,Yes,,,92
,,,,,,Proposition 9 Rep,No,,,9
,,,,,,Proposition 9 Rep,,,,
,,,,,,Proposition 9 Rep,Total,,,101
,,,,,,Proposition 9 Rep,Overvotes,,,0
,,,,,,Proposition 9 Rep,Undervotes,,,4
,,,,,,Proposition 9 Rep,,,,
,,,,,,Proposition 9 Rep,,,,
,,,,,,Proposition 10 Rep,Yes,,,100
,,,,,,Proposition 10 Rep,No,,,2
,,,,,,Proposition 10 Rep,,,,
,,,,,,Proposition 10 Rep,Total,,,102
,,,,,,Proposition 10 Rep,Overvotes,,,0
,,,,,,Proposition 10 Rep,Undervotes,,,3
,,,,,,Proposition 10 Rep,,,,
,,,,,,Proposition 11 Rep,Yes,,,91
,,,,,,Proposition 11 Rep,No,,,13
,,,,,,Proposition 11 Rep,,,,
,,,,,,Proposition 11 Rep,Total,,,104
,,,,,,Proposition 11 Rep,Overvotes,,,0
,,,,,,Proposition 11 Rep,Undervotes,,,1
,,,,,,Proposition 11 Rep,,,,
,,,,,,Proposition 11 Rep,,,,
,,,,,7,United State Senator,Bruce Jacobson Jr.,,,0
,,,,,,United State Senator,Red Cruz,,,66
,,,,,,United State Senator,Mary Miller,,,0
,,,,,,United State Senator,Stefano De Stefano,,,1
,,,,,,United State Senator,Geraldine Sam,,,0
,,,,,,United State Senator,,,,
,,,,,,United State Senator,Total,,,67
,,,,,,United State Senator,Overvotes,,,0
,,,,,,United State Senator,Undervotes,,,4
,,,,,,United State Senator,,,,
,,,,,,United State Senator,,,,
,,,,,,"US Representative, District 27",Eddie Gassman,,,6
,,,,,,"US Representative, District 27",Jerry Hall,,,2
,,,,,,"US Representative, District 27",Bech Bruun,,,20
,,,,,,"US Representative, District 27",Christopher K. Mapp,,,5
,,,,,,"US Representative, District 27",John Grunwald,,,6
,,,,,,"US Representative, District 27",Michael Cloud,,,20
,,,,,,"US Representative, District 27",,,,
,,,,,,"US Representative, District 27",Total,,,59
,,,,,,"US Representative, District 27",Overvotes,,,0
,,,,,,"US Representative, District 27",Undervotes,,,12
,,,,,,"US Representative, District 27",,,,
,,,,,,"US Representative, District 27",,,,
,,,,,,Governor,Greg Abbott,,,62
,,,,,,Governor,Barbara Krueger,,,3
,,,,,,Governor,SECEDE Kilgore,,,1
,,,,,,Governor,,,,
,,,,,,Governor,Total,,,66
,,,,,,Governor,Overvotes,,,0
,,,,,,Governor,Undervotes,,,5
,,,,,,Governor,,,,
,,,,,,Governor,,,,
,,,,,,Lieutenant Governor,Scott Milder,,,11
,,,,,,Lieutenant Governor,Dan Patrick,,,57
,,,,,,Lieutenant Governor,,,,
,,,,,,Lieutenant Governor,Total,,,68
,,,,,,Lieutenant Governor,Overvotes,,,0
,,,,,,Lieutenant Governor,Undervotes,,,3
,,,,,,Lieutenant Governor,,,,
,,,,,,Lieutenant Governor,,,,
,,,,,,Attorney General,Ken Paxton,,,60
,,,,,,Attorney General,,,,
,,,,,,Attorney General,Total,,,60
,,,,,,Attorney General,Overvotes,,,0
,,,,,,Attorney General,Undervotes,,,11
,,,,,,Attorney General,,,,
,,,,,,Attorney General,,,,
,,,,,,Comptroller of Public Accounts,Glenn Hegar,,,59
,,,,,,Comptroller of Public Accounts,,,,
,,,,,,Comptroller of Public Accounts,Total,,,59
,,,,,,Comptroller of Public Accounts,Overvotes,,,0
,,,,,,Comptroller of Public Accounts,Undervotes,,,12
,,,,,,Comptroller of Public Accounts,,,,
,,,,,,Comptroller of Public Accounts,,,,
,,,,,,Commissioner of the General Land Office,George P. Bush,,,38
,,,,,,Commissioner of the General Land Office,Jerry Patterson,,,18
,,,,,,Commissioner of the General Land Office,Rick Range,,,7
,,,,,,Commissioner of the General Land Office,Davey Edwards,,,0
,,,,,,Commissioner of the General Land Office,,,,
,,,,,,Commissioner of the General Land Office,Total,,,63
,,,,,,Commissioner of the General Land Office,Overvotes,,,0
,,,,,,Commissioner of the General Land Office,Undervotes,,,8
,,,,,,Commissioner of the General Land Office,,,,
,,,,,,Commissioner of the General Land Office,,,,
,,,,,,Commissioner of Agriculture,Trey Blocker,,,12
,,,,,,Commissioner of Agriculture,Jim Hogan,,,14
,,,,,,Commissioner of Agriculture,Sid Miller,,,37
,,,,,,Commissioner of Agriculture,,,,
,,,,,,Commissioner of Agriculture,Total ,,,63
,,,,,,Commissioner of Agriculture,Overvotes,,,0
,,,,,,Commissioner of Agriculture,Undervotes,,,8
,,,,,,Commissioner of Agriculture,,,,
,,,,,,Commissioner of Agriculture,,,,
,,,,,,Railroad Commissioner,Weston Martinez,,,5
,,,,,,Railroad Commissioner,Christi Craddick,,,59
,,,,,,Railroad Commissioner,,,,
,,,,,,Railroad Commissioner,Total,,,62
,,,,,,Railroad Commissioner,Overvotes,,,0
,,,,,,Railroad Commissioner,Undervotes,,,9
,,,,,,Railroad Commissioner,,,,
,,,,,,Railroad Commissioner,,,,
,,,,,,"Justice, Supreme Court, Place 2",Jimmy Blacklock,,,52
,,,,,,"Justice, Supreme Court, Place 2",,,,
,,,,,,"Justice, Supreme Court, Place 2",Total,,,52
,,,,,,"Justice, Supreme Court, Place 2",Overvotes,,,0
,,,,,,"Justice, Supreme Court, Place 2",Undervotes,,,19
,,,,,,"Justice, Supreme Court, Place 2",,,,
,,,,,,"Justice, Supreme Court, Place 2",,,,
,,,,,,"Justice, Supreme Court, Place 4",John Devine,,,53
,,,,,,"Justice, Supreme Court, Place 4",,,,
,,,,,,"Justice, Supreme Court, Place 4",Total,,,53
,,,,,,"Justice, Supreme Court, Place 4",Overvotes,,,0
,,,,,,"Justice, Supreme Court, Place 4",Undervotes,,,18
,,,,,,"Justice, Supreme Court, Place 4",,,,
,,,,,,"Justice, Supreme Court, Place 4",,,,
,,,,,,"Justice, Supreme Court, Place 6",Jeff Brown,,,55
,,,,,,"Justice, Supreme Court, Place 6",,,,
,,,,,,"Justice, Supreme Court, Place 6",Total,,,55
,,,,,,"Justice, Supreme Court, Place 6",Overvotes,,,0
,,,,,,"Justice, Supreme Court, Place 6",Undervotes,,,16
,,,,,,"Justice, Supreme Court, Place 6",,,,
,,,,,,"Justice, Supreme Court, Place 6",,,,
,,,,,,"Presiding Judge, Ct of Criminal Appeals",David Bridges,,,32
,,,,,,"Presiding Judge, Ct of Criminal Appeals",Sharon Keller,,,25
