political subdivision,election date,election name,total provisional ballots,total prov. Ballots counted,precinct number,reg voters,race name,candidate name,Choice Party,early votes,election votes
Reagan County,11/6/2018,General Election,0,0,4 - BS 11,0,"Judge, Court of Criminal Appeals,
Place 7",Ramona Franklin,DEM,1,0
Reagan County,11/6/2018,General Election,0,0,4 - BS 11,0,"Judge, Court of Criminal Appeals,
Place 8",Michelle Slaughter,REP,8,3
Reagan County,11/6/2018,General Election,0,0,4 - BS 11,0,"Judge, Court of Criminal Appeals,
Place 8",Mark Ash,LIB,1,0
Reagan County,11/6/2018,General Election,0,0,4 - BS 11,0,"State Representative, 
District No. 72",Drew Darby,REP,8,3
Reagan County,11/6/2018,General Election,0,0,4 - BS 11,0,"Justice, 8th Court of Appeals
District, Place No. 2",Yvonne Rodriguez,DEM,4,0
Reagan County,11/6/2018,General Election,0,0,4 - BS 11,0,"Justice, 8th Court of Appeals
District, Place No. 3",Gina M. Palafox,DEM,3,0
Reagan County,11/6/2018,General Election,0,0,4 - BS 11,0,"District Judge, 112th Judicial District","Pedro (Pete) Gomez, Jr.",DEM,4,1
Reagan County ISD,11/6/2018,School Trustee Election,0,0,4 - BS 11,0,"SCHOOL TRUSTEE ELECTION
District 6 - Four Year Term",Justin MacGregor,,1,1
Reagan County ISD,11/6/2018,School Trustee Election,0,0,4 - BS 11,0,"SCHOOL TRUSTEE ELECTION
District 6 - Four Year Term",Mark Noland,,5,0
Reagan County ISD,11/6/2018,School Trustee Election,0,0,4 - BS 11,0,"SCHOOL TRUSTEE ELECTION
District 6 - Four Year Term",Aaron Gunnels,,4,2
Reagan County ISD,11/6/2018,Special Election,0,0,4 - BS 11,0,"REAGAN COUNTY ISD
PROPOSITION A",FOR,,6,0
Reagan County ISD,11/6/2018,Special Election,0,0,4 - BS 11,0,"REAGAN COUNTY ISD
PROPOSITION A",AGAINST,,4,3
City of Big Lake,11/6/2018,Special Election,0,0,4 - BS 11,0,"CITY OF BIG LAKE, TEXAS
PROPOSITION A",FOR,,5,2
City of Big Lake,11/6/2018,Special Election,0,0,4 - BS 11,0,"CITY OF BIG LAKE, TEXAS
PROPOSITION A",AGAINST,,5,1
Reagan County,11/6/2018,General Election,0,0,4 - BS 13,0,Straight Party,Republican Party    REP,REP,16,6
Reagan County,11/6/2018,General Election,0,0,4 - BS 13,0,Straight Party,Democratic Party   DEM,DEM,0,0
Reagan County,11/6/2018,General Election,0,0,4 - BS 13,0,Straight Party,Libertarian Party    LIB,LIB,0,0
Reagan County,11/6/2018,General Election,0,0,4 - BS 13,0,United States Senator,Ted Cruz,REP,28,6
Reagan County,11/6/2018,General Election,0,0,4 - BS 13,0,United States Senator,Beto O'Rourke,DEM,0,0
Reagan County,11/6/2018,General Election,0,0,4 - BS 13,0,United States Senator,Neal M. Dikeman,LIB,0,0
Reagan County,11/6/2018,General Election,0,0,4 - BS 13,0,"United States Representative,
District No. 23",Will Hurd,REP,26,6
Reagan County,11/6/2018,General Election,0,0,4 - BS 13,0,"United States Representative,
District No. 23",Gina Ortiz Jones,DEM,0,0
Reagan County,11/6/2018,General Election,0,0,4 - BS 13,0,"United States Representative,
District No. 23",Ruben Corvalan,LIB,0,0
Reagan County,11/6/2018,General Election,0,0,4 - BS 13,0,Governor,Greg Abbott,REP,28,6
Reagan County,11/6/2018,General Election,0,0,4 - BS 13,0,Governor,Lupe Valdez,DEM,0,0
Reagan County,11/6/2018,General Election,0,0,4 - BS 13,0,Governor,Mark Jay Tippetts,LIB,0,0
Reagan County,11/6/2018,General Election,0,0,4 - BS 13,0,Lieutenant Governor,Dan Patrick,REP,28,6
Reagan County,11/6/2018,General Election,0,0,4 - BS 13,0,Lieutenant Governor,Mike Collier,DEM,0,0
Reagan County,11/6/2018,General Election,0,0,4 - BS 13,0,Lieutenant Governor,Kerry Douglas McKennon,LIB,0,0
Reagan County,11/6/2018,General Election,0,0,4 - BS 13,0,Attorney General,Ken Paxton,REP,28,6
Reagan County,11/6/2018,General Election,0,0,4 - BS 13,0,Attorney General,Justin Nelson,DEM,0,0
Reagan County,11/6/2018,General Election,0,0,4 - BS 13,0,Attorney General,Michael Ray Harris,LIB,0,0
Reagan County,11/6/2018,General Election,0,0,4 - BS 13,0,Comptroller of Public Accounts,Glenn Hegar,REP,28,6
Reagan County,11/6/2018,General Election,0,0,4 - BS 13,0,Comptroller of Public Accounts,Joi Chevalier,DEM,0,0
Reagan County,11/6/2018,General Election,0,0,4 - BS 13,0,Comptroller of Public Accounts,Ben Sanders,LIB,0,0
Reagan County,11/6/2018,General Election,0,0,4 - BS 13,0,"Commissioner of the General
Land Office",George P. Bush,REP,28,6
Reagan County,11/6/2018,General Election,0,0,4 - BS 13,0,"Commissioner of the General
Land Office",Miguel Suazo,DEM,0,0
Reagan County,11/6/2018,General Election,0,0,4 - BS 13,0,"Commissioner of the General
Land Office",Matt Piña,LIB,0,0
Reagan County,11/6/2018,General Election,0,0,4 - BS 13,0,Commissioner of Agriculture,Sid Miller,REP,28,6
Reagan County,11/6/2018,General Election,0,0,4 - BS 13,0,Commissioner of Agriculture,Kim Olson,DEM,0,0
Reagan County,11/6/2018,General Election,0,0,4 - BS 13,0,Commissioner of Agriculture,Richard Carpenter,LIB,0,0
Reagan County,11/6/2018,General Election,0,0,4 - BS 13,0,Railroad Commissioner,Christi Craddick,REP,27,6
Reagan County,11/6/2018,General Election,0,0,4 - BS 13,0,Railroad Commissioner,Roman McAllen,DEM,0,0
Reagan County,11/6/2018,General Election,0,0,4 - BS 13,0,Railroad Commissioner,Mike Wright,LIB,1,0
Reagan County,11/6/2018,General Election,0,0,4 - BS 13,0,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,26,6
Reagan County,11/6/2018,General Election,0,0,4 - BS 13,0,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,0,0
Reagan County,11/6/2018,General Election,0,0,4 - BS 13,0,"Justice, Supreme Court, Place 4",John Devine,REP,26,6
Reagan County,11/6/2018,General Election,0,0,4 - BS 13,0,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,0,0
Reagan County,11/6/2018,General Election,0,0,4 - BS 13,0,"Justice, Supreme Court, Place 6",Jeff Brown,REP,26,6
Reagan County,11/6/2018,General Election,0,0,4 - BS 13,0,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,0,0
Reagan County,11/6/2018,General Election,0,0,4 - BS 13,0,"Presiding Judge, Court of
Criminal Appeals",Sharon Keller,REP,26,6
Reagan County,11/6/2018,General Election,0,0,4 - BS 13,0,"Presiding Judge, Court of
Criminal Appeals",Maria T. (Terri) Jackson,DEM,0,0
Reagan County,11/6/2018,General Election,0,0,4 - BS 13,0,"Presiding Judge, Court of
Criminal Appeals",William Bryan Strange III,LIB,0,0
Reagan County,11/6/2018,General Election,0,0,4 - BS 13,0,"Judge, Court of Criminal Appeals,
Place 7",Barbara Parker Hervey,REP,26,6
Reagan County,11/6/2018,General Election,0,0,4 - BS 13,0,"Judge, Court of Criminal Appeals,
Place 7",Ramona Franklin,DEM,0,0
Reagan County,11/6/2018,General Election,0,0,4 - BS 13,0,"Judge, Court of Criminal Appeals,
Place 8",Michelle Slaughter,REP,26,6
Reagan County,11/6/2018,General Election,0,0,4 - BS 13,0,"Judge, Court of Criminal Appeals,
Place 8",Mark Ash,LIB,0,0
Reagan County,11/6/2018,General Election,0,0,4 - BS 13,0,"State Representative, 
District No. 72",Drew Darby,REP,28,6
Reagan County,11/6/2018,General Election,0,0,4 - BS 13,0,"Justice, 8th Court of Appeals
District, Place No. 2",Yvonne Rodriguez,DEM,1,0
Reagan County,11/6/2018,General Election,0,0,4 - BS 13,0,"Justice, 8th Court of Appeals
District, Place No. 3",Gina M. Palafox,DEM,1,0
Reagan County,11/6/2018,General Election,0,0,4 - BS 13,0,"District Judge, 112th Judicial District","Pedro (Pete) Gomez, Jr.",DEM,5,0
Reagan County ISD,11/6/2018,Special Election,0,0,4 - BS 13,0,"REAGAN COUNTY ISD
PROPOSITION A",FOR,,17,5
Reagan County ISD,11/6/2018,Special Election,0,0,4 - BS 13,0,"REAGAN COUNTY ISD
PROPOSITION A",AGAINST,,8,1
Reagan County,11/6/2018,General Election,0,0,4 - BS 14,0,Straight Party,Republican Party    REP,REP,67,26
Reagan County,11/6/2018,General Election,0,0,4 - BS 14,0,Straight Party,Democratic Party   DEM,DEM,11,7
Reagan County,11/6/2018,General Election,0,0,4 - BS 14,0,Straight Party,Libertarian Party    LIB,LIB,1,0
Reagan County,11/6/2018,General Election,0,0,4 - BS 14,0,United States Senator,Ted Cruz,REP,84,34
Reagan County,11/6/2018,General Election,0,0,4 - BS 14,0,United States Senator,Beto O'Rourke,DEM,18,12
Reagan County,11/6/2018,General Election,0,0,4 - BS 14,0,United States Senator,Neal M. Dikeman,LIB,1,0
Reagan County,11/6/2018,General Election,0,0,4 - BS 14,0,"United States Representative,
District No. 23",Will Hurd,REP,84,34
Reagan County,11/6/2018,General Election,0,0,4 - BS 14,0,"United States Representative,
District No. 23",Gina Ortiz Jones,DEM,18,12
Reagan County,11/6/2018,General Election,0,0,4 - BS 14,0,"United States Representative,
District No. 23",Ruben Corvalan,LIB,0,0
Reagan County,11/6/2018,General Election,0,0,4 - BS 14,0,Governor,Greg Abbott,REP,86,33
Reagan County,11/6/2018,General Election,0,0,4 - BS 14,0,Governor,Lupe Valdez,DEM,18,13
Reagan County,11/6/2018,General Election,0,0,4 - BS 14,0,Governor,Mark Jay Tippetts,LIB,0,1
Reagan County,11/6/2018,General Election,0,0,4 - BS 14,0,Lieutenant Governor,Dan Patrick,REP,80,36
Reagan County,11/6/2018,General Election,0,0,4 - BS 14,0,Lieutenant Governor,Mike Collier,DEM,19,11
Reagan County,11/6/2018,General Election,0,0,4 - BS 14,0,Lieutenant Governor,Kerry Douglas McKennon,LIB,2,0
Reagan County,11/6/2018,General Election,0,0,4 - BS 14,0,Attorney General,Ken Paxton,REP,78,37
Reagan County,11/6/2018,General Election,0,0,4 - BS 14,0,Attorney General,Justin Nelson,DEM,18,9
Reagan County,11/6/2018,General Election,0,0,4 - BS 14,0,Attorney General,Michael Ray Harris,LIB,2,1
Reagan County,11/6/2018,General Election,0,0,4 - BS 14,0,Comptroller of Public Accounts,Glenn Hegar,REP,80,35
Reagan County,11/6/2018,General Election,0,0,4 - BS 14,0,Comptroller of Public Accounts,Joi Chevalier,DEM,16,9
Reagan County,11/6/2018,General Election,0,0,4 - BS 14,0,Comptroller of Public Accounts,Ben Sanders,LIB,2,2
Reagan County,11/6/2018,General Election,0,0,4 - BS 14,0,"Commissioner of the General
Land Office",George P. Bush,REP,80,34
Reagan County,11/6/2018,General Election,0,0,4 - BS 14,0,"Commissioner of the General
Land Office",Miguel Suazo,DEM,16,10
Reagan County,11/6/2018,General Election,0,0,4 - BS 14,0,"Commissioner of the General
Land Office",Matt Piña,LIB,4,2
Reagan County,11/6/2018,General Election,0,0,4 - BS 14,0,Commissioner of Agriculture,Sid Miller,REP,82,34
Reagan County,11/6/2018,General Election,0,0,4 - BS 14,0,Commissioner of Agriculture,Kim Olson,DEM,16,10
Reagan County,11/6/2018,General Election,0,0,4 - BS 14,0,Commissioner of Agriculture,Richard Carpenter,LIB,1,2
Reagan County,11/6/2018,General Election,0,0,4 - BS 14,0,Railroad Commissioner,Christi Craddick,REP,82,37
Reagan County,11/6/2018,General Election,0,0,4 - BS 14,0,Railroad Commissioner,Roman McAllen,DEM,17,9
Reagan County,11/6/2018,General Election,0,0,4 - BS 14,0,Railroad Commissioner,Mike Wright,LIB,1,0
Reagan County,11/6/2018,General Election,0,0,4 - BS 14,0,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,82,35
Reagan County,11/6/2018,General Election,0,0,4 - BS 14,0,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,16,11
Reagan County,11/6/2018,General Election,0,0,4 - BS 14,0,"Justice, Supreme Court, Place 4",John Devine,REP,81,36
Reagan County,11/6/2018,General Election,0,0,4 - BS 14,0,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,17,10
Reagan County,11/6/2018,General Election,0,0,4 - BS 14,0,"Justice, Supreme Court, Place 6",Jeff Brown,REP,80,35
Reagan County,11/6/2018,General Election,0,0,4 - BS 14,0,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,18,11
Reagan County,11/6/2018,General Election,0,0,4 - BS 14,0,"Presiding Judge, Court of
Criminal Appeals",Sharon Keller,REP,80,33
Reagan County,11/6/2018,General Election,0,0,4 - BS 14,0,"Presiding Judge, Court of
Criminal Appeals",Maria T. (Terri) Jackson,DEM,17,13
Reagan County,11/6/2018,General Election,0,0,4 - BS 14,0,"Presiding Judge, Court of
Criminal Appeals",William Bryan Strange III,LIB,1,0
Reagan County,11/6/2018,General Election,0,0,4 - BS 14,0,"Judge, Court of Criminal Appeals,
Place 7",Barbara Parker Hervey,REP,81,36
Reagan County,11/6/2018,General Election,0,0,4 - BS 14,0,"Judge, Court of Criminal Appeals,
Place 7",Ramona Franklin,DEM,17,9
Reagan County,11/6/2018,General Election,0,0,4 - BS 14,0,"Judge, Court of Criminal Appeals,
Place 8",Michelle Slaughter,REP,84,35
Reagan County,11/6/2018,General Election,0,0,4 - BS 14,0,"Judge, Court of Criminal Appeals,
Place 8",Mark Ash,LIB,10,6
Reagan County,11/6/2018,General Election,0,0,4 - BS 14,0,"State Representative, 
District No. 72",Drew Darby,REP,90,40
Reagan County,11/6/2018,General Election,0,0,4 - BS 14,0,"Justice, 8th Court of Appeals
District, Place No. 2",Yvonne Rodriguez,DEM,36,24
Reagan County,11/6/2018,General Election,0,0,4 - BS 14,0,"Justice, 8th Court of Appeals
District, Place No. 3",Gina M. Palafox,DEM,33,21
Reagan County,11/6/2018,General Election,0,0,4 - BS 14,0,"District Judge, 112th Judicial District","Pedro (Pete) Gomez, Jr.",DEM,43,23
Reagan County ISD,11/6/2018,Special Election,0,0,4 - BS 14,0,"REAGAN COUNTY ISD
PROPOSITION A",FOR,,71,31
Reagan County ISD,11/6/2018,Special Election,0,0,4 - BS 14,0,"REAGAN COUNTY ISD
PROPOSITION A",AGAINST,,33,14
City of Big Lake,11/6/2018,Special Election,0,0,4 - BS 14,0,"CITY OF BIG LAKE, TEXAS
PROPOSITION A",FOR,,46,16
City of Big Lake,11/6/2018,Special Election,0,0,4 - BS 14,0,"CITY OF BIG LAKE, TEXAS
PROPOSITION A",AGAINST,,56,29
