Contest,Precinct,Choice,Votes,CastTotal,UnderVotes,OverVotes,InvalidVotes,RejectedCategoryName,RejectedWriteInVotes,UnresolvedCategoryName,UnresolvedWriteInVotes,VotingTypeName,BallotsCast,TotalBallotsCast,RegisteredVotes,TurnoutPercentage
Lieutenant Governor - DEMOCRATIC PARTY,3,,,37,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,24,39,1815,2.15 %
Lieutenant Governor - DEMOCRATIC PARTY,3,,,37,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,2,39,1815,2.15 %
Lieutenant Governor - DEMOCRATIC PARTY,3,,,37,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,13,39,1815,2.15 %
Lieutenant Governor - DEMOCRATIC PARTY,4,Mike Collier,17,35,6,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,41,1515,2.71 %
Lieutenant Governor - DEMOCRATIC PARTY,4,Michael Cooper,18,35,6,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,41,1515,2.71 %
Lieutenant Governor - DEMOCRATIC PARTY,4,,,35,6,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,15,41,1515,2.71 %
Lieutenant Governor - DEMOCRATIC PARTY,4,,,35,6,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,8,41,1515,2.71 %
Lieutenant Governor - DEMOCRATIC PARTY,4,,,35,6,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,18,41,1515,2.71 %
Lieutenant Governor - DEMOCRATIC PARTY,5,Mike Collier,33,68,8,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,76,2675,2.84 %
Lieutenant Governor - DEMOCRATIC PARTY,5,Michael Cooper,35,68,8,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,76,2675,2.84 %
Lieutenant Governor - DEMOCRATIC PARTY,5,,,68,8,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,38,76,2675,2.84 %
Lieutenant Governor - DEMOCRATIC PARTY,5,,,68,8,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,14,76,2675,2.84 %
Lieutenant Governor - DEMOCRATIC PARTY,5,,,68,8,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,24,76,2675,2.84 %
Lieutenant Governor - DEMOCRATIC PARTY,6,Mike Collier,62,133,13,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,146,4617,3.16 %
Lieutenant Governor - DEMOCRATIC PARTY,6,Michael Cooper,71,133,13,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,146,4617,3.16 %
Lieutenant Governor - DEMOCRATIC PARTY,6,,,133,13,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,51,146,4617,3.16 %
Lieutenant Governor - DEMOCRATIC PARTY,6,,,133,13,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,26,146,4617,3.16 %
Lieutenant Governor - DEMOCRATIC PARTY,6,,,133,13,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,69,146,4617,3.16 %
Lieutenant Governor - DEMOCRATIC PARTY,7,Mike Collier,9,19,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,22,728,3.02 %
Lieutenant Governor - DEMOCRATIC PARTY,7,Michael Cooper,10,19,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,22,728,3.02 %
Lieutenant Governor - DEMOCRATIC PARTY,7,,,19,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,13,22,728,3.02 %
Lieutenant Governor - DEMOCRATIC PARTY,7,,,19,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,2,22,728,3.02 %
Lieutenant Governor - DEMOCRATIC PARTY,7,,,19,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,7,22,728,3.02 %
Lieutenant Governor - DEMOCRATIC PARTY,8,Mike Collier,10,34,6,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,40,1112,3.60 %
Lieutenant Governor - DEMOCRATIC PARTY,8,Michael Cooper,24,34,6,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,40,1112,3.60 %
Lieutenant Governor - DEMOCRATIC PARTY,8,,,34,6,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,24,40,1112,3.60 %
Lieutenant Governor - DEMOCRATIC PARTY,8,,,34,6,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,10,40,1112,3.60 %
Lieutenant Governor - DEMOCRATIC PARTY,8,,,34,6,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,6,40,1112,3.60 %
Lieutenant Governor - DEMOCRATIC PARTY,9,Mike Collier,6,17,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,19,809,2.35 %
Lieutenant Governor - DEMOCRATIC PARTY,9,Michael Cooper,11,17,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,19,809,2.35 %
Lieutenant Governor - DEMOCRATIC PARTY,9,,,17,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,12,19,809,2.35 %
Lieutenant Governor - DEMOCRATIC PARTY,9,,,17,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,2,19,809,2.35 %
Lieutenant Governor - DEMOCRATIC PARTY,9,,,17,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,5,19,809,2.35 %
Lieutenant Governor - DEMOCRATIC PARTY,10,Mike Collier,21,50,7,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,57,2313,2.46 %
Lieutenant Governor - DEMOCRATIC PARTY,10,Michael Cooper,29,50,7,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,57,2313,2.46 %
Lieutenant Governor - DEMOCRATIC PARTY,10,,,50,7,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,33,57,2313,2.46 %
Lieutenant Governor - DEMOCRATIC PARTY,10,,,50,7,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,7,57,2313,2.46 %
Lieutenant Governor - DEMOCRATIC PARTY,10,,,50,7,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,17,57,2313,2.46 %
Lieutenant Governor - DEMOCRATIC PARTY,11,Mike Collier,0,9,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,10,377,2.65 %
Lieutenant Governor - DEMOCRATIC PARTY,11,Michael Cooper,9,9,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,10,377,2.65 %
Lieutenant Governor - DEMOCRATIC PARTY,11,,,9,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,6,10,377,2.65 %
Lieutenant Governor - DEMOCRATIC PARTY,11,,,9,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,1,10,377,2.65 %
Lieutenant Governor - DEMOCRATIC PARTY,11,,,9,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,3,10,377,2.65 %
Lieutenant Governor - DEMOCRATIC PARTY,12,Mike Collier,8,16,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,19,335,5.67 %
Lieutenant Governor - DEMOCRATIC PARTY,12,Michael Cooper,8,16,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,19,335,5.67 %
Lieutenant Governor - DEMOCRATIC PARTY,12,,,16,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,17,19,335,5.67 %
Lieutenant Governor - DEMOCRATIC PARTY,12,,,16,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,1,19,335,5.67 %
Lieutenant Governor - DEMOCRATIC PARTY,12,,,16,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,1,19,335,5.67 %
Lieutenant Governor - DEMOCRATIC PARTY,13,Mike Collier,2,6,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,6,400,1.50 %
Lieutenant Governor - DEMOCRATIC PARTY,13,Michael Cooper,4,6,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,6,400,1.50 %
Lieutenant Governor - DEMOCRATIC PARTY,13,,,6,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,3,6,400,1.50 %
Lieutenant Governor - DEMOCRATIC PARTY,13,,,6,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,2,6,400,1.50 %
Lieutenant Governor - DEMOCRATIC PARTY,13,,,6,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,1,6,400,1.50 %
Lieutenant Governor - DEMOCRATIC PARTY,14,Mike Collier,13,19,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,20,1009,1.98 %
Lieutenant Governor - DEMOCRATIC PARTY,14,Michael Cooper,6,19,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,20,1009,1.98 %
Lieutenant Governor - DEMOCRATIC PARTY,14,,,19,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,8,20,1009,1.98 %
Lieutenant Governor - DEMOCRATIC PARTY,14,,,19,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,3,20,1009,1.98 %
Lieutenant Governor - DEMOCRATIC PARTY,14,,,19,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,9,20,1009,1.98 %
Lieutenant Governor - DEMOCRATIC PARTY,15,Mike Collier,7,9,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,10,1163,0.86 %
Lieutenant Governor - DEMOCRATIC PARTY,15,Michael Cooper,2,9,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,10,1163,0.86 %
Lieutenant Governor - DEMOCRATIC PARTY,15,,,9,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,4,10,1163,0.86 %
Lieutenant Governor - DEMOCRATIC PARTY,15,,,9,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,1,10,1163,0.86 %
Lieutenant Governor - DEMOCRATIC PARTY,15,,,9,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,5,10,1163,0.86 %
Lieutenant Governor - DEMOCRATIC PARTY,16,Mike Collier,41,58,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,63,4165,1.51 %
Lieutenant Governor - DEMOCRATIC PARTY,16,Michael Cooper,17,58,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,63,4165,1.51 %
Lieutenant Governor - DEMOCRATIC PARTY,16,,,58,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,16,63,4165,1.51 %
Lieutenant Governor - DEMOCRATIC PARTY,16,,,58,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,21,63,4165,1.51 %
Lieutenant Governor - DEMOCRATIC PARTY,16,,,58,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,26,63,4165,1.51 %
Lieutenant Governor - DEMOCRATIC PARTY,17,Mike Collier,6,16,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,19,1248,1.52 %
Lieutenant Governor - DEMOCRATIC PARTY,17,Michael Cooper,10,16,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,19,1248,1.52 %
Lieutenant Governor - DEMOCRATIC PARTY,17,,,16,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,5,19,1248,1.52 %
Lieutenant Governor - DEMOCRATIC PARTY,17,,,16,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,3,19,1248,1.52 %
Lieutenant Governor - DEMOCRATIC PARTY,17,,,16,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,11,19,1248,1.52 %
Lieutenant Governor - DEMOCRATIC PARTY,18,Mike Collier,8,23,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,28,732,3.83 %
Lieutenant Governor - DEMOCRATIC PARTY,18,Michael Cooper,15,23,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,28,732,3.83 %
Lieutenant Governor - DEMOCRATIC PARTY,18,,,23,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,14,28,732,3.83 %
Lieutenant Governor - DEMOCRATIC PARTY,18,,,23,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,5,28,732,3.83 %
Lieutenant Governor - DEMOCRATIC PARTY,18,,,23,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,9,28,732,3.83 %
Lieutenant Governor - DEMOCRATIC PARTY,19,Mike Collier,46,83,12,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,95,5191,1.83 %
Lieutenant Governor - DEMOCRATIC PARTY,19,Michael Cooper,37,83,12,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,95,5191,1.83 %
Lieutenant Governor - DEMOCRATIC PARTY,19,,,83,12,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,22,95,5191,1.83 %
Lieutenant Governor - DEMOCRATIC PARTY,19,,,83,12,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,62,95,5191,1.83 %
Lieutenant Governor - DEMOCRATIC PARTY,19,,,83,12,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,11,95,5191,1.83 %
Lieutenant Governor - DEMOCRATIC PARTY,20,Mike Collier,44,69,13,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,82,5223,1.57 %
Lieutenant Governor - DEMOCRATIC PARTY,20,Michael Cooper,25,69,13,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,82,5223,1.57 %
Lieutenant Governor - DEMOCRATIC PARTY,20,,,69,13,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,13,82,5223,1.57 %
Lieutenant Governor - DEMOCRATIC PARTY,20,,,69,13,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,58,82,5223,1.57 %
Lieutenant Governor - DEMOCRATIC PARTY,20,,,69,13,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,11,82,5223,1.57 %
Lieutenant Governor - DEMOCRATIC PARTY,21,Mike Collier,13,23,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,24,1228,1.95 %
Lieutenant Governor - DEMOCRATIC PARTY,21,Michael Cooper,10,23,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,24,1228,1.95 %
Lieutenant Governor - DEMOCRATIC PARTY,21,,,23,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,7,24,1228,1.95 %
Lieutenant Governor - DEMOCRATIC PARTY,21,,,23,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,5,24,1228,1.95 %
Lieutenant Governor - DEMOCRATIC PARTY,21,,,23,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,12,24,1228,1.95 %
Attorney General - DEMOCRATIC PARTY,1,Justin Nelson,6,6,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,8,406,1.97 %
Attorney General - DEMOCRATIC PARTY,1,,,6,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,4,8,406,1.97 %
Attorney General - DEMOCRATIC PARTY,1,,,6,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,3,8,406,1.97 %
Attorney General - DEMOCRATIC PARTY,1,,,6,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,1,8,406,1.97 %
Attorney General - DEMOCRATIC PARTY,2,Justin Nelson,6,6,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,8,528,1.52 %
Attorney General - DEMOCRATIC PARTY,2,,,6,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,2,8,528,1.52 %
Attorney General - DEMOCRATIC PARTY,2,,,6,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,0,8,528,1.52 %
Attorney General - DEMOCRATIC PARTY,2,,,6,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,6,8,528,1.52 %
Attorney General - DEMOCRATIC PARTY,3,Justin Nelson,35,35,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,39,1815,2.15 %
Attorney General - DEMOCRATIC PARTY,3,,,35,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,24,39,1815,2.15 %
Attorney General - DEMOCRATIC PARTY,3,,,35,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,2,39,1815,2.15 %
Attorney General - DEMOCRATIC PARTY,3,,,35,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,13,39,1815,2.15 %
Attorney General - DEMOCRATIC PARTY,4,Justin Nelson,37,37,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,41,1515,2.71 %
Attorney General - DEMOCRATIC PARTY,4,,,37,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,15,41,1515,2.71 %
Attorney General - DEMOCRATIC PARTY,4,,,37,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,8,41,1515,2.71 %
Attorney General - DEMOCRATIC PARTY,4,,,37,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,18,41,1515,2.71 %
Attorney General - DEMOCRATIC PARTY,5,Justin Nelson,63,63,13,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,76,2675,2.84 %
Attorney General - DEMOCRATIC PARTY,5,,,63,13,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,38,76,2675,2.84 %
Attorney General - DEMOCRATIC PARTY,5,,,63,13,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,14,76,2675,2.84 %
Attorney General - DEMOCRATIC PARTY,5,,,63,13,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,24,76,2675,2.84 %
Attorney General - DEMOCRATIC PARTY,6,Justin Nelson,130,130,16,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,146,4617,3.16 %
Attorney General - DEMOCRATIC PARTY,6,,,130,16,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,51,146,4617,3.16 %
Attorney General - DEMOCRATIC PARTY,6,,,130,16,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,26,146,4617,3.16 %
Attorney General - DEMOCRATIC PARTY,6,,,130,16,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,69,146,4617,3.16 %
Attorney General - DEMOCRATIC PARTY,7,Justin Nelson,19,19,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,22,728,3.02 %
Attorney General - DEMOCRATIC PARTY,7,,,19,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,13,22,728,3.02 %
Attorney General - DEMOCRATIC PARTY,7,,,19,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,2,22,728,3.02 %
Attorney General - DEMOCRATIC PARTY,7,,,19,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,7,22,728,3.02 %
Attorney General - DEMOCRATIC PARTY,8,Justin Nelson,32,32,8,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,40,1112,3.60 %
Attorney General - DEMOCRATIC PARTY,8,,,32,8,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,24,40,1112,3.60 %
Attorney General - DEMOCRATIC PARTY,8,,,32,8,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,10,40,1112,3.60 %
Attorney General - DEMOCRATIC PARTY,8,,,32,8,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,6,40,1112,3.60 %
Attorney General - DEMOCRATIC PARTY,9,Justin Nelson,18,18,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,19,809,2.35 %
Attorney General - DEMOCRATIC PARTY,9,,,18,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,12,19,809,2.35 %
Attorney General - DEMOCRATIC PARTY,9,,,18,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,2,19,809,2.35 %
Attorney General - DEMOCRATIC PARTY,9,,,18,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,5,19,809,2.35 %
Attorney General - DEMOCRATIC PARTY,10,Justin Nelson,48,48,9,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,57,2313,2.46 %
Attorney General - DEMOCRATIC PARTY,10,,,48,9,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,33,57,2313,2.46 %
Attorney General - DEMOCRATIC PARTY,10,,,48,9,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,7,57,2313,2.46 %
Attorney General - DEMOCRATIC PARTY,10,,,48,9,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,17,57,2313,2.46 %
Attorney General - DEMOCRATIC PARTY,11,Justin Nelson,7,7,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,10,377,2.65 %
Attorney General - DEMOCRATIC PARTY,11,,,7,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,6,10,377,2.65 %
Attorney General - DEMOCRATIC PARTY,11,,,7,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,1,10,377,2.65 %
Attorney General - DEMOCRATIC PARTY,11,,,7,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,3,10,377,2.65 %
Attorney General - DEMOCRATIC PARTY,12,Justin Nelson,17,17,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,19,335,5.67 %
Attorney General - DEMOCRATIC PARTY,12,,,17,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,17,19,335,5.67 %
Attorney General - DEMOCRATIC PARTY,12,,,17,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,1,19,335,5.67 %
Attorney General - DEMOCRATIC PARTY,12,,,17,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,1,19,335,5.67 %
Attorney General - DEMOCRATIC PARTY,13,Justin Nelson,6,6,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,6,400,1.50 %
Attorney General - DEMOCRATIC PARTY,13,,,6,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,3,6,400,1.50 %
Attorney General - DEMOCRATIC PARTY,13,,,6,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,2,6,400,1.50 %
Attorney General - DEMOCRATIC PARTY,13,,,6,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,1,6,400,1.50 %
Attorney General - DEMOCRATIC PARTY,14,Justin Nelson,19,19,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,20,1009,1.98 %
Attorney General - DEMOCRATIC PARTY,14,,,19,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,8,20,1009,1.98 %
Attorney General - DEMOCRATIC PARTY,14,,,19,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,3,20,1009,1.98 %
Attorney General - DEMOCRATIC PARTY,14,,,19,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,9,20,1009,1.98 %
Attorney General - DEMOCRATIC PARTY,15,Justin Nelson,9,9,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,10,1163,0.86 %
Attorney General - DEMOCRATIC PARTY,15,,,9,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,4,10,1163,0.86 %
Attorney General - DEMOCRATIC PARTY,15,,,9,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,1,10,1163,0.86 %
Attorney General - DEMOCRATIC PARTY,15,,,9,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,5,10,1163,0.86 %
Attorney General - DEMOCRATIC PARTY,16,Justin Nelson,55,55,8,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,63,4165,1.51 %
Attorney General - DEMOCRATIC PARTY,16,,,55,8,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,16,63,4165,1.51 %
Attorney General - DEMOCRATIC PARTY,16,,,55,8,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,21,63,4165,1.51 %
Attorney General - DEMOCRATIC PARTY,16,,,55,8,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,26,63,4165,1.51 %
Attorney General - DEMOCRATIC PARTY,17,Justin Nelson,14,14,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,19,1248,1.52 %
Attorney General - DEMOCRATIC PARTY,17,,,14,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,5,19,1248,1.52 %
Attorney General - DEMOCRATIC PARTY,17,,,14,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,3,19,1248,1.52 %
Attorney General - DEMOCRATIC PARTY,17,,,14,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,11,19,1248,1.52 %
Attorney General - DEMOCRATIC PARTY,18,Justin Nelson,22,22,6,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,28,732,3.83 %
Attorney General - DEMOCRATIC PARTY,18,,,22,6,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,14,28,732,3.83 %
Attorney General - DEMOCRATIC PARTY,18,,,22,6,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,5,28,732,3.83 %
